clade_name	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4648	0.0	0.61993	0.0	0.0	0.0	0.62704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02647	0.0	0.15558	0.0	0.00755	0.09636	0.0	0.0	0.0	0.0	0.0	0.05142	0.0	0.0	0.0	0.0	0.0	0.04486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06103	0.0	0.0	0.0	0.0565	0.03786	0.0	0.10926	0.0	0.0	0.00217	0.00639	0.0	0.01229	0.0	0.0	0.72698	0.00281	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.00684	0.05226	0.06581	0.0	0.49797	0.0	0.0	0.0	0.0	0.0735	0.0	0.06983	0.0	0.0	0.0	0.0	0.0	0.29959	0.0	0.33061	0.0	0.0	0.0	0.0	0.1208	0.0	0.0	0.0	0.00311	0.0	0.0	0.0	0.06884	0.0	0.0	0.0	0.0	0.0	0.03613	0.0	0.0	0.0	0.0	0.04452	0.0	0.01756	0.24007	0.0	0.0	0.18962	1.11521	0.0	0.0	0.01988	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis|t__SGB2290	0.00221	0.0	0.15021	0.33147	0.1274	0.10263	0.02133	0.19228	0.20797	0.23647	0.0	5e-05	0.00057	0.46855	0.0	0.01916	0.22526	0.22029	0.07941	0.00012	0.13515	0.0	0.12963	0.16992	0.36567	0.00013	0.20471	0.00387	0.0	0.12288	0.0	0.0	0.00071	0.10746	0.07888	0.13426	0.0	0.00178	0.0334	1.46874	0.00068	0.77178	0.0	0.09947	0.0	0.38599	0.06132	0.06244	0.0	0.0	0.02046	0.02284	3.53436	0.01325	0.23911	0.05142	0.56343	0.88626	0.53505	0.99343	0.13852	0.0	0.06004	0.21249	0.63076	0.0	0.56545	0.12063	0.01376	0.39596	0.43584	0.00356	0.0	0.03204	0.06759	0.0	0.00838	0.06726	0.21762	0.0	0.0586	0.0	0.39333	0.44118	0.54004	0.27303	0.09711	0.42948	0.06748	0.11086	0.10356	0.55933	0.47728	0.16981	0.07469	0.0	0.41881	0.18157	1.50648	0.04135	0.37039	0.0884	0.49032	0.03151	0.19798	0.0	0.0	0.0362	0.18031	0.39777	0.1975	0.01787	0.09599	0.00153	0.03078	0.45476	0.0	0.25519	1.1611	0.67629	0.13895	0.45014	0.139	0.48199	0.02827
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	0.02045	0.0	0.0	0.38629	0.00037	0.45188	0.43954	0.20322	0.0	0.0	9e-05	1.81896	0.0	2.90158	0.00436	0.54291	1.66832	3.62674	1.6692	0.71841	0.77734	2.1831	0.0	0.56076	0.0	0.00649	0.0	0.0	0.0	0.97535	3.19345	0.86711	0.30893	0.00536	0.01042	0.0	0.52624	0.00476	0.0	0.0	0.11765	5.86789	0.0	1.00426	3.19773	0.20883	0.00086	0.21767	0.06439	0.0	0.0408	0.04654	0.35417	0.0	0.00165	0.44494	0.03881	0.07072	1.3485	0.35026	5.21038	0.0002	1.36065	0.00017	0.05344	0.07626	0.96516	0.52329	0.10111	6.30319	0.0	1.06842	0.3751	0.07768	2.65028	0.0	0.86834	0.12862	0.0	0.00675	0.0	0.10004	0.01601	0.95176	0.93684	0.00145	13.72695	0.0	0.0	1.02102	0.0	0.0	1.93463	0.94553	3.57369	1.18424	0.0	0.38585	0.15009	0.46501	1.59108	1.17383	10.19595	0.0	0.00108	0.03586	0.0	0.53958	1.89309	0.0	0.14532	2.75134	10.5304	1.21384	0.0	2.20691	0.0	0.00557	0.0055	6.35008	0.7614	3.93309	0.0	0.00376	1.13434
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__GGB1567|s__GGB1567_SGB2154|t__SGB2154	0.0	0.0	0.0	0.0	0.0	0.72229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00823	0.97174	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56238	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67929	0.0	0.0	0.0	0.0	0.3204	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus|t__SGB1835	0.00012	0.0	0.0	0.0	0.0	0.0	2.90881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	6e-05	0.0	1e-05	0.0	0.0	0.0	0.0	0.28612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1582|s__GGB1582_SGB2173|t__SGB2173	0.0	0.0	0.0	0.0	0.0	0.0	0.03646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT|t__SGB4552_group	0.01506	0.04433	0.03592	0.08078	0.0	0.02023	0.0026	0.0101	0.08163	0.09376	0.06106	0.05999	0.10909	0.09534	0.00409	0.06258	0.01501	0.04408	0.07655	0.00891	0.01786	0.08356	0.1982	0.05936	0.00016	0.04549	0.0556	0.0711	0.00735	0.03597	0.03015	0.01781	0.02913	0.03522	0.08488	0.04286	0.03744	0.07614	0.07403	0.00505	0.1683	0.10562	0.02965	0.03692	0.00152	0.01479	0.05575	0.09825	0.0	0.10684	0.15488	0.00997	0.02032	0.11134	0.16732	0.01162	0.04863	0.04854	0.16268	0.0065	0.01241	0.05449	0.08834	0.04943	0.02528	0.03605	0.01959	0.02109	0.04379	0.04892	0.03511	0.02037	0.00909	0.03722	0.02338	0.08014	0.07842	0.12055	0.06754	0.09173	0.11188	0.02301	0.04342	0.00836	0.00042	0.03562	0.1011	0.14578	0.03067	0.02137	0.01291	0.04785	0.05522	0.065	0.12725	0.06613	0.10639	0.05426	0.05029	0.12468	0.0024	0.16768	0.28227	0.02452	0.12144	0.0	0.0066	0.02112	0.06223	0.02426	0.04457	0.04596	0.05974	0.00174	0.01533	0.01028	0.0	0.01578	0.00773	0.0094	0.04214	0.01466	0.08704	0.03147	0.02337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4781	0.00672	0.01595	0.02729	0.0	0.09333	0.01185	0.01614	0.00969	0.0067	0.0	0.0	0.00183	0.03762	0.02131	0.0	0.08931	0.01653	0.01052	0.01639	0.00834	0.00498	0.0	0.00091	0.03123	0.01199	0.05402	0.00529	0.00343	0.0	0.00572	0.01325	0.02781	0.03126	0.0	0.02552	0.01318	0.01696	0.04606	0.02163	0.0	0.00909	0.02727	0.04281	0.00775	0.00507	0.02016	0.0	0.09362	0.0	0.06639	0.0086	0.14159	0.06076	0.06669	0.02414	0.02859	0.0	0.0	0.01313	0.04251	0.01761	0.0	0.04915	0.07862	0.02999	0.013	0.03324	0.12604	0.0002	0.03925	0.02528	0.00518	0.03887	0.02267	0.03759	0.0	0.06141	0.01564	0.023	0.04856	0.01278	0.00797	0.02802	0.01456	0.00324	0.0	0.07499	0.0	0.07655	0.02491	0.00443	0.01422	0.04831	0.0	0.01627	0.06552	0.01234	0.01505	0.03616	0.0093	0.01796	0.02061	0.0	0.06217	0.02798	0.00016	0.0	0.00972	0.01776	0.0662	0.02022	0.04491	0.03193	0.01314	0.05259	0.0	0.0	0.00343	0.00417	0.01605	0.03495	0.0	0.01674	0.10158	0.02786
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836_group	9.40603	9.8108	2.57849	5.54012	2.14498	2.7637	0.08413	0.30689	4.06113	2.70129	3.07549	4.55806	0.29415	6.95387	4.97564	3.38248	0.93674	1.97624	3.16892	0.14517	5.39219	0.00121	1.81336	0.95653	5.99396	4.08585	6.63616	0.45186	16.23261	1.1921	1.3911	5.82566	0.4672	1.01383	5.39013	3.69787	2.48864	15.75991	6.85506	4.65415	4.49027	2.03436	5.79224	4.07775	0.48682	0.70466	1.66888	2.57782	11.6889	12.88634	3.96147	0.15484	0.80465	0.63229	5.38955	3.83878	2.42436	2.00695	0.00411	0.79646	0.08202	0.41232	0.47263	0.29194	9.23394	1.90448	2.4069	0.20946	8.35742	4.94708	7.70025	1.02914	0.0082	0.27484	1.40503	0.00797	0.5677	1.05479	6.98051	0.05708	1.08396	3.63489	1.12089	1.60099	0.61322	2.47436	3.22076	13.90559	3.56924	6.98989	0.93688	3.78426	10.17805	5.06681	0.93274	0.58361	1.93303	3.79674	0.58288	7.48795	6.30176	0.00013	0.89933	0.12784	3.30394	2.03587	33.03714	0.32909	1.37856	4.825	0.28576	0.95877	3.08837	0.41777	0.29618	1.8501	2.11528	4.12251	3.47897	3.80089	2.88082	6.55339	1.4923	7.26708	0.27695
k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9524|s__GGB9524_SGB14924|t__SGB14924	0.0	0.74487	0.0	0.0	0.0	0.11564	0.00109	0.0	0.21827	0.11762	0.0	0.0	0.0	0.0	0.0	0.00481	0.0226	0.10806	0.18308	0.0	0.00426	0.12134	0.00054	0.00045	0.0	0.15775	0.08426	0.00335	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.27834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15338	0.19848	0.0	0.16925	0.0	0.0	0.0	0.00068	0.01881	0.04685	0.0	0.0	0.1031	1.12375	0.0	0.0	0.0	0.0	0.0	0.0381	0.0	0.0	0.06808	0.0	0.07525	0.0	0.0	0.07008	0.0	0.0	0.0	0.0	0.0	0.01323	0.2933	0.0	0.0	0.0	0.0	0.08288	0.0	0.0	0.11134	0.00585	0.35873	0.29507	0.00349	0.0	0.13551	0.0	0.0	0.16202	0.0	0.18284	0.0	0.0	0.1342	0.74775	0.0	0.0	0.08598	0.0	0.0	0.0	0.0	0.0	0.14549	0.14966	0.0	0.0	0.19453	0.05017	0.00019	0.0	0.50162	0.23678	0.0	0.0	0.0	0.98901	0.05389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4780	0.00391	0.00026	0.0	0.02726	0.0474	0.03406	0.0	0.08667	0.00094	0.01132	0.07572	0.04544	0.01674	0.03544	0.0	0.00596	0.08004	0.06238	0.05525	0.01604	0.05958	0.0269	0.0	0.02868	0.0	0.03247	0.03654	0.00095	0.03382	0.02861	0.02507	0.05463	0.05858	0.0	0.0392	0.05067	0.01685	0.07347	0.00517	0.02486	0.0783	0.07251	0.08584	0.03063	0.04149	0.00131	0.20859	0.02878	0.03937	0.08521	0.00785	0.00523	0.0142	0.00683	0.0	0.02734	0.01429	0.11618	0.09616	0.01631	0.10732	0.02149	0.04204	0.02701	0.04534	0.02517	0.121	0.10453	0.02174	0.03101	0.164	0.02693	0.03869	0.03673	0.07436	0.0	0.06852	0.1775	0.0	0.00637	0.0	0.01685	0.05457	0.0951	0.01301	0.07477	0.09178	0.0	0.0	0.03326	0.05207	0.04979	0.08643	0.0	0.10098	0.05784	0.075	0.05661	0.04756	0.01836	0.08717	0.02141	0.0	0.00234	0.0351	0.06085	0.0	0.01839	0.15247	0.0	0.03737	0.06049	0.14895	0.01266	0.08085	0.0	0.0	0.01117	0.00806	0.01134	0.05454	0.00482	0.0	0.0	0.05175
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3957	0.0	0.02619	0.0	0.0	0.0	0.00788	0.01351	0.03129	0.05002	0.07917	0.0	0.0095	0.02297	0.0515	0.0	0.05585	0.0	0.01485	0.0	0.01162	0.00792	0.0	0.00569	0.01073	0.02853	0.04813	0.03126	0.00487	0.0	0.0	0.03474	0.00484	0.04367	0.0	0.03717	0.00805	0.0	0.01498	0.0	0.10173	0.04029	0.0	0.06957	0.0	0.00239	0.00935	0.0	0.07881	0.00933	0.0299	0.02873	0.05215	0.04525	0.02115	0.1228	0.0	0.01937	0.07934	0.0	0.04382	0.06905	0.09417	0.07224	0.00826	0.03662	0.01152	0.01886	0.01583	0.00815	0.00177	0.02143	0.01069	0.04505	0.03125	0.03448	0.0	0.225	0.0	0.02432	0.16515	0.01088	0.00114	0.02688	0.01639	0.00576	0.0	0.01106	0.01197	0.02839	0.03634	0.0	0.07652	0.04413	0.0	0.02012	0.05501	0.09056	0.01992	0.12416	0.01342	0.0045	0.06516	0.0	0.0698	0.0	0.00527	0.0	0.0049	0.05545	0.01131	0.00412	0.0	0.03231	0.0084	0.04171	0.08583	0.0	0.00391	0.00538	0.03145	0.0	0.0	0.00953	0.0	0.01926
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__GGB38171|s__GGB38171_SGB72433|t__SGB72433_group	0.0	0.0	0.0	0.0	0.01569	0.04378	0.0154	0.09764	0.0	0.0	0.0	0.0	0.04734	0.05222	0.0	0.13092	0.09164	0.04784	0.0	0.0	0.01279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03069	0.0	0.04037	0.0	0.0	0.05396	0.02513	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02679	0.0	0.18665	0.0	0.0	0.0	0.216	0.0	0.06657	0.16071	0.0	0.0	0.0	0.0	0.13264	0.10375	0.0	0.10928	0.04457	0.0	0.05433	0.0	0.10025	0.0	0.0	0.0	0.06653	0.15173	0.06446	0.15443	0.0	0.07464	0.0	0.0	0.0	0.04066	0.0	0.04019	0.17972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07924	0.08586	0.0	0.0	0.1259	0.0	0.0	0.11996	0.07906	0.0	0.0	0.0	0.12166	0.0895	0.0	0.0	0.08808	0.0	0.05924	0.04555	0.0	0.0	0.10124	0.24564	0.0	0.0	0.0	0.0	0.0	0.09821	0.36968	0.10775	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza|t__SGB5075_group	0.02341	0.0	0.36853	1.39293	0.4772	0.0	0.0	0.0681	0.0	0.77442	0.0	0.00347	0.00117	2.60597	0.00115	0.92058	0.0	0.69187	2.41991	0.14406	0.36072	3.31413	0.0	1.11487	0.0001	1.11875	0.51536	1.35816	0.0	0.01907	0.00441	10.37413	0.22638	0.00325	2.81114	4e-05	0.131	0.00369	0.0	0.0	0.0	2.20976	1.32036	0.0	0.0	0.00435	2.19768	1.13851	2.3935	0.0	0.11643	0.0	0.02727	1.16716	1.40082	0.00557	0.02914	0.0	0.0	1.15746	0.35023	0.02592	0.0	0.10366	0.00036	0.33162	0.09405	0.0	2.17617	2.9117	0.0	1.3825	0.01461	0.17545	0.93791	0.0	0.0	0.0	0.71464	0.0	0.29524	0.5596	0.00301	0.00512	0.0	0.1543	0.00032	0.0	0.07686	0.65157	0.0	0.0	0.87044	0.01442	2.08025	0.06426	0.48415	0.05454	0.07056	0.0	0.0	0.0	0.0	0.00095	1.79224	2.01548	0.0	0.64464	0.31841	0.0	1.53584	0.73009	0.0	0.0317	0.07933	0.00081	0.00092	0.91751	0.04417	0.04163	0.60095	0.01931	0.65392	0.00173	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_anaerobia|t__SGB14824_group	0.0	0.0	0.0	0.0	0.0	0.00696	0.00436	0.00375	0.12223	0.0	0.0	0.00167	0.0	0.0	0.0	0.05209	0.0	0.00127	0.02335	0.00292	0.02376	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.03275	0.0	0.0	0.0	0.0	0.0	0.04981	0.0	0.21496	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.05238	0.0	0.0	0.0	0.03382	0.0	0.02886	0.0	0.0	0.04209	0.02377	0.0	0.01602	0.02088	0.0	0.00856	0.01061	0.0	0.00374	0.0	0.02754	0.0	0.08049	0.0	0.02278	0.10507	0.02029	0.00574	0.0	0.00038	0.0	0.03857	0.0	0.0	0.01519	0.0	0.00573	0.0	0.0	0.01626	0.0	0.0	0.04218	0.0	0.00674	0.0	0.01575	0.0	0.11307	0.0	0.0	0.01618	0.0114	0.0	0.0	0.0	0.03599	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.04753	0.03643	0.0	0.0	0.0	0.12089	0.0	0.0	0.0	0.0	0.0	0.02527
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4582_group	0.00242	0.61888	0.00039	0.05986	0.0	0.31173	0.0	0.00246	0.36204	0.00071	0.0	0.00587	0.43803	0.16165	0.08815	0.16557	0.10702	0.0307	0.15952	0.0	0.02712	0.7118	0.0	0.24108	0.00056	0.01843	0.09151	0.19308	0.1052	0.04377	0.0	0.01859	0.01472	0.0	0.0195	0.10183	0.10131	0.1125	0.10469	0.03974	0.49373	0.04667	0.08751	0.0053	0.00273	0.00842	1.12752	0.0	0.0	0.25144	0.42365	0.0	0.0381	0.1865	0.0	0.0	0.11806	0.00894	0.30864	0.0	0.11107	0.0	0.21066	0.10901	0.0	0.03838	0.02747	0.26715	0.00059	0.03952	0.07779	0.0	0.0	0.21644	0.03597	0.0	0.12915	0.19644	0.0	0.04843	0.00274	0.11999	0.0	0.0	0.02085	0.0	0.09915	0.0	0.08845	0.03847	0.05877	0.10494	0.0	0.15864	0.00897	0.00352	0.0	0.10881	0.23926	0.26901	0.0	0.02837	0.0	0.01283	0.0	0.44884	0.06284	0.02687	0.04975	0.14447	0.02436	0.13091	0.0	0.00859	0.09184	0.0	0.0	0.00171	0.08678	0.03759	0.00756	0.00013	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15316_group	0.00456	0.38335	0.01261	0.326	0.85002	0.16309	0.0413	0.77331	0.0	0.18265	0.00025	0.05524	1.15233	0.59488	0.00028	0.26232	1.13515	0.32459	2.46881	0.64652	3.02914	2.12004	0.31008	0.12425	0.0	0.15562	0.03587	5.77938	0.0	1.8381	0.38169	0.64278	0.63481	1.299	0.21968	2.30955	3.30418	2.66706	0.28188	1.98262	0.64538	3.8457	1.84492	2.70174	5.93655	0.52035	0.79783	2.86608	0.27898	3.58404	0.19681	0.01262	2.09217	1.45557	0.08317	0.25934	0.64939	0.29422	1.79486	0.24694	0.64771	0.03717	2.19289	0.25733	0.16785	6.99566	15.50036	0.75873	0.50785	5.85229	1.39353	2.63117	0.23049	1.51883	5.59182	0.22194	0.09371	4.52872	0.18113	0.8651	0.43408	2.2574	10.9805	1.14474	3.20565	4.35776	0.70824	2.15693	1.91385	0.77798	0.50386	3.46086	0.40006	1.24315	2.28396	1.84827	0.12664	1.06472	0.19667	0.96057	3.51363	0.04262	0.01213	0.02239	0.48878	7.92872	0.00479	0.11955	1.79509	5.08949	1.04747	1.24521	6.54636	3.31808	0.50085	4.16303	0.00585	1.35554	0.6278	2.05404	1.33127	0.0011	3.0478	13.64019	0.77185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9602|s__GGB9602_SGB15031|t__SGB15031	0.00282	0.0	0.0	0.0	0.1075	0.22076	0.0	0.59769	0.71722	0.0	0.0	0.0534	0.00018	0.0	0.0	0.02159	0.17706	0.82169	0.0	0.0	0.67098	0.0	0.08712	0.1406	0.19466	0.25875	0.53922	0.00457	0.0	0.37788	0.19072	0.0	0.71773	0.0	0.0	0.0	0.0	0.00676	0.0	0.0	0.0	0.0	0.0	0.0	0.23396	3.2419	0.0	0.05156	0.00213	0.0	0.0	0.09593	0.10804	0.24227	0.07	0.00785	0.52431	0.0	0.0	1.14566	0.1395	0.0	0.69233	1.84212	0.75147	0.0	0.05164	0.45176	0.00559	0.0	0.0	1.09527	0.15773	0.04396	0.00221	0.0	0.31162	0.0	0.0	0.0	0.0	0.0109	0.00037	0.25603	0.0	0.00837	0.15268	0.0	0.04412	0.26943	0.00844	0.03229	0.08476	0.00731	0.00453	0.0	0.0	1.35276	0.33741	0.0	0.0	0.0	0.0	2.64223	0.32541	0.00012	0.0	0.00297	0.06947	0.0	0.08084	0.05364	0.0	0.03924	0.55408	1.48408	0.0	0.22964	1.46567	1.61906	0.0	0.0	0.0	0.00025	0.20158
