clade_name	Sample_S24761_CC_CRC698_FE_DNA_DIA	Sample_S24770_CC_CRC669_FE_DNA_DIA	Sample_S24951_CC_CRC673_FE_DNA_DIA	Sample_S24763_CC_CRC703_FE_DNA_DIA	Sample_S24768_CC_CRC706_FE_DNA_DIA	Sample_S24764_CC_CRC710_FE_DNA_DIA	Sample_S24699_CC_CRC639_FE_DNA_DIA	Sample_S24702_CC_CRC645_FE_DNA_DIA	Sample_S24704_CC_CRC692_FE_DNA_DIA	Sample_S24947_CC_CRC695_FE_DNA_DIA	Sample_S24762_CC_CRC708_FE_DNA_DIA	CC_CRC752_FE_DNA_DIA	CC_CRC759_FE_DNA_DIA	CC_CRC760_FE_DNA_DIA	Sample_S24757_CC_P151_FE_DNA_DIA	Sample_S24938_CC_P155_FE_DNA_DIA	Sample_S24948_CC_P122_FE_DNA_DIA	Sample_S24936_CC_P127_FE_DNA_DIA	Sample_S24748_CC_P130_FE_DNA_DIA	Sample_S24749_CC_P132_FE_DNA_DIA	Sample_S24750_CC_P133_FE_DNA_DIA	Sample_S24751_CC_P134_FE_DNA_DIA	Sample_S24752_CC_P138_FE_DNA_DIA	Sample_S24753_CC_P140_FE_DNA_DIA	Sample_S24754_CC_P143_FE_DNA_DIA	Sample_S24755_CC_P149_FE_DNA_DIA	Sample_S24758_CC_P160_FE_DNA_DIA	Sample_S24694_CC_CRC627_FE_DNA_DIA	Sample_S24695_CC_CRC633_FE_DNA_DIA	Sample_S24696_CC_CRC634_FE_DNA_DIA	Sample_S24697_CC_CRC635_FE_DNA_DIA	Sample_S24698_CC_CRC638_FE_DNA_DIA	Sample_S24700_CC_CRC641_FE_DNA_DIA	Sample_S24701_CC_CRC642_FE_DNA_DIA	Sample_S24703_CC_CRC652_FE_DNA_DIA	Sample_S24766_CC_CRC671_FE_DNA_DIA	Sample_S24767_CC_CRC691_FE_DNA_DIA	Sample_S24705_CC_CRC693_FE_DNA_DIA	Sample_S24765_CC_CRC694_FE_DNA_DIA	CC_CRC757_FE_DNA_DIA	CC_CRC761_FE_DNA_DIA	Sample_S24742_CC_P118_FE_DNA_DIA	Sample_S24743_CC_P119_FE_DNA_DIA	Sample_S24744_CC_P120_FE_DNA_DIA	Sample_S24745_CC_P126_FE_DNA_DIA	Sample_S24746_CC_P128_FE_DNA_DIA	Sample_S24756_CC_P150_FE_DNA_DIA	Sample_S24769_CC_P154_FE_DNA_DIA	Sample_S24939_CC_P158_FE_DNA_DIA	Sample_S24759_CC_P161_FE_DNA_DIA	Sample_S24760_CC_P162_FE_DNA_DIA	Sample_S24940_CC_P163_FE_DNA_DIA	Sample_S24949_CC_P166_FE_DNA_DIA	Sample_S24795_CC_P177_FE_DNA_DIA	CC_P181_DNA_DIA	Sample_S24950_CC_CRC707_FE_DNA_DIA	Sample_S24937_CC_P145_FE_DNA_DIA	Sample_S24717_CC_IK25_FE_DNA_DIA	Sample_S24787_CC_IK64_FE_DNA_DIA	CC_IK105_FE_DNA_DIA	Sample_S24712_CC_IK2_FE_DNA_DIA	Sample_S24711_CC_IK19_FE_DNA_DIA	Sample_S24793_CC_IK73_FE_DNA_DIA	CC_IK86_FE_DNA_DIA	CC_IK106_FE_DNA_DIA	CC_IK107_FE_DNA_DIA	CC_IK108_FE_DNA_DIA	CC_IK110_FE_DNA_DIA	Sample_S24732_CC_IK5_FE_DNA_DIA	Sample_S24781_CC_IK10_FE_DNA_DIA	Sample_S24707_CC_IK13_FE_DNA_DIA	Sample_S24709_CC_IK17_FE_DNA_DIA	Sample_S24714_CC_IK22_FE_DNA_DIA	Sample_S24779_CC_IK27_FE_DNA_DIA	Sample_S24718_CC_IK28_FE_DNA_DIA	CC_IK33_FE_DNA_DIA	Sample_S24726_CC_IK40_FE_DNA_DIA	Sample_S24729_CC_IK45_FE_DNA_DIA	Sample_S24734_CC_IK52_FE_DNA_DIA	Sample_S24804_CC_IK54_FE_DNA_DIA	Sample_S24780_CC_IK55_FE_DNA_DIA	Sample_S24737_CC_IK57_FE_DNA_DIA	Sample_S24788_CC_IK65_FE_DNA_DIA	Sample_S24796_CC_IK67_FE_DNA_DIA	Sample_S24797_CC_IK68_FE_DNA_DIA	Sample_S24792_CC_IK72_FE_DNA_DIA	Sample_S24794_CC_IK75_FE_DNA_DIA	Sample_S25189_CC_IK76_FE_DNA_DIA	Sample_S24801_CC_IK80_FE_DNA_DIA	CC_IK81_FE_DNA_DIA	CC_IK82_FE_DNA_DIA	CC_IK103_FE_DNA_DIA	CC_IK111_FE_DNA_DIA	CC_IK112_FE_DNA_DIA	Sample_S24725_CC_IK4_FE_DNA_DIA	Sample_S24740_CC_IK7_FE_DNA_DIA	Sample_S24708_CC_IK15_FE_DNA_DIA	Sample_S24782_CC_IK30_FE_DNA_DIA	Sample_S24720_CC_IK32_FE_DNA_DIA	Sample_S24785_CC_IK62_FE_DNA_DIA	Sample_S24798_CC_IK69_FE_DNA_DIA	CC_IK93_FE_DNA_DIA	Sample_S24773_CC_IK3_FE_DNA_DIA	Sample_S24741_CC_IK9_FE_DNA_DIA	Sample_S24775_CC_IK34_FE_DNA_DIA	Sample_S24730_CC_IK47_FE_DNA_DIA	Sample_S24733_CC_IK51_FE_DNA_DIA	Sample_S24784_CC_IK61_FE_DNA_DIA	CC_IK89_FE_DNA_DIA	Sample_S25187_CC_IK1_FE_DNA_DIA	Sample_S24715_CC_IK23_FE_DNA_DIA	Sample_S24771_CC_IK26_FE_DNA_DIA	Sample_S24722_CC_IK36_FE_DNA_DIA	Sample_S24723_CC_IK38_FE_DNA_DIA	Sample_S24777_CC_IK42_FE_DNA_DIA	Sample_S24728_CC_IK43_FE_DNA_DIA	Sample_S24803_CC_IK44_FE_DNA_DIA	CC_IK50_FE_DNA_DIA	Sample_S24786_CC_IK63_FE_DNA_DIA	CC_IK92_FE_DNA_DIA	CC_IK96_FE_DNA_DIA	Sample_S24809_CC_IK77_FE_DNA_DIA	Sample_S24747_CC_P129_FE_DNA_DIA	Sample_S24952_CC_P144_FE_DNA_DIA
k__Bacteria|p__Lentisphaerae	0.04923	0.04674	0.00378	0.0	0.15239	0.0	0.48878	0.11607	0.10753	0.0	1.10979	0.13616	0.2952	0.11638	0.0	0.06204	0.25158	0.0	0.0	0.17952	0.0	0.0	0.01318	0.02566	0.17039	0.0	0.12377	1.1247	2.37672	0.56958	0.0	0.41698	0.35038	0.0	0.02884	0.07238	0.32259	1.25537	0.0537	0.09963	0.01334	0.01496	0.06015	0.0	0.10702	0.14001	0.00287	0.89089	0.09727	0.0	0.0	0.00897	0.0	0.0889	0.94197	0.01536	0.0	0.04115	0.0	0.0	0.00576	0.09161	0.0	0.0	0.30477	0.0	0.05679	0.61767	0.0	0.0	0.0	0.17668	0.0	0.0	0.14033	0.0	0.0	0.03798	1.01697	0.0	0.07078	0.56791	0.0	0.0	0.24079	0.0	0.06929	0.0	0.03515	0.0	0.0	0.0	0.0	0.10401	0.36751	0.02446	0.20478	0.0	0.13142	0.52598	0.0	0.0	0.0	0.02391	0.0	0.20088	0.51524	0.0	0.00985	0.0	0.0	0.03506	0.0395	0.22892	0.03839	0.02287	0.30095	0.08322	0.00514	0.0	0.0	0.0	0.05904	0.0
k__Bacteria|p__Candidatus_Saccharibacteria	0.00487	0.0	0.00033	0.00097	0.00024	0.01884	0.0	0.0	0.00373	0.0	0.0	0.003	0.0	0.0	0.0	0.02491	0.03471	0.0041	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	0.0	0.00304	0.0	0.0	0.00047	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0045	0.0	0.0	0.00451	0.0	0.01124	0.0	0.0	0.00204	0.0	0.01295	0.0	0.0	0.0	0.0	0.00668	0.0	0.0049	0.0	0.00144	0.00068	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.00182	0.0	0.0	0.0	0.00206	0.00214	0.0	0.0	0.0	0.00789	0.00067	0.0	0.0	0.00011	0.0	0.00058	0.01721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0024	0.00097	0.00037	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.00874	0.00469	0.00355	0.00181	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia	20.51398	47.61969	32.66056	49.44798	46.33618	49.45311	11.54689	49.25909	23.85866	26.23558	52.88423	39.38385	35.06217	25.33678	46.85636	54.72332	37.54915	77.39972	10.42661	31.31145	12.18497	38.74811	53.51792	37.1418	47.37153	27.3069	35.45792	41.22233	26.36673	52.20159	55.12556	56.482	67.5881	60.11053	22.25245	38.74832	58.16471	18.59864	26.34424	39.69198	31.64884	28.68055	30.6419	83.43440514968091	64.31834	50.63459	12.12936	49.98138	49.15696	49.79794	46.30172	52.36202	60.89075	39.7099	63.75211	31.38418	49.27984	45.38022	38.93805	22.38463	44.01147	34.51386	36.43288	31.30429	43.4572	45.3463	51.879	32.47843	53.77427	1.24064	15.69599	60.247	30.32066	44.40238	58.78951	56.6238	57.33875	34.75404	42.80236	23.53307	30.18912	49.27332	33.75156	21.08391	53.93357	22.09696	41.99263	32.20455	30.38353	34.90585	38.19067798856759	35.23627	23.83758	39.27751	44.87278	29.78121	31.48037	44.37629	56.07855	61.929	32.19826	34.80096	33.10388	29.29798	14.39609	14.61408	20.09419	24.44016	33.20078	40.71903	10.39401	30.79155	70.59341	22.60979	23.06748	43.49907	28.42575	44.12537	36.3948	43.85559	17.613	14.70674	47.74086	17.00831
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	65.81228	38.19462	59.26004	45.57021	44.78654	25.38366	53.47359	32.51555	50.53593	64.76834	31.23195	43.89686	55.82811	61.6507	30.17362	32.51394	52.60501	0.00338	71.91103	44.09974	58.67641	55.14163	34.07337	56.62967	42.03204	56.36772	46.13653	40.82562	53.7918	26.07382	33.60473	28.86523	17.92627	28.84291	71.67104	46.77295	19.0939	69.29403	64.82682	46.47696	54.04155	36.39308	34.35104	7.700732823458782	19.80071	35.67839	72.38198	28.02354	41.80427	39.62806	42.6164	35.32167	32.9531	46.97593	22.67208	51.22493	42.63276	29.68377	53.82267	39.85524	41.0447	56.37966	55.20296	50.89819	25.12985	36.84323	30.8983	57.48509	34.89935	66.72007	47.47288	27.22738	62.34916	34.53467	12.22112	28.25333	36.56715	56.81765	36.1197	63.47904	64.82613	33.11839	57.23487	71.14761	28.98722	74.4817	44.03343	53.0539	54.36239	56.31838	43.789138781985656	30.39247	72.21788	24.71484	43.12444	48.04246	38.7793	31.92447	30.63334	26.94493	53.82866	59.76901	57.62908	59.25655	73.64271	66.14716	42.67059	62.89654	37.43321	39.7428	80.28862	47.11454	16.49221	36.85781	59.8825	42.08456	61.57267	28.97046	44.7122	32.43042	74.45649	70.8309	42.49117	64.77831
k__Bacteria|p__Firmicutes|c__Bacilli	0.02274	0.52084	1.31469	0.09668	2.55194	8.57166	5.47934	0.29295	0.08309	0.03173	3.45143	2.10805	0.60144	0.00057	0.5811	1.82134	0.20764	0.32522	3.5519	0.02454	0.46932	0.10178	1.00083	0.04275	0.3589	1.22766	1.1483	0.44647	0.02485	0.73872	0.12783	1.74183	8.54535	1.12878	0.45588	1.20374	0.17415	0.6743	0.24486	4.0349	0.06704	2.97871	0.33674	2.6099404961663115	7.2458	4.6449	0.02872	0.38055	0.2938	1.00605	0.02932	0.22845	0.20171	0.66698	4.91329	0.06739	0.08459	0.68766	0.61202	0.13228	1.96756	2.846	2.47631	6.23961	0.26828	0.0177	1.33515	0.1999	0.86737	7.65523	25.94765	0.14731	0.07617	2.10463	6.75064	1.64737	0.39172	1.36159	4.4215	0.04897	0.09254	1.84221	0.47399	0.54229	0.67413	0.01752	1.61849	0.81976	1.62562	5.60722	0.6381949195498863	13.78611	0.07615	3.55165	1.45132	0.0	0.22719	0.38194	0.62405	1.73756	0.78327	2.37112	0.47534	0.35982	1.90996	3.36878	0.10833	2.1776	0.79032	9.58913	0.26044	1.64647	3.73348	1.17764	0.64137	3.72033	1.42427	1.50471	1.16095	2.85232	0.53247	1.16573	0.51495	0.06365
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.09983	4.22513	0.04044	0.0142	0.29024	6.55942	0.05049	1.62694	1.25591	1.20629	0.26383	0.13196	2.30602	0.1315	12.86167	1.77076	0.17314	0.01611	1.01587	14.18691	0.37116	1.61778	0.04353	1.48995	1.10962	1.64497	0.35762	1.1376	0.04539	0.36594	3.94233	4.41304	1.32762	0.72845	0.53602	0.05665	0.00802	2.58343	1.22598	0.64725	0.19808	1.73551	3.45748	2.596399160072276	0.006	2.55767	0.00523	2.38598	0.04604	0.00751	0.42512	8.93554	1.53622	2.44827	0.0	0.40875	0.46166	8.79872	0.01896	20.29202	3.96494	0.55072	0.41475	0.62223	0.85646	0.00477	3.25299	2.03303	2.91141	2.81944	0.88415	4.87714	3.37049	12.39617	5.29354	2.69883	0.03625	0.93628	2.91394	0.00944	1.15532	4.36339	0.06987	0.86685	6.98073	0.0	2.78181	0.40953	0.01212	0.07754	7.642353150194587	0.10801	0.0	0.67677	0.15248	0.0	1.38657	5.00756	3.52592	1.21754	0.35862	0.01857	0.86267	0.23878	0.04206	0.23874	0.86917	0.90324	1.75685	3.29943	2.46679	7.17636	0.15356	2.69073	0.26132	2.90271	1.89362	17.34574	0.42735	1.5341	0.38511	1.04321	0.46937	0.00884
k__Bacteria|p__Firmicutes|c__CFGB1340	0.66885	0.0	0.1432	0.0	0.0	0.48276	0.38839	0.83262	0.0	0.71351	0.0585	0.00215	0.0	0.36762	0.0	0.08172	0.33657	0.0	0.0	0.4081	0.0	0.0	0.11787	0.04884	0.0	0.0	0.0	0.0	0.0	0.4654	0.0	0.32196	0.0	0.26431	0.0	0.76756	0.61926	0.0	0.0	0.05411	0.00691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05547	0.0	0.18422	0.0	0.0	0.0	0.0	0.85414	0.01066	0.0	0.16628	0.0	0.12913	0.0	0.02384	0.0306	0.0	0.25781	0.12234	0.0	0.0	0.0	0.0	0.0	0.8056	0.03922	0.64083	0.0	0.50808	0.42947	0.0	0.0	0.76062	0.0	0.0	1.11804	0.0	0.0	0.25526	0.0	0.0	0.0	0.31938	0.0	0.59023	1.05858	0.0	0.0875	0.0	0.0	0.01231	0.23808	0.0	0.44273	0.23215	0.18582	0.0	0.0	0.0	0.0	0.0	0.0	0.56845	0.36058	0.00434	0.0	0.0	0.2504	0.0	0.0	0.29362	0.0	0.0	0.11215	0.07695
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.58092	0.67263	0.04407	1.17944	0.24853	0.11036	0.01578	0.87709	0.80857	0.79561	0.06802	0.4031	1.4581	0.62681	2.08793	0.82859	0.07204	0.48128	0.14745	2.13475	0.11737	0.45615	0.52174	0.20064	0.41811	0.42704	0.19851	0.57448	0.98631	0.29158	0.47211	0.32104	0.98606	0.27525	0.20209	0.42995	0.20479	0.40828	0.47814	0.26466	0.53043	0.26137	0.70036	1.2185580767734967	2.40483	0.26777	0.04195	0.31438	0.12834	0.16893	0.08487	0.14171	0.49909	3.47719	0.69267	0.21515	0.36358	1.03706	0.37596	1.16302	0.14227	0.66737	1.11724	0.65027	0.32159	0.67809	0.53116	1.63016	1.85074	0.23539	0.35504	0.84233	0.60295	2.78219	1.22509	1.9703	0.65756	1.55177	0.44944	0.40529	0.02413	1.47594	0.68702	1.65871	0.3979	0.08171	2.00694	2.1685	1.05685	0.15717	3.06681889603563	0.08265	0.32895	0.17702	0.61984	0.42193	1.49565	0.09567	2.45445	0.63079	1.82995	0.22238	0.08616	0.30246	0.29879	0.16587	0.71242	0.72218	0.36052	1.22322	0.43232	2.8265	0.70639	1.02783	0.50834	1.32545	0.66341	2.87493	2.08749	0.62727	1.96471	0.21291	0.3833	0.14225
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2.36814	0.69956	0.01975	2.23447	0.0	6.50201	0.0	6.13155	0.7796	0.0	2.62686	0.0027	0.0	0.17416	0.0	4.89782	0.60433	0.0	0.0	0.81467	22.02827	0.0	0.08177	0.0	0.16729	0.0	0.20835	0.05919	0.22435	0.53821	0.16801	2.34611	0.0	1.61795	0.39966	2.0711	0.01195	0.0	0.36175	0.0	3.90153	4.23944	12.19602	0.0	2.3477	0.0	0.02402	8.65843	0.67526	0.0	0.14314	0.25253	0.0	1.11682	0.00715	7.64439	0.0	1.43484	0.0	0.0	0.0	0.11492	0.0	0.0	0.0	2.18298	7.64767	0.0	0.0	0.1167	0.0	0.05144	0.0	0.0	0.0	0.0	1.04256	0.00778	0.15571	0.0	0.0	0.7582	0.0	0.0	0.19596	0.0	0.0	0.0	2.79424	0.0	0.0	0.0	0.0	0.41394	0.04401	14.34935	0.0057	0.0	0.01271	3.09568	0.0	0.25939	1.94937	0.01601	0.01555	0.21542	0.0052	0.0	12.52354	0.0	0.08241	0.01237	1.22223	0.00014	0.0	0.30564	0.0	3.014	0.0	0.64701	0.00082	0.0	1.44214	3.57799
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.73722	0.00288	0.0	0.0	0.0	0.05772	0.45296	0.0	0.0	0.50875	0.12486	0.05479	0.0	0.0	0.12557	0.01244	0.0	0.0	0.0	0.0	0.0	0.0931	0.0	0.0	0.02391	0.00508	0.03957	0.00074	0.1439	0.0	0.35887	0.17185	0.0	0.00111	0.0	0.44793	0.0	0.0	0.00103	0.0	0.04829	0.0	0.0	0.47268	0.02674	0.0	0.07428	0.07184	0.05809	0.0	0.0	0.0	0.0	0.03509	0.0	0.0	0.0	0.0	0.0	0.0	0.02475	0.0	0.0	0.0	0.0	0.18526	0.12022	0.0	0.0	0.0	0.0	0.0	0.0	0.05229	0.0	0.04618	0.00028	0.0	0.0	0.0	0.00311	0.0	0.0	0.04323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.12369	0.0	0.0	0.0	0.55207	0.21929	0.0	0.05752	0.0	0.0	0.0	0.0	0.03692	0.0	0.0	0.0	0.0	0.03993	0.03496	0.08035	0.0	0.00716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	4.57818	1.20995	3.20559	0.19995	1.68204	1.07991	4.6767	2.48367	6.18681	1.34568	0.43914	2.19242	0.0	6.61039	3.28914	1.19035	3.44801	4.075	8.32063	0.25444	0.85985	0.27818	0.57386	2.04749	0.20157	2.63125	1.98205	1.50762	7.79657	1.09501	2.17222	1.51203	0.35259	1.40975	1.972	1.02823	2.03761	3.86394	1.7986	3.54965	1.29017	1.40575	0.46162	0.9009650938614264	1.73543	1.62013	5.15366	0.50979	1.75286	1.28184	2.02179	1.1459	0.99641	1.31635	3.33955	5.37421	1.48301	1.54087	2.01939	2.1274	2.17844	0.4992	0.0	2.84535	2.17225	1.8213	0.51195	0.54807	1.51198	2.47556	4.23495	0.34951	0.74704	1.29114	3.92342	3.41414	0.94864	2.17576	4.09779	3.62012	0.78316	0.6438	3.00026	3.33347	0.74695	0.0241	1.23903	5.78858	2.21281	2.83567	0.98099110282495	0.63167	1.2939	0.91716	1.98344	2.39578	0.9885	7.69264	1.55175	0.48149	5.8985	0.74233	0.86428	2.14314	4.35523	3.74149	1.27722	1.02611	1.413	3.86148	4.66989	0.7036	1.49971	2.68445	3.54809	1.33737	1.61045	0.28874	6.93514	5.55196	0.79382	2.95704	0.44514	3.96058
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.47774	0.06472	0.42037	0.22455	1.16342	0.14092	0.15818	0.534	0.16786	2.34667	0.38762	0.08085	0.9476	0.08185	0.10233	0.72449	0.29821	0.74939	1.76887	0.54221	0.07935	1.25885	0.01373	0.17895	0.17965	0.05144	0.53069	0.0353	0.06144	0.22677	1.05611	0.21905	0.26276	0.12556	0.079	0.3085	0.23595	0.48303	0.07529	0.33489	0.09452	0.333	0.81894	0.6417741907201912	0.06437	0.17301	0.38208	0.18712	0.23037	0.13883	0.28208	0.16414	0.11244	0.87007	0.19231	0.15736	0.76622	0.23164	2.01303	0.11519	0.09043	0.10746	0.22099	0.02723	0.29652	0.95616	0.75951	0.42283	0.46137	0.01708	0.15729	0.28769	0.11824	0.78493	0.15692	0.14932	0.82752	0.24697	0.01011	0.34914	0.17328	0.17632	0.4245	0.2637	0.07116	1.63626	1.37313	0.07489	0.36589	0.09748	4.692347253023838	1.35204	0.2543	0.21932	0.46836	0.0435	0.51105	3.42136	0.75234	0.3436	0.08058	0.12766	0.15289	0.69102	0.03413	0.00116	0.3134	0.75568	0.13166	0.46765	0.05535	0.18966	1.47996	3.0002	0.44054	0.44425	0.34703	0.42914	0.99836	0.07082	0.29922	0.37424	0.08604	0.12456
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	1.16261	0.0	0.0	0.0	0.01221	0.00055	0.0	1.33039	6.61559	0.0	3.58798	0.01477	0.0	1.69417	0.12874	0.04679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49092	1.25179	0.0	4.26907	0.0524	0.0	0.05266	0.01143	0.35131	0.09114	0.88266	0.27213	0.66371	0.33859	1.06698	0.01834	0.47216	2.61987	0.54164	0.04114	0.0	0.01816	0.0	5.65347	1.61084	1.66935	0.0	4.14647	0.00162	0.04179	0.0	1.09916	0.0	1.24817	0.94682	0.66331	0.0338	0.3318	1.59421	0.0	0.00493	1.0351	3.87397	0.16123	1.38676	0.0	0.0	0.0	0.65814	0.52933	0.0	6.26669	0.0	0.03611	0.11943	0.82894	3.0612	0.0	0.84418	0.02186	0.0	2.22827	0.0	0.0	1.67378	1.00574	0.0	0.0	0.0	0.0	3.3763	0.34893	1.28447	2.61597	0.0	0.88604	0.05769	1.476	0.0	1.88122	1.57263	0.0	0.0	0.0	4.43946	5.16982	0.0	0.0	5.72854	0.63134	0.39761	3.53819	0.09424	2.2639	0.01817	0.0304	0.78357	0.0	0.0	4.23959	0.0
k__Bacteria|p__Firmicutes|c__CFGB3035	0.00763	0.01659	0.0	0.05724	0.08907	0.43048	0.0	0.0	0.0	0.0	0.08291	0.0	0.02163	0.0	0.0	0.02743	0.25431	0.0	0.0	0.34672	0.0	0.0	0.02722	0.0	0.51952	0.0	0.0	0.07533	0.00843	0.0	0.0	0.04459	1.64257	0.0	0.01496	0.00955	0.03114	0.0	0.0	0.0	0.0	0.10575	0.30508	0.2467340902223951	0.00348	0.0	0.0	0.0	0.20507	0.0	0.0	0.03205	0.0	0.22065	0.15987	0.07894	0.0	0.14924	0.03219	0.0	0.0	0.07383	0.0	0.05652	0.02475	0.7492	0.0096	0.0	0.76116	0.0	0.0	0.30285	0.0	0.0	0.0	0.0	0.34039	0.06302	0.01075	0.0	0.0	0.0	0.0	0.0	0.18531	0.0	0.0	0.0	0.0204	0.0	0.0	0.0	0.0	0.16452	0.0	0.0	0.0	0.0	0.00708	0.0	0.0	0.06584	0.0	0.0	0.00506	0.00222	0.00997	0.0	0.10391	0.0	0.00104	0.0	0.03951	0.00951	0.0	0.14688	0.0	0.717	0.0	0.0	0.0	0.0	0.26714	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048	0.0	0.0057	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0031	0.01458	0.0	0.01297	0.01034	0.0	0.0	0.00514	0.00025	0.01285	0.01456	0.00032	0.00779	0.01571	0.0	0.0	0.0	0.0072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.00038	0.0	0.0	0.0	0.03441	0.00183	0.01445	0.0468	0.0	0.0	0.0	0.0	0.0186	0.00131	0.05	0.0	0.02152	0.00445	0.00292	0.03076	0.0086	0.02339	0.0	0.0	0.00133	0.02066	0.0	0.10667	0.08912	0.01166	0.0	0.0	0.0	0.0	0.01922	0.0	0.0	0.0	0.0	0.02015	0.00544	0.0	0.01045	0.0	0.0059	0.03019	0.0	0.02122	0.0	0.01136	0.00255	0.00234	0.0	0.0	0.0033	0.0	0.00865	0.04737	0.0	0.00887	0.00991	0.00589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.01407	1.05329	0.47208	0.0	0.83229	0.24543	1.71982	0.68459	3.72416	0.18716	0.64005	0.40902	0.67666	1.43233	2.51726	0.37998	0.47976	0.0	0.00298	2.48774	2.6495	1.46618	0.46471	1.26717	0.1088	0.0	0.38855	0.08385	1.82416	0.07376	2.67646	0.06854	0.15835	1.00743	1.05625	0.43873	0.20662	0.5976	0.28742	3.47366	2.77385	0.19271	0.19081	0.0498069802141416	0.12473	0.684	2.21701	0.07305	1.14768	0.34798	1.21086	0.56667	2.26088	1.61579	0.96201	0.65322	1.16143	1.53927	0.566	13.11289	1.24117	0.80502	2.74387	5.2017	0.84374	3.56113	0.02801	1.99109	0.73932	0.0158	2.03909	1.02816	1.09199	0.00823	1.97136	0.82081	0.30414	0.70951	0.83717	1.03342	1.84632	1.82679	1.98872	0.14129	0.23783	0.9413	2.05472	1.95474	0.60404	0.0	0.0	0.0	0.0	1.01011	1.26028	1.90862	0.72829	0.14328	0.1309	0.0581	1.69815	0.71474	0.86388	0.62928	0.70234	1.07415	1.21114	2.58981	0.75718	0.0	0.98883	0.61745	0.35014	0.11127	3.80111	0.42715	0.45979	0.4719	3.90514	1.45054	1.85495	0.0	0.92936	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB602	0.0	0.30355	0.00282	0.0	0.0	0.0	0.0	0.05913	0.02437	0.0	0.31194	0.01126	0.0	0.06922	0.0	0.06523	0.06732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16609	0.0	0.01357	0.0	0.00651	0.06012	0.0	0.05333	0.0	0.0	0.0	0.10133	0.1287	0.04652	0.0	0.0	0.0	0.0	0.0	0.0	0.16501	0.0	0.0	0.0	0.0	0.0	0.0	0.30496	0.0	0.0	0.0	0.0	0.0	0.03366	0.0	0.0	0.0	0.06074	0.0	0.0	0.0	0.0	0.00423	0.0	0.32707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53206	0.27198	0.0	0.0	0.0	0.0	0.0	0.0	0.10845	0.0	0.0	0.0	0.0	0.26409	0.14996	0.0	0.07955	0.0	0.0	0.0	0.0	0.0	0.0	0.15866	0.0	0.00598	0.26246	0.0	0.03623	0.0	0.0	0.0	0.10484	0.06559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
