clade_name	Sample_S25268_MU-9916	Sample_S25336_MU-1282	Sample_S25337_MU-9360	Sample_S25338_MU-6132	Sample_S25339_MU-4256	Sample_S25340_MU-5572	Sample_S25341_MU-7283	Sample_S25408_MU-3011	Sample_S25342_MU-5135	Sample_S25409_MU-2550	Sample_S25343_MU-8248	Sample_S25410_MU-3994	Sample_S25344_MU-5424	Sample_S25345_MU-3721	Sample_S25346_MU-3286	Sample_S25411_MU-6873	Sample_S25347_MU-8242	Sample_S25412_MU-1462	Sample_S25348_MU-4151	Sample_S25349_MU-6200	Sample_S25350_MU-1895	Sample_S25413_MU-1401	Sample_S25351_MU-2948	Sample_S25352_MU-6910	Sample_S25353_MU-2628	Sample_S25354_MU-1287	Sample_S25355_MU-9106	Sample_S25414_MU-4348	Sample_S25356_MU-2950	Sample_S25357_MU-9940	Sample_S25358_MU-4351	Sample_S25359_MU-2536	Sample_S25360_MU-9775	Sample_S25361_MU-4152	Sample_S25362_MU-1464	Sample_S25272_MU-3467	Sample_S25363_MU-1276	Sample_S25364_MU-6130	Sample_S25365_MU-7376	Sample_S25415_MU-3905	Sample_S25366_MU-5047	Sample_S25416_MU-7117	Sample_S25417_MU-3497	Sample_S25367_MU-1643	Sample_S25368_MU-2307	Sample_S25418_MU-6640	Sample_S25419_MU-2282	Sample_S25369_MU-9541	Sample_S25420_MU-7767	Sample_S25370_MU-7987	Sample_S25371_MU-6453	Sample_S25273_MU-4770	Sample_S25372_MU-9950	Sample_S25373_MU-3120	Sample_S25374_MU-4176	Sample_S25375_MU-3875	Sample_S25376_MU-5209	Sample_S25377_MU-5729	Sample_S25378_MU-5909	Sample_S25379_MU-5595	Sample_S25274_MU-1445	Sample_S25380_MU-7149	Sample_S25381_MU-4873	Sample_S25382_MU-9954	Sample_S25383_MU-8008	Sample_S25421_MU-1198	Sample_S25275_MU-7599	Sample_S25384_MU-8177	Sample_S25385_MU-2516	Sample_S25386_MU-9600	Sample_S25387_MU-5208	Sample_S25276_MU-1265	Sample_S25388_MU-5958	Sample_S25389_MU-4991	Sample_S25390_MU-2835	Sample_S25269_MU-4469	Sample_S25277_MU-9201	Sample_S25391_MU-2025	Sample_S25392_MU-9081	Sample_S25393_MU-3340	Sample_S25394_MU-6099	Sample_S25395_MU-5830	Sample_S25396_MU-2018	Sample_S25278_MU-7236	Sample_S25397_MU-3405	Sample_S25398_MU-8772	Sample_S25399_MU-8035	Sample_S25400_MU-1264	Sample_S25401_MU-7733	Sample_S25279_MU-9140	Sample_S25402_MU-4255	Sample_S25403_MU-5805	Sample_S25404_MU-4009	Sample_S25405_MU-3981	Sample_S25422_MU-5023	Sample_S25423_MU-9644	Sample_S25424_MU-5898	Sample_S25280_MU-6476	Sample_S25425_MU-4671	Sample_S25426_MU-8790	Sample_S25427_MU-1626	Sample_S25428_MU-2358	Sample_S25429_MU-6312	Sample_S25431_MU-9408	Sample_S25432_MU-1441	Sample_S25433_MU-9534	Sample_S25434_MU-6855	Sample_S25435_MU-5961	Sample_S25436_MU-3644	Sample_S25437_MU-7073	Sample_S25438_MU-3192	Sample_S25439_MU-1680	Sample_S25440_MU-9028	Sample_S25441_MU-2785	Sample_S25442_MU-4586	Sample_S25443_MU-9783	Sample_S25444_MU-3449	Sample_S25445_MU-2591	Sample_S25446_MU-9005	Sample_S25448_MU-7353	Sample_S25449_MU-9047	Sample_S25450_MU-1202	Sample_S25451_MU-9117	Sample_S25452_MU-9774	Sample_S25453_MU-1458	Sample_S25454_MU-2993	Sample_S25455_MU-8630	Sample_S25281_MU-6035	Sample_S25456_MU-9881	Sample_S25447_MU-1329	Sample_S25457_MU-1741	Sample_S25458_MU-8670	Sample_S25459_MU-7768	Sample_S25282_MU-2435	Sample_S25460_MU-2466	Sample_S25461_MU-8135	Sample_S25462_MU-5708	Sample_S25463_MU-5596	Sample_S25464_MU-3881	Sample_S25270_MU-3248	Sample_S25465_MU-6129	Sample_S25466_MU-4148	Sample_S25283_MU-4371	Sample_S25284_MU-1708	Sample_S25285_MU-4751	Sample_S25286_MU-5085	Sample_S25287_MU-9506	Sample_S25288_MU-1840	Sample_S25289_MU-6798	Sample_S25290_MU-1071	Sample_S25271_MU-6945	Sample_S25291_MU-3812	Sample_S25292_MU-9502	Sample_S25293_MU-5636	Sample_S25294_MU-3233	Sample_S25295_MU-1507	Sample_S25296_MU-8155	Sample_S25297_MU-7459	Sample_S25298_MU-7000	Sample_S25299_MU-8815	Sample_S25300_MU-5706	Sample_S25301_MU-3409	Sample_S25302_MU-2755	Sample_S25303_MU-3487	Sample_S25304_MU-2721	Sample_S25305_MU-4300	Sample_S25306_MU-9104	Sample_S25307_MU-2153	Sample_S25308_MU-3443	Sample_S25309_MU-2273	Sample_S25310_MU-3709	Sample_S25311_MU-5140	Sample_S25312_MU-4815	Sample_S25313_MU-2238	Sample_S25314_MU-8681	Sample_S25315_MU-7985	Sample_S25316_MU-8045	MU-7447	Sample_S25318_MU-2490	Sample_S25319_MU-7093	Sample_S25320_MU-4480	Sample_S25321_MU-5358	Sample_S25322_MU-4206	Sample_S25323_MU-3351	Sample_S25324_MU-6990	Sample_S25325_MU-2425	Sample_S25406_MU-6279	Sample_S25407_MU-3879	Sample_S25326_MU-3660	Sample_S25327_MU-8969	Sample_S25328_MU-4536	Sample_S25329_MU-6777	Sample_S25330_MU-1749	Sample_S25331_MU-8714	Sample_S25332_MU-7634	Sample_S25333_MU-2653	Sample_S25334_MU-3821	Sample_S25335_MU-7980	MU-1726	MU-3992	MU-3934	MU-9216	MU-6387
k__Bacteria|p__Candidatus_Saccharibacteria	0.0	0.0	0.0	0.00413	0.0	0.00806	0.0	0.00204	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.0	0.00114	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00348	0.0	0.00817	0.00029	0.00575	0.00058	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02038	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.00081	0.0	0.0017	0.0	0.0	0.0	0.0	0.00014	0.00031	0.00068	0.0	7e-05	0.0	0.00053	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.00025	0.00338	0.00337	0.00057	0.0	0.00192	0.0	0.0	0.0	0.00124	0.0	0.00049	0.0	0.01109	4e-05	0.00107	0.00101	0.0587	0.0	0.0	0.0	0.00169	0.00305	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.0105	0.0	0.0034	0.00102	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.03382	0.0	0.0	0.0	0.0	0.00023	0.0063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00242	0.00056	0.0	0.0	0.0	0.29827	0.00021	0.00429	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.00012	0.00232	0.00609	0.0	0.0	0.03131	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.00299	0.00689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00488	0.02969	0.0	0.0	0.0	0.0	0.0	0.00023	0.00501	0.0	0.0	0.00137	0.0	0.0	0.0	0.00231	0.0
k__Bacteria|p__Firmicutes|c__Clostridia	71.38529	51.93952	69.90793	48.67646	54.48598	73.76324	62.55913	41.52439	52.6791	74.5229	29.05275	48.38769	73.07973	72.50031	42.13535376406501	63.75464	54.008	59.46986	72.68914	52.6149	44.71658	48.18708353777441	63.21996	72.90391	53.16974	56.58137	44.87873	38.29064	26.16798	54.04428	55.20037	53.71602	60.81838	49.77426	48.43148	49.2571	62.59908	58.19714	64.27143	44.24982	78.05531	62.43881	56.53617	62.44388	83.05369	65.95303	51.40926	42.15802	55.15398	37.2359	71.74921	50.13195	57.20665	21.60748	61.94279	54.88234	56.24525	87.04083	49.56476	61.23288	66.99693	66.08436	55.76584	48.58134	67.58518765896527	75.62066	70.62601	37.58524	64.40781	55.95345	70.58599	60.6214	53.38459668732584	61.07881	55.18569	45.06742	57.49878	62.85218	52.60667	44.351305454446894	49.28939	72.75965	56.95253	25.50281	60.3189	63.4556	48.23851	54.39513	74.89922	53.75582	44.71506	65.75093	17.38204	87.8095	76.02059	72.36769	61.97609	66.44994	58.27867	38.06776	36.48379	40.85911	62.2333	66.88919	57.27625	71.56568	46.04182	52.39153	55.88801	43.97411	47.67156	83.0115	61.24926	55.79718	70.06761	64.76478	42.05991	61.61122	46.71434	41.20091	40.63399265118779	54.19084	68.82626	60.70323	20.45334	65.68206	36.06369632973239	63.90772	61.72956	53.0611	68.03727	44.93839	83.02708	61.67676	61.4549	66.04151	50.86343	49.99524	74.3984	31.95922	83.23223	37.75113	57.07782	18.99166	52.88597	72.74534	65.45335	65.81928	56.70306	23.46128	63.95135	51.2766	41.53404	37.29246	54.65823	58.67725	55.68559	53.68848	37.8974	47.90813	54.44462	67.21064	56.17419	38.3611	67.49197	67.23968	22.6502	69.43102785597478	49.30386	29.47703	66.7281	46.0823	55.9649	44.40189	32.00884	66.05778	61.91989	63.47031	54.90814	44.92909	56.19598	34.03015	57.55691	12.75328	70.41881	77.76287	71.37846	53.35825	44.18426	67.20184	54.57452	67.34494	58.51451	36.934725396176894	56.28249	50.327	36.19965	51.93002	73.70643	36.18653	44.11932	53.77749	50.93331
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	16.64211	20.6661	7.53823	20.05502	24.62611	5.29763	9.77019	41.35687	32.75622	8.4565	37.66276	14.50295	6.02996	16.04591	37.64985112398094	22.21275	32.20536	26.25645	15.94293	22.10437	40.82534	13.057079015234418	24.00925	15.13437	20.34556	21.67915	3.32779	30.1149	62.76961	34.44812	31.61232	15.04078	18.1586	32.16769	24.03068	24.44251	23.12632	21.67931	20.79983	9.33276	11.13524	16.70556	17.69272	8.28959	11.17486	15.20483	30.24403	51.33774	4.9796	36.86736	18.307	23.35219	16.29585	30.10495	11.73607	18.11592	17.52129	4.15792	14.98194	0.85119	25.77204	15.79608	32.26543	30.31542	11.84491948363089	12.10368	19.87597	42.04715	16.5463	22.59387	8.79113	16.48704	12.155913321862734	22.35885	28.5593	26.1034	18.49444	17.47976	40.78011	24.360545007615777	18.53061	7.03844	13.46327	19.74971	22.8366	17.99875	14.36071	13.59498	9.4894	22.55011	29.53299	13.76641	61.18493	0.52353	12.77021	13.6962	25.07096	3.05392	6.10905	1.24949	47.82556	28.60266	10.08626	14.87577	30.40459	20.38329	31.53129	10.7582	30.40862	34.6426	33.90857	2.67108	19.31938	15.19306	19.81422	2.62814	35.617	17.48827	31.80899	19.27187	35.29275935641619	17.7665	9.98084	11.36494	20.56578	20.47602	42.9168020721151	21.16387	9.45221	28.412	14.72388	18.76444	7.70066	29.32448	18.34796	20.35534	13.15082	32.4495	7.14407	21.95244	10.32516	38.22265	22.68679	8.75299	21.4922	6.51479	18.7018	7.99625	6.39295	1.40414	23.03307	30.22198	11.26332	36.90477	30.42033	22.81706	21.96364	17.30033	6.6428	25.19303	13.6365	18.43042	25.9405	32.77363	15.76335	11.9335	20.15568	16.167748933876705	12.0482	38.96756	22.64331	36.85428	22.95176	34.11512	49.32391	17.28148	14.71517	15.49021	34.61443	23.00316	4.8457	30.00555	13.11589	8.55695	9.49033	14.4193	18.54659	22.10568	41.84786	17.41789	19.53284	16.27595	11.83082	28.482081155692523	12.55098	22.42896	41.10087	39.14336	15.73708	0.0	29.04543	28.5974	25.30611
k__Bacteria|p__Firmicutes|c__Bacilli	0.11742	14.68955	2.85191	0.07283	0.15398	0.80081	0.49364	7.8205	0.00352	5.50244	0.25343	16.04487	2.24682	0.88555	0.6073353492835829	1.02103	0.45149	3.33738	0.36398	0.97171	0.69772	16.98810838014059	1.9727	3.98021	3.25114	2.45684	0.68302	2.69998	1.79859	0.1688	0.70094	22.7041	0.51228	2.21653	6.69068	1.09902	1.48987	2.12425	2.32761	1.15989	0.94087	2.71854	2.18166	3.30815	1.75809	3.73303	0.07551	0.59247	14.40306	11.67576	2.16861	1.04317	10.6769	18.41135	2.24253	3.81053	14.89778	1.76555	0.09657	8.52449	2.0814	0.292	3.2392	0.68711	2.4067366281481086	1.27784	1.25178	3.11509	2.90461	3.37247	1.79834	1.01938	2.454783792088853	0.2515	6.45167	0.4418	0.83494	2.24334	0.34568	1.2689233060077398	5.03389	5.16205	0.17447	43.07693	1.76045	0.87379	0.74295	5.98435	3.05368	1.98905	7.99675	4.04498	6.1867	0.44733	2.45151	0.10645	0.36514	0.03346	1.91533	2.60564	1.98876	6.08776	6.14821	3.59053	0.81343	0.10194	0.65589	3.32961	3.25378	9.28686	0.98972	4.45297	1.91386	1.08226	1.02704	6.35322	1.68554	1.25445	1.3511	6.64156	4.525273205218032	8.87373	1.07319	6.88021	48.89886	0.93591	2.697557720882272	7.56073	4.73329	1.84464	1.16091	0.14525	3.23648	1.33152	0.40392	0.85797	5.36468	0.35466	5.94304	0.57749	0.08724	4.47156	1.62014	0.01293	0.46861	1.40429	0.74665	1.48013	2.68291	35.22959	1.17128	0.22639	2.54682	0.09379	0.75284	7.07988	3.84463	0.58905	0.2089	10.657	2.65836	1.24059	0.74078	10.73438	1.66788	8.77621	0.17586	2.0777590162791646	2.66542	0.77124	1.08933	1.67852	4.76674	0.46479	0.12907	0.31255	0.15673	0.11273	0.74701	7.31446	0.84503	0.09322	2.08601	5.15569	3.49295	0.4402	1.26911	5.13212	2.32863	1.25485	1.22661	2.22254	1.17444	6.224317977105909	2.84928	0.1345	0.93605	1.69389	2.29983	47.74943	1.96415	0.0282	1.30904
k__Bacteria|p__Actinobacteria|c__Actinobacteria	4.29777	0.86558	9.30297	3.49547	10.99688	0.3417	6.41186	0.71512	0.32228	0.21738	13.98564	6.04762	7.6511	3.61446	4.608275850481512	1.8272	2.71636	2.35313	0.10912	12.0087	1.11398	6.488424717911319	1.92509	0.07566	0.80207	2.04897	41.54818	1.22668	0.3531	0.94921	1.05586	0.6148	3.05501	0.43684	0.19246	10.8081	0.61332	5.15305	6.28699	0.54793	3.36271	3.32622	1.49727	0.08373	0.56014	0.63004	1.16426	0.14319	8.152	3.05827	1.48115	11.07569	9.22837	8.08521	1.40894	0.48729	0.00715	0.30826	30.60929	1.85326	0.85492	0.55625	0.33754	1.38285	12.383540601955447	3.98507	0.0406	8.53183	0.08731	1.31755	5.68729	5.56249	3.767894591247926	0.54237	0.68193	10.03143	4.38387	2.15345	0.36913	0.6505693607095353	6.39851	4.17392	14.55151	2.78259	0.46908	8.59085	30.927	9.64806	2.46605	0.62182	3.19889	4.40724	0.77167	0.67387	0.16079	3.87541	6.90779	16.9194	15.96828	49.60488	1.3524	2.50782	12.3808	4.38575	1.68468	0.13811	8.36463	15.70722	0.89431	0.09784	2.68728	0.70677	2.02607	7.31695	0.69109	0.46532	2.70781	0.62969	4.86607	0.73452	0.5639441171167713	0.45261	1.87446	1.18838	1.6157	0.05717	1.1762498910396206	0.37149	8.76866	3.41698	0.88065	12.80752	0.35577	0.13615	3.36105	2.17641	0.68496	0.84456	1.31332	25.98636	0.14745	5.79684	0.85292	62.03139	10.16971	5.20427	2.64025	6.80489	6.13379	3.55126	0.96999	0.02639	26.58029	0.1725	4.16392	0.34722	9.43063	15.86457	43.1681	1.58231	0.81639	0.07263	10.84004	2.98589	5.01736	1.38281	6.16083	5.889589241863543	0.74229	4.90452	1.13105	1.88899	9.13235	0.19719	3.40007	1.46734	11.7066	9.15376	0.77424	17.60997	19.42886	16.08579	17.39168	63.76694	1.79907	0.08402	0.26977	5.03785	2.07908	1.72234	6.39852	3.79552	21.5828	9.642315370539391	9.13526	3.96023	1.19334	3.05021	0.86836	2.35072	3.15567	1.85491	12.03967
k__Bacteria|p__Firmicutes|c__CFGB1340	1.93895	2.5864	1.1972	0.0	1.02489	0.0	0.7269	0.0	0.0	0.0	0.0	2.3688	0.0	0.0	0.0	2.16762	2.28311	0.40218	0.21594	0.0	8e-05	2.469394845744582	1.76479	0.0	0.0	0.0	0.0	1.54591	0.0	0.0	0.0	0.0	0.0	2.16848	0.12623	0.0	0.0	0.7188	0.0	1.86153	0.0	0.0	1.92595	0.20326	0.0	0.0	0.44672	0.0	0.0	0.0	0.19765	0.0	0.0	2.03565	1.6439	1.01557	0.72211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24107	0.0	0.8788	1.7134462806331991	1.92665	0.02477	0.0	0.38042	0.00046	0.0	0.0	3.60177	0.89537	2.48304	0.0	0.0	0.0	0.0	0.0	0.48212	0.0	0.0	2.57081	0.0	0.0	0.4762	0.0	0.0	1.18574	1.2018	0.0	0.0	0.0	0.0	0.37083	0.0	0.0	0.0	0.0	0.0	0.0	1.5557	0.0	0.20553	3.91119	1.37955	0.0	0.0	1.34643	0.0	0.16827	0.4016360492883351	0.24819	1.61353	2.47616	0.0	0.0	0.6384676535296936	0.0	0.0	0.25675	0.30124	2.54328	0.0	1.64992	0.0	0.87808	0.0	4.10532	0.0	0.0	0.0	0.0	0.0	0.59328	1.62869	0.0	0.0	3.32153	0.00284	0.0	0.0	0.0	0.0	0.0	1.2489	0.00067	1.4673	0.0	0.0	0.58302	0.08006	0.71149	0.94362	0.0	0.0	0.0	0.0	0.0	4.71827	0.0	0.0	0.0	0.97196	0.08364	0.0	0.0	0.33077	2.74404	0.0	0.0	1.61989	0.0	0.0	0.20182	0.39929	0.0	0.0	0.47673	0.0	0.0	0.0	2.0265	0.0	0.0	0.0	0.0	0.01947	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.9046	3.94189	2.53924	1.13321	2.30799	10.95207	7.56744	1.75237	2.16203	1.83989	3.46671	1.88303	3.22557	2.00906	1.235752967019251	3.97748	1.94013	2.32895	1.7672	5.57699	2.18036	2.0937399925551112	1.62497	6.14705	2.44283	2.77436	5.73323	4.10293	0.15887	2.35988	4.40727	1.37798	4.71111	1.67309	6.41964	3.97527	5.01732	2.05879	2.01102	1.78079	3.99858	3.06117	5.58189	1.29211	0.61479	3.39927	2.91314	2.37568	4.43654	4.07665	2.13153	4.05483	4.37011	3.05569	6.39506	1.19107	2.66505	3.19881	1.39093	5.12937	0.73836	4.16515	1.09172	5.53419	0.6205395000666218	2.24352	0.60335	3.66246	1.5763	2.01047	9.33573	3.47844	3.994738339178344	2.82283	1.246	3.81018	12.93422	2.21259	1.10202	3.056853857133384	5.66953	3.35983	3.66164	1.30286	2.7307	0.75505	3.56613	0.30162	2.9231	3.58444	3.10741	1.96235	0.97697	0.02042	1.63918	5.23567	0.56654	3.30782	6.86404	6.64039	0.95349	1.42563	2.14863	2.79582	2.25136	2.24159	3.1339	1.88149	2.03994	0.86926	4.1192	5.61542	2.80632	3.68066	1.87109	8.15144	2.30477	3.09217	1.19301	3.74578	4.134962139977004	0.65888	3.4609	6.12962	1.85671	5.91526	3.506907385083455	0.72618	5.01782	0.99968	0.67754	3.7323	2.26706	2.24799	6.14407	2.51767	6.8094	1.79636	3.55182	5.2601	1.09973	4.98759	4.0948	2.62736	3.80785	3.00403	1.65312	7.25085	7.5808	3.1638	1.34376	3.81862	4.61073	1.45739	2.11306	1.70178	1.40326	4.96228	8.56471	3.03953	6.48454	1.51648	2.73406	1.28593	3.68839	1.13497	3.58942	1.217499354160164	4.10999	6.4173	2.33677	6.61798	2.78629	4.38832	7.4568	4.5851	3.54617	2.39171	1.86809	3.71323	5.53889	4.75702	3.76639	1.84736	3.21334	2.23688	2.83558	6.2426	4.1176	4.15841	2.13832	2.18736	3.8179	5.226958156084274	8.16497	3.25736	1.09874	0.42714	1.63333	0.0	1.62619	3.69437	1.44505
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0138	0.0	0.67274	4.4467	0.99588	1.6571	3.97534	3.66377	10.23204	1.71194	0.07827	0.85316	2.6038	0.91507	4.611396186229638	0.0	0.0	0.0	0.63789	0.06285	0.0	0.9749764121836146	0.2031	0.0	1.53947	0.19577	0.12953	0.15137	0.0	0.0	1.30475	0.0	1.88398	1.45589	0.0	0.26166	1.85929	0.76914	0.18537	0.0	0.04983	2.68209	0.0	11.38964	0.58706	0.01425	2.13856	0.0	0.63035	0.03535	0.0	0.2548	0.0	2.22452	5.70335	8.87988	1.57038	0.0	0.0	0.0	0.0	0.0	0.27833	0.0	0.0	0.67232	0.0	0.00044	1.60823	0.90791	0.00906	2.08259	6.510989663335264	0.34319	0.03679	0.30436	0.28102	3.81067	0.0	13.793848745974197	0.0023	0.17697	3.72978	0.0	0.27364	0.0	0.0	4.34065	0.0	0.0	0.0	0.13849	0.07496	0.0	0.99453	0.18761	0.05672	0.0	1.16453	0.56828	0.0	14.25078	0.3717	1.84713	2.49546	0.0	0.46919	0.03705	0.0	1.0389	1.58457	0.02118	0.0	3.01369	0.0	0.0	0.0	0.0	0.25274	0.0	0.0023652179072251	0.89597	0.909	3.15019	1.29598	0.0	2.2271401124029246	1.26096	0.00938	0.17626	2.87963	0.00405	0.56367	0.06562	0.00382	0.01207	0.67776	0.0	0.0	3.36094	1.62849	0.0	0.0	1.90601	0.0	0.92999	0.4806	1.90541	1.21205	0.0	1.10244	6.34138	1.25573	0.48507	0.0	0.0	1.1011	0.01776	0.72731	0.0	0.2203	0.04142	0.0	0.7586	0.0	5.3502	44.25386	2.3896924062137046	20.67847	0.49285	0.2958	0.0	0.01261	5.2141	0.0	0.0	0.0	0.00589	0.0	0.0	4.15703	0.94529	0.03411	0.0	4.13837	0.34343	0.01131	0.0	1.74753	1.51565	0.44309	1.0131	0.10918	0.0	0.57342	1.32277	5.65876	0.0	0.8928	0.0	0.0	0.0	0.03021
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.18789	0.15239	0.43384	0.0	0.7725	0.0	3.48986	0.0	0.0	3.87416	0.0	2.83282	0.89638	0.0	0.0	0.0	0.0	0.0	0.41165	0.00168	0.72286	3.3209965269853226	0.59925	0.0	0.0	0.4503	1.25835	0.12521	0.0	0.76892	0.0	0.0	0.6196	0.66714	3.48626	0.0	0.0	1.4734	0.0	0.0	0.04206	2.13828	1.15558	1.88199	0.0	1.12495	0.89158	0.0	1.35213	0.0	0.0	0.0	0.0	0.0	1.83274	1.31982	1.59161	0.87597	0.0	0.0	0.0	0.19491	0.00572	0.09727	0.0	0.42036	0.0	0.0	1.80269	1.36262	0.0	1.80739	1.0668799812120755	0.0	0.88217	0.30968	0.3913	0.51273	0.23338	0.0	0.0	1.18339	0.0	0.0	1.92348	0.00384	0.0637	1.91248	0.75728	0.0	0.0	0.99384	7.35821	0.0	1.14107	0.05664	0.0	0.00013	2.9708	0.0	0.0	0.98106	0.42244	0.0	0.29819	0.03104	0.37292	1.95496	0.0	0.0	0.0	0.0	2.26565	2.03729	0.0227	6.96562	0.0	0.03769	0.0	0.91723	0.8919377037682833	0.0	0.21752	1.25892	0.0	0.0	0.0	0.0	0.0	0.39954	0.00373	0.0	0.0	0.0	0.0	0.9452	0.0	0.0	0.0	2.19485	0.0	0.0	0.0	0.43401	0.29772	1.47006	0.27983	1.49438	3.21778	0.0	0.0	0.0	0.0	0.0	0.44901	0.0	0.40727	1.28316	0.0	0.55629	3.0566	1.34673	0.01554	1.17321	0.0	1.11652	0.0	0.0	0.0	0.38995	0.02038	0.0	0.12702	0.81052	0.0	0.01398	0.0	0.0071	0.0	0.0	1.61331	0.21966	0.03578	0.0	2.59037	0.28147	0.0	0.96536	0.0	0.0	0.0	1.54748	0.16775	0.0	2.00311	0.0	1.6324	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	0.42795	2.83311	0.31135	3.41007	0.6619	0.07248	2.00255	1.90368	0.72256	0.06677	7.0408	0.5278	0.47772	1.01922	0.8913059045153258	0.62928	1.28481	1.5544	2.44096	1.29023	2.2064	0.5379042257645562	0.71033	0.00093	1.72668	1.89627	0.13417	1.20352	0.09712	2.69007	2.20781	1.71394	7.03534	0.76517	0.09014	5.44253	0.02942	2.06979	1.36993	0.6462	0.71418	0.78629	4.87942	0.93885	0.22127	0.80542	3.66921	1.45522	3.67204	1.61675	0.42912	5.58546	0.84526	7.0172	0.17649	0.46894	1.27758	0.69972	0.42491	0.44275	1.07391	3.68002	0.88002	6.19329	2.1390878618941978	1.58234	0.47474	1.69184	1.18895	0.36819	0.21751	0.81507	1.6196068502583791	2.07846	3.09773	1.64726	1.89313	0.63215	1.58006	0.8826783782353813	1.66146	0.97602	1.54014	0.03001	1.38475	1.00723	0.81965	2.77098	1.24271	3.49216	5.33576	0.2228	0.0512	0.85007	0.60042	1.86741	0.90813	0.74612	0.94712	0.75853	2.28814	0.84663	0.10506	0.62456	1.08127	2.01882	3.28355	1.64078	1.66955	1.63053	0.72593	0.01838	0.27363	3.46748	0.77588	0.98776	3.31901	2.76695	0.92588	0.27952	0.2750066922638032	0.57406	0.74414	2.08455	0.68077	0.75603	1.0743694256974567	1.02209	1.40836	1.01422	1.17673	7.34516	0.3511	1.34955	7.07666	2.12772	15.38121	0.80431	3.56173	0.70596	2.18286	5.00369	3.56969	0.44461	1.16515	1.04742	2.96695	2.48756	2.73162	7.87642	0.6451	1.17807	0.49859	18.03374	2.31377	3.2828	0.55793	1.9847	1.11881	2.2277	0.24159	0.41839	0.93995	0.64548	2.17749	0.60549	0.57641	1.1216560223527092	2.88606	1.6497	0.75916	0.22175	0.41077	1.3181	3.00854	4.22673	4.2241	2.54857	1.80532	2.43081	0.93663	9.6707	0.42971	1.32557	0.47059	1.04069	1.60164	1.84984	0.87569	2.73039	1.18805	0.73546	1.66803	1.8415028292490847	3.07532	1.79354	0.88479	1.46194	1.40295	0.08649	3.20678	4.43912	1.96509
