# Pathway	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
PWY-6859: all-trans-farnesol biosynthesis	0.000501435	0.000366423	0.0	0.00224368	0.000448495	0.00102532	0.00116169	0.000436635	0.000585052	3.70974e-05	0.00154025	0.00214067	0.00107382	0.00115918	0.00149944	0.000858095	0.000971808	0.0	0.00187956	0.0017032	0.00323622	0.000921122	0.000693737	0.00159324	0.0031085	0.00121543	0.000726246	0.000440081	0.00096272	0.0	0.0	0.0022687	7.2904e-05	0.0	0.0	0.000157574	0.000538157	0.00214385	0.0	2.5634e-05	0.0	7.82458e-05	0.00213218	0.00028911	0.00108846	0.0	0.000297121	0.0	0.000640652	0.0	3.25256e-05	0.000325288	0.000136607	0.000470495	0.0	0.00118259	0.0	0.000106262	0.000262155	0.00020507
PWY-6876: isopropanol biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.000128954	0.0	0.0	0.0	0.000205339	0.000240791	0.0	0.000152568	8.972e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000242014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0.0038335	0.00337854	0.00528188	0.00325046	0.00267214	0.00260061	0.00454742	0.00360979	0.00189868	0.00435571	0.00453147	0.00429343	0.00435513	0.00457495	0.00308298	0.00203366	0.00304681	0.0	0.00395522	0.00254555	0.0	0.00271408	0.00445384	0.00264089	0.00322561	0.00344361	0.00354613	0.0	0.00266731	0.0	0.00413855	0.0	0.0	0.0	0.0	0.00414902	0.00371977	0.0	0.00463879	0.0	0.0	0.00422868	0.0011188	0.0	0.00410601	0.00231825	0.00464345	0.0	0.0	0.00367785	0.00567118	0.00253423	0.0045881	0.00206713	0.0	0.00176785	0.00173108	0.005647	0.000400034	0.0
PWY-6897: thiamine diphosphate salvage II	0.00352941	0.0029877	0.00621293	0.00431355	0.00256056	0.00453111	0.0047998	0.00391766	0.00200195	0.00330165	0.00403113	0.0039336	0.00351671	0.00487056	0.00274357	0.00408943	0.00339478	0.00482696	0.00341447	0.00226877	0.00593391	0.00259162	0.00387539	0.0023251	0.00431515	0.00334105	0.00409023	0.00674034	0.0055443	0.00513681	0.00887262	0.00735889	0.0101224	0.0145718	0.0107124	0.00517591	0.00382298	0.00713072	0.00765162	0.0122404	0.0136041	0.00688265	0.00952217	0.00811441	0.00537372	0.00807808	0.00458279	0.00743962	0.00737869	0.00460989	0.00594867	0.00430807	0.00862964	0.00567738	0.00749188	0.00371428	0.00957081	0.00845279	0.0132935	0.00859822
PWY-6901: superpathway of glucose and xylose degradation	0.00350952	0.00395757	0.00237401	0.00377152	0.00375963	0.00332321	0.00321282	0.00363755	0.00284519	0.00357574	0.00408977	0.00381019	0.00351843	0.00339854	0.00414341	0.00292509	0.00470202	0.0014221	0.00350197	0.00403331	0.00323355	0.00423462	0.00243397	0.0040218	0.00295905	0.00398687	0.00330357	0.00286191	0.00292455	0.00128107	0.00077426	0.00378498	0.00065448	0.000846898	0.0007025929999999	0.00167949	0.00315099	0.00469928	0.00163632	0.001156	0.0	0.00217434	0.002692	0.00330689	0.00451481	0.0	0.00254639	0.000408063	0.00449283	0.00218026	0.000925196	0.00319755	0.00189272	0.00318472	0.000398585	0.00342536	0.000373316	0.000916337	0.00156133	0.00288374
PWY-6902: chitin degradation II (Vibrio)	0.000342129	0.000516	0.0	0.00142916	0.00180942	0.00140851	0.000526651	0.00109924	0.00100355	0.00152696	0.00054929	0.00167745	0.000873284	0.000635626	0.00086668	0.000337103	0.00206061	0.000342729	0.00128878	0.000250737	0.0029113	0.000819762	0.000186628	0.000257031	0.00221515	0.000675598	0.00234826	0.000919725	0.000708429	0.00023699	0.000136276	0.00402504	0.0	0.0	0.0	1.9302e-05	0.000260789	0.00309395	0.000398666	0.0	0.0	0.000326229	0.00284912	0.000123122	0.0	0.0	0.000850496	0.0	0.00302625	0.000182266	0.000119965	0.000410531	0.0	0.000274925	0.0	0.00092881	0.0	0.000218669	0.000711722	0.0
PWY-6906: chitin derivatives degradation	0.0	0.0	0.000262691	0.000647803	0.0	0.00059383	0.00048506	0.000177258	0.0	0.000836196	0.0	0.000692669	0.000880089	0.000348119	0.000141346	0.0	0.0	0.0	0.000984556	0.0	0.0	0.0	0.0	0.0	0.0011017	0.000821169	0.0	0.0	0.000437143	0.0	0.0	0.00230834	0.0	0.0	0.0	0.0	0.0	0.000429973	0.000714657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000623596	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0.0	0.0	0.0	0.0	5.72974e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99853e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47009e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0.000358116	0.0	0.0	0.000194512	0.00128615	5.74272e-05	0.00021053	0.000513476	0.0	0.000293823	8.03166e-05	0.000105796	0.000302716	0.000192003	0.00108688	0.0	0.000914952	0.0	0.00088395	0.000244601	0.0	0.000464484	0.0	0.00013885	2.93904e-05	0.000393621	0.00115477	0.0	0.000159185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000569459	0.0	0.000123423	0.0	0.0	0.0	0.0	0.0	0.000193956	0.0	0.00010684	0.0	0.0	8.59978e-05	0.0	0.000113714	0.0	0.0	0.0	0.000141486	0.0	0.0	0.0	0.0
PWY-6936: seleno-amino acid biosynthesis (plants)	0.00234151	0.00338595	0.00221834	0.00209817	0.00415349	0.00160438	0.00227738	0.00470829	0.000709571	0.00235428	0.00249572	0.00224723	0.00223399	0.00228357	0.00427088	0.00190439	0.00554803	0.0005542	0.00293376	0.00342212	0.00303668	0.00542857	0.00174449	0.00391733	0.0020319	0.0032136	0.00323023	0.0010534	0.000862729	0.000648005	0.00426289	0.00209468	0.000863721	0.00142063	0.00193391	0.0030282	0.00256117	0.00469263	0.00145822	0.00195168	0.00442365	0.00487873	0.000565307	0.0024047	0.0055724599999999	0.00175257	0.00434539	0.00117111	0.00205011	0.00293119	0.00402669	0.00204601	0.00189606	0.00349889	0.00143146	0.00288512	0.00311809	0.00192629	0.000709703	0.00345059
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0.0	0.0	0.0	0.000841639	0.0	0.0	0.000510497	0.0	0.0	6.60627e-05	0.00181161	0.000871535	0.000627026	0.000558845	0.000107856	0.0	2.57554e-05	0.000342556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000819155	0.0	0.0	0.0	0.000162893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000244188	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0.000925737	0.00121622	0.0	8.99559e-05	0.00208128	9.50163e-05	0.000276732	0.000838906	0.000450974	0.00135965	0.000127736	0.00028185	0.000747952	0.000434603	0.00234448	0.0	0.000530356	0.0	0.000901435	0.00400947	0.0	0.00236496	0.000366511	0.00385829	0.000175186	0.00060874	0.00163467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000587246	0.000643451	0.0	0.000180554	0.0	0.0	0.000609516	0.0	0.0	0.0	0.0	0.000746707	0.0	0.0	0.000263131	0.0	0.0	0.0	0.0	0.0	0.000346096	0.0	0.0	9.35164e-05	0.0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.00180873	0.0016199	0.00173435	0.00256919	0.00301322	0.00140828	0.00139257	0.00304359	0.00182258	0.00622769	0.00250867	0.0017971	0.00238955	0.00145313	0.00269036	0.00256308	0.00383946	0.00373253	0.000998822	0.00375069	0.00182162	0.00238655	0.00188304	0.00356582	0.00102402	0.0019199	0.00261318	0.00130369	0.000856296	0.00334187	0.000836238	0.000403303	0.000128894	0.000221664	0.000341634	0.00256882	0.00187166	0.00122456	0.00125854	0.00210448	0.000550638	0.0025815	0.00326215	0.00033597	0.00173483	0.00267645	0.00263889	0.0	0.000900346	0.000851677	0.00108315	0.000991198	0.000372387	0.000813691	0.000299176	0.00236986	0.00337698	0.000186425	0.000602707	0.0
PWY-6992: 1,5-anhydrofructose degradation	0.000349335	0.000204834	0.000306093	0.0013032	0.000118038	0.00046816	0.00051425	0.000155866	0.00015558	0.000566521	0.00137223	0.00122848	0.000634094	0.000394741	0.000328876	0.000514746	8.52831e-05	0.0	0.000451114	9.98549e-05	0.0	0.000176461	0.0	8.60756e-05	0.000978526	0.000797162	0.00011586	0.0	0.0	0.0	0.0	0.00163729	0.000510822	0.000180807	0.0	0.0	0.0	0.000221629	0.0	0.000772232	0.0	0.0	0.0	0.0	0.00107705	0.0	3.2951e-05	0.0	0.0	0.0	0.0	0.0	0.00015222	0.000350696	0.0	6.6671e-05	0.0	0.0	0.0	0.0
PWY-7009: 2,2'-dihydroxybiphenyl degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15428e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7013: (S)-propane-1,2-diol degradation	0.000568401	0.000468121	0.0	0.0	0.00297503	0.0	9.18407e-05	0.00437951	0.0	0.0	0.000438557	0.000206435	0.000324115	8.7791e-05	0.0011629	0.000358998	0.00610702	0.0	0.0	0.000355706	0.000161615	0.00158474	0.0	0.000261998	0.000250389	0.000186057	0.00140001	4.43064e-05	0.0	0.0	0.000534472	0.0	0.0	0.000335116	0.0	0.000411369	0.000171492	0.0	0.000386766	0.00136832	0.0	0.00128803	0.0	0.0	0.0	0.0	0.00364748	0.0	0.0	0.0	0.000659529	0.00213248	0.0	0.0	0.0	0.000179937	0.0	0.000123648	0.000322705	0.000325166
PWY-702: L-methionine biosynthesis II	0.0014437	0.00191913	0.0	0.00100142	0.00346063	0.000540308	0.000873868	0.00273715	0.000473562	0.0018425	0.00111029	0.000445314	0.00119307	0.000920042	0.00337408	0.000878698	0.00314309	0.0	0.00110125	0.00485719	0.0	0.00378925	0.000989805	0.00504647	0.000258842	0.0012291	0.00271678	0.000430994	0.000282866	0.0	0.000577057	0.000745037	0.000207415	0.000202444	0.0	0.00179016	0.0023291	0.00118816	0.000931612	0.00101863	0.000387533	0.00148306	0.0	0.000451505	0.00263705	0.000814985	0.0020906	0.0	0.000683916	0.0014089	0.00112754	0.00156335	0.000652685	0.00116333	0.000403504	0.00120031	0.00146996	0.000289037	0.000307532	0.000635894
PWY-7039: phosphatidate metabolism, as a signaling molecule	0.0	0.00023128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000451323	0.0	0.0	6.10036e-05	0.0	0.00026057	0.0	2.00189e-05	0.0	0.0	0.0	0.0	0.000688386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7094: fatty acid salvage	0.000279717	0.000376332	0.0	0.000142987	0.00201001	0.0	2.96098e-05	0.00112687	0.0	0.000503961	8.41648e-05	5.57898e-05	0.00029699	7.54836e-05	0.00124202	0.0	0.000728006	0.0	0.000197853	0.00163076	0.0	0.0012897	0.000237709	0.00138253	2.6177e-05	0.000383234	0.00117265	0.0	0.000109566	0.0	0.0	0.0	0.0	0.0	0.000196992	0.000295141	0.000443207	0.0	0.000280026	0.000203987	0.0	0.000115126	0.0	0.0	0.000527904	0.0	0.000241539	0.0	0.0	0.0	0.0	0.000116351	0.000160802	0.000182952	0.0	0.0	0.0	0.0	0.000191846	0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.00616808	0.00731359	0.00627433	0.00276841	0.00689412	0.00304606	0.00447506	0.00673807	0.00225955	0.00574599	0.00364446	0.0028378	0.00455251	0.00527719	0.00822007	0.00486743	0.00622615	0.00497098	0.00535603	0.00994549	0.00432725	0.00748693	0.00561199	0.00997892	0.00182203	0.00394404	0.00719955	0.00901134	0.00439884	0.00538274	0.00651214	0.00526725	0.00836342	0.00161837	0.0148365	0.00761764	0.00757132	0.0066445	0.00708145	0.0118122	0.0105726	0.00872098	0.00499785	0.00749801	0.00675651	0.0102747	0.00583301	0.00406104	0.00521458	0.00356774	0.00586851	0.00779265	0.00669432	0.00550777	0.00397974	0.00436226	0.00789433	0.00531699	0.00168183	0.00722894
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.00108601	0.00157975	0.000490655	0.000162062	0.00328424	0.0002137	0.000243973	0.00268245	0.000492276	0.00164992	8.05225e-05	0.000208369	0.0005936	0.000394445	0.00216694	0.000374613	0.00246728	0.000301497	0.000851924	0.00211487	0.0	0.0020377	0.00114381	0.00213996	8.57466e-05	0.000627962	0.00154949	0.000299287	0.0	0.0	0.00114197	0.0	0.000274501	0.00099458	0.000462012	0.00168707	0.00205332	0.000920219	0.00100043	0.000840717	0.0	0.00115844	0.000359584	0.00234722	0.000974825	0.0	0.00124709	0.000401543	0.00181489	0.000560764	0.000261803	0.000927289	0.000331857	0.00120253	0.00023664	0.00128222	0.000404186	0.000364009	0.000569407	0.00180297
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.0019117	0.00253422	0.000347116	0.000611564	0.00418652	0.000524058	0.00115307	0.00445305	0.00098591	0.00357884	0.000794952	0.000677021	0.00118123	0.00136411	0.00399312	0.00101147	0.00495512	0.000339946	0.00199234	0.00548651	0.0011996	0.00386861	0.00208158	0.00541355	0.000730683	0.00164811	0.00389317	0.000455549	0.000737048	0.0	0.00117991	0.0	0.00022462	0.000765273	0.000216859	0.00157535	0.00341852	0.00156403	0.000853747	0.0007825	0.0	0.00218918	0.000420252	0.00325753	0.00361896	0.000235501	0.00321287	0.000538569	0.00265354	0.000421067	0.000461152	0.00299359	0.0014047	0.00154354	0.000476492	0.00299992	0.000412786	0.000212586	0.000542726	0.00254793
PWY-7118: chitin deacetylation	0.000670028	0.00139393	0.0	0.000284463	0.00254336	0.000120317	0.000646312	0.00192159	0.000151795	0.00259041	0.000148831	0.000250981	0.000520867	0.000396671	0.00213253	0.0	0.00252587	0.000257031	0.000783792	0.00267792	0.0	0.00245966	0.000614376	0.00251575	0.000127903	0.000648994	0.00110462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000347176	0.00107193	0.0	0.000260787	0.00022902	0.0	0.000968424	0.0	0.0	0.00183203	0.0	0.0011459	0.0	0.0	0.000376406	0.00033119	0.000467771	0.000197469	0.000140152	0.0	0.000733703	0.0	0.0	0.000136084	0.0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0.0	0.0	0.0	0.0	0.000870263	0.0	0.0	0.00132936	0.0	0.0	0.0	0.0	0.0	0.0	0.000396307	0.0	0.00138595	0.0	0.0	5.10279e-05	0.0	0.000526336	0.0	0.0	0.0	0.0	0.000688524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34931e-05	0.0	0.0	0.000255158	0.0	0.0	0.0	0.0	0.000424625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000234889	0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.00049788	0.00174653	0.0	0.00100252	0.00286673	0.000328972	0.000879246	0.00218694	0.000239386	0.00219687	0.0016778	0.00140361	0.00143223	0.000829141	0.002211	0.000536285	0.00278815	0.0	0.000994706	0.00125192	0.0	0.00225053	0.0	0.00114808	0.000887962	0.000551317	0.00214807	0.0	2.88617e-05	0.0	0.0	0.0	0.000312839	0.0	0.000623824	0.000424708	0.00168771	0.000800075	0.000567676	0.000348672	0.0	0.000293543	0.00127964	0.0	0.00220642	0.0	0.00236473	0.0	0.0	0.0	0.0	0.00084545	0.000541731	0.0	0.0	0.000610958	0.0	0.000364846	0.0	0.0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.00057224	0.00124076	0.0	0.000251177	0.00194473	0.0	0.000412567	0.00154626	0.0	0.00128249	0.000261179	0.000249319	0.00119671	0.00043054	0.00154306	0.0	0.00151307	0.0	0.000448229	0.00135407	0.0	0.00164213	0.0	0.00134634	0.0	0.00101486	0.00102396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000460278	0.000984452	0.0	0.00031442	0.000359775	0.0	0.000183669	0.0	0.0	0.0	0.0	0.00109421	0.0	0.0	0.0	0.000405751	0.000340584	0.00038543	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0.0	0.0	0.0	0.0	0.000209931	0.0	0.0	0.000177799	0.0	0.0	0.0	0.0	0.0	0.0	0.000210841	0.0	0.0	0.0	0.0	0.0	0.0	0.000484322	0.0	8.19444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000208667	0.0	0.0	0.0	0.0	0.0	0.0	0.000215377	0.0	0.0	0.0	0.0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.00415569	0.00146392	0.00266527	0.00319965	0.00257646	0.00447726	0.00369326	0.00335657	0.00284364	0.00218355	0.00235956	0.00275362	0.00483296	0.00326122	0.00212768	0.00548023	0.00307624	0.00377425	0.00146015	0.000830633	0.00496821	0.00254133	0.00442746	0.000753713	0.00186685	0.00404394	0.00164683	0.00125071	0.00364214	0.00282142	0.00224225	0.00166682	0.00134457	0.000896536	0.00124974	0.00257441	0.00304494	0.00246756	0.00197563	0.00116682	0.0	0.000126276	0.0030853	0.00276975	0.001672	0.000439552	0.00325583	0.00291659	0.00235883	0.00160371	0.00184797	0.000939465	0.00131811	0.00479464	0.00278949	0.00653361	0.00225246	0.00239913	0.0020805899999999	0.00281772
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.002961	0.000858719	0.00352124	0.00249481	0.00263797	0.00185166	0.00249902	0.00253737	0.00209609	0.00117377	0.00302141	0.00315199	0.00176921	0.00240672	0.0011453	0.00306744	0.00144939	0.00269391	0.00131403	0.00107488	0.00372843	0.00139035	0.00566839	0.00101981	0.00140669	0.00232443	0.00216812	0.0	0.00118655	0.0025997	0.00174314	0.00186624	0.00181432	0.000901727	0.0	0.00160329	0.00204915	0.00329102	0.00174022	0.00140727	0.0	0.000191211	0.00106973	0.00348325	0.0	0.000628773	0.00432401	0.00330771	0.00311098	0.000716251	0.0013347	0.00155888	0.001721	0.00111403	0.00326375	0.00492746	0.000903569	0.00260391	0.00110818	0.00345931
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.00973656	0.00957241	0.0102997	0.0100345	0.00353466	0.0118878	0.00949458	0.00509396	0.0242003	0.0061677	0.00846859	0.00951294	0.00927769	0.00877639	0.00349032	0.0124926	0.00382939	0.0139595	0.00702314	0.00199066	0.00777283	0.00399005	0.0125008	0.00204327	0.0104276	0.00824539	0.0058957	0.0121465	0.0114155	0.0139249	0.0100154	0.00821502	0.0103697	0.00868381	0.00929579	0.00798064	0.00736051	0.00689105	0.0073552	0.00830549	0.00398603	0.00706749	0.00987149	0.00867283	0.00717372	0.00794442	0.0100433	0.0117007	0.00720449	0.0112939	0.0104663	0.00119997	0.0132562	0.0123113	0.0127849	0.0115463	0.00913676	0.010117	0.00985683	0.00925698
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0.0	0.0	0.0	0.000277824	0.0	0.000278359	0.0	0.0	0.0	0.0	0.000410145	0.0	0.00347051	0.0	0.0	0.0	0.0	0.0	0.000479552	0.0	0.0	7.97958e-05	0.0	0.0	0.0007187	0.00273209	0.0	0.0	0.000730804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.000569119	0.000963605	0.0	0.0	0.00113121	0.000440722	0.000860299	0.000390918	0.000102992	0.00111843	0.000626662	0.000311883	0.000873876	0.000404635	0.00185225	0.0	7.22896e-05	0.0	0.0013284	0.00263896	0.0	0.0016705	0.00042529	0.00284955	0.0	0.00142744	0.0	0.0	0.000189233	0.0	0.0	0.0	0.0	0.0	0.0	0.000162545	0.000778552	0.0	0.0	0.0	0.0	0.00027509	0.0	0.0	0.00103693	0.0	0.000518139	0.0	0.0	0.000127117	0.0	0.0	0.000159971	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.00582421	0.00214637	0.00379173	0.00691581	0.00355102	0.00831736	0.00638241	0.00454271	0.00407696	0.00343645	0.00620276	0.00577909	0.00640278	0.00732113	0.00292371	0.00744798	0.00380237	0.00535246	0.00467523	0.00111101	0.00834948	0.00328253	0.00603716	0.00102034	0.00660442	0.00690164	0.00281829	0.00184635	0.0070243	0.00405617	0.00356457	0.00524735	0.00571501	0.00153415	0.00297475	0.00386936	0.00396419	0.00582592	0.0052624	0.0022948	0.00281894	0.00252042	0.00255013	0.00404015	0.00242859	0.00463161	0.00648278	0.00683312	0.00339332	0.00245737	0.0029546	0.00157621	0.00229035	0.00644535	0.00706273	0.00842418	0.00522133	0.00361471	0.00512133	0.00404819
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.0	0.000347328	0.000108617	0.0	0.000193849	0.0	0.0	0.000145986	9.86994e-05	0.000268677	0.0	0.0	0.0	0.0	0.000159441	0.0	0.000249648	0.0	0.0	7.73058e-05	0.0	1.41949e-05	0.000381097	0.000104827	0.0	0.0	3.3348e-05	0.0	0.0	0.0	0.0	0.0	3.85689e-05	0.000123193	0.0	0.0	0.000872229	0.000107711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205209	0.0	0.000660807	0.0	0.0	3.76225e-05	0.000191399	0.0	0.0	0.000403908	0.0	0.000120479	0.0	0.0
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	3.56684e-05	0.0	0.0	0.00104872	0.00270893	0.000360637	0.000567444	0.00142391	0.0	0.000760095	0.00162568	0.00141518	0.000368428	4.45625e-05	0.0013329	0.000585929	0.00178031	0.0	0.000605281	0.000557962	0.0	0.00164532	0.0	0.000430082	0.000899473	0.000597332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000450202	0.000494873	0.000836606	0.000516482	0.0	0.0	0.000236442	0.00132035	0.0	0.0	0.0	0.0003722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247729	0.0	0.0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.000803301	0.00210061	0.0	0.000616725	0.00291221	0.000553011	0.000786119	0.00181819	0.000434289	0.0011988	0.000938861	0.00068096	0.000591381	0.000143816	0.00185911	0.000803934	0.00238094	0.0	0.000905126	0.000893507	0.0	0.00204288	0.0	0.000708806	0.000711862	0.000604596	0.000134048	0.0	5.4761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000603388	0.000785635	0.000841131	0.000619921	0.0	0.0	0.000350786	0.00167184	0.0	0.0	0.0	0.000613497	0.0	0.0	0.0	0.0	0.000992691	0.0	0.0	0.0	0.000438169	0.0	0.000572917	0.0	0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.0047706	0.00165044	0.00285582	0.00872873	0.00339822	0.00870008	0.0060572	0.00429346	0.00290606	0.00316568	0.00668486	0.00872373	0.00620426	0.00700382	0.00306407	0.0065864	0.00399809	0.00377291	0.00704631	0.000997723	0.00933925	0.00335068	0.00503962	0.000980156	0.00977379	0.00726524	0.00260677	0.0014724	0.00619854	0.00291553	0.002505	0.00499382	0.00381813	0.0010869	0.00202911	0.00282777	0.00335941	0.00574763	0.00402365	0.00165138	0.00154295	0.00189329	0.00682191	0.0032017	0.00203033	0.00294075	0.00606417	0.00457059	0.00293878	0.00177758	0.00195113	0.00120833	0.00164073	0.0044688	0.00473123	0.0077444	0.00355802	0.00262763	0.00347734	0.00319228
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.0120918	0.0117071	0.0132093	0.0108095	0.0046845	0.0139573	0.01315	0.00753552	0.0217572	0.00739006	0.0118177	0.0110668	0.0112775	0.0122589	0.00520988	0.0161143	0.00491703	0.0195994	0.00946545	0.00478555	0.0111965	0.00479692	0.0145368	0.00456466	0.0114459	0.0105216	0.00713251	0.013227	0.0157423	0.0203648	0.0184769	0.00970014	0.0207374	0.0227893	0.0261423	0.0150496	0.0106762	0.0101671	0.0162975	0.0249808	0.0293536	0.0163736	0.0102659	0.0173472	0.010795	0.0347361	0.0116127	0.019213	0.012246	0.0184238	0.021023	0.0115901	0.0190526	0.0130902	0.021408	0.0113808	0.0188209	0.0192986	0.0226142	0.0169488
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.0047706	0.00165044	0.00285582	0.00872873	0.00339822	0.00870008	0.0060572	0.00429346	0.00290606	0.00316568	0.00668486	0.00872373	0.00620426	0.00700382	0.00306407	0.0065864	0.00399809	0.00377291	0.00704631	0.000997723	0.00933925	0.00335068	0.00503962	0.000980156	0.00977379	0.00726524	0.00260677	0.0014724	0.00619854	0.00291553	0.002505	0.00499382	0.00381813	0.0010869	0.00202911	0.00282777	0.00335941	0.00574763	0.00402365	0.00165138	0.00154295	0.00189329	0.00682191	0.0032017	0.00203033	0.00294075	0.00606417	0.00457059	0.00293878	0.00177758	0.00195113	0.00120833	0.00164073	0.0044688	0.00473123	0.0077444	0.00355802	0.00262763	0.00347734	0.00319228
