# Pathway	C10	C15	C41	C46	C6	C9	C11	C12	C16	C18	C19	C1	C20	C21	C22	C23	C24	C25	C26	C28	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C3	C40	C42	C43	C44	C45	C4	C5	C7	H15_1	H18_1	H2_1	H25_1	H26_1	H41_1	H42_1	H50_1	H5_1	H60_1	H61_1	H8_1	H9_1	H32_1	H49_1	H59_1	H78_1	H83_1
PWY-6123: inosine-5'-phosphate biosynthesis I	0.00383395	0.00592262	0.00596578	0.00420867	0.00859212	0.0105602	0.00500049	0.00984897	0.00666096	0.00784288	0.00607895	0.0065091	0.00612893	0.00841883	0.00797193	0.00553506	0.00416657	0.00968363	0.00662219	0.00715718	0.00903807	0.00882048	0.00486997	0.00766913	0.00528509	0.00918741	0.00594205	0.00699235	0.00694945	0.00318365	0.00942756	0.00869069	0.00752034	0.00565722	0.00839459	0.00595768	0.00676108	0.00963225	0.00592798	0.00634078	0.00637326	0.00410984	0.00948959	0.00553326	0.00519857	0.00404706	0.00825354	0.00453084	0.00946047	0.00627848	0.00678441	0.0139526	0.00587445	0.0118598	0.00416744	0.00771324	0.009892
PWY-6124: inosine-5'-phosphate biosynthesis II	0.00336305	0.00536571	0.00539551	0.00366637	0.00807358	0.0103967	0.00479294	0.00965494	0.00625204	0.00733233	0.00548883	0.00590403	0.00552016	0.0078682	0.00748312	0.00522357	0.0035047	0.00937266	0.00613814	0.00665534	0.00861456	0.00855955	0.00463025	0.00707554	0.00505204	0.00886749	0.00532765	0.0063202	0.006371	0.00285455	0.00914686	0.00829764	0.00682981	0.00509537	0.00772927	0.0053874	0.00614463	0.00941907	0.00535337	0.00580482	0.00571987	0.00384525	0.0091436	0.00506038	0.0048896	0.00365561	0.0076849	0.00434525	0.00925271	0.00576742	0.00604412	0.0134871	0.00562996	0.0112408	0.00381054	0.00719257	0.00958744
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.00338202	0.00448836	0.00336864	0.00416152	0.00594487	0.00919355	0.00373377	0.00686078	0.00412489	0.0053381	0.0029169	0.0047719	0.00313653	0.00324463	0.00445203	0.00319896	0.00324615	0.00428419	0.003845	0.00508608	0.00887989	0.00329457	0.00255153	0.00662964	0.00522929	0.00537105	0.00341677	0.00453734	0.00596442	0.00305548	0.00440308	0.00608639	0.00452983	0.00375723	0.0043118	0.00385273	0.00398838	0.00426189	0.00262695	0.00317628	0.0063406	0.00466992	0.00489578	0.0032258	0.00360594	0.0032551	0.00605181	0.00435071	0.0077529	0.00362689	0.0121875	0.00253509	0.00356869	0.0138121	0.00372884	0.00347517	0.00386787
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.00429983	0.00590831	0.0042878	0.00527814	0.00745146	0.0100397	0.00464143	0.0084126	0.00544548	0.00708922	0.00380524	0.00620612	0.00415491	0.00435923	0.00590485	0.00432887	0.00413452	0.00581885	0.00502655	0.00666159	0.0092812	0.00440647	0.00328569	0.0089976	0.0061082	0.00693573	0.00451097	0.00570771	0.00742337	0.00404288	0.00569708	0.00724332	0.00567432	0.0049374	0.00589186	0.00497869	0.0050082	0.00563473	0.00349683	0.00412155	0.00758573	0.00514535	0.00657529	0.00406501	0.00463786	0.00404892	0.00790967	0.00496238	0.00853847	0.00488152	0.0128844	0.00356438	0.00459933	0.0126741	0.00453163	0.00475559	0.00533767
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75596e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000224214	0.0	0.0	0.0	0.0	1.10457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32821e-05	6.9384e-05	0.0
PWY-6143: CMP-pseudaminate biosynthesis	0.0	0.000262693	0.000334721	1.71656e-05	0.00015	0.00122146	5.25482e-06	0.0	8.12853e-05	2.7895e-05	9.17219e-06	0.0	0.0	0.0	8.44574e-05	2.11786e-05	0.0	5.90909e-05	0.0	0.0	0.0	0.0	8.23111e-06	0.0	2.04259e-05	5.37971e-06	9.72721e-06	0.0	1.17007e-05	0.0	6.36502e-06	2.90546e-05	0.0	5.87644e-06	3.30112e-05	8.93021e-06	6.08201e-05	0.000297316	2.84313e-05	0.0	0.0	0.0	1.99752e-05	1.5995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79896e-05	0.0	7.48809e-06	7.63223e-05	7.54013e-05
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.0066979	0.00542775	0.0107083	0.00850833	0.00396435	0.00847337	0.00322412	0.0056131	0.00297784	0.00307378	0.00715731	0.00329685	0.00899423	0.0046975	0.00224113	0.00251862	0.00268787	0.00320848	0.00541875	0.00433667	0.00448442	0.004946	0.00377166	0.00198005	0.00388197	0.00443492	0.0078063	0.011527	0.0054851	0.00376733	0.00481551	0.00633755	0.00763427	0.00502166	0.00283065	0.0068489	0.0113043	0.00547737	0.00931813	0.00742537	0.00616193	0.00381419	0.00291836	0.00763526	0.00220007	0.00510345	0.00337335	0.0040938	0.0062082	0.00242481	0.00183262	0.00844983	0.00481666	0.008373	0.00634184	0.00579054	0.00339327
PWY-6148: tetrahydromethanopterin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10092e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151: S-adenosyl-L-methionine salvage I	0.0129842	0.0111433	0.0122574	0.0150052	0.00932654	0.00979193	0.00525847	0.00735236	0.00828035	0.0111971	0.0123312	0.0113177	0.0136634	0.0112648	0.00769262	0.00648226	0.00522467	0.00735466	0.00953518	0.0103086	0.00332382	0.0086108	0.00504117	0.014053	0.00402842	0.00894706	0.0132023	0.0120377	0.0116482	0.00709945	0.00983543	0.00794258	0.0116376	0.011335	0.0110041	0.0116647	0.0110513	0.00921776	0.0116887	0.0102767	0.0118945	0.0052742	0.0088988	0.00733018	0.00514846	0.0083082	0.0104152	0.00422785	0.00630114	0.00998503	0.0119182	0.0127267	0.00505141	0.00948333	0.00724837	0.0110993	0.00834319
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	0.0	0.000185187	0.0	0.0	0.0	0.0	0.0	0.000717205	9.31994e-05	4.18719e-05	8.18916e-05	8.9394e-05	0.000111631	0.00013707	6.95937e-05	8.99919e-05	0.0	0.000240596	7.8428e-05	6.7986e-05	0.0	0.0	4.407e-05	9.33717e-05	4.14742e-05	0.0	7.49669e-05	0.0	3.29312e-05	2.58183e-05	1.90086e-05	5.02826e-05	1.74618e-05	7.39098e-06	3.86248e-05	1.49999e-05	0.0	6.30756e-05	0.0	0.0	0.0	0.0	0.000119123	2.30573e-05	0.0	0.0	4.28154e-05	0.0	0.0	9.14126e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.82438e-05
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.0103508	0.0117361	0.0100376	0.0132572	0.0114173	0.0106714	0.00676457	0.0103377	0.00998679	0.0141274	0.0110618	0.0138764	0.0123207	0.0133526	0.012036	0.0086246	0.006769	0.00947119	0.0111146	0.0126051	0.0093018	0.0106617	0.00678967	0.0139935	0.00710772	0.0119195	0.0130449	0.0111561	0.0121216	0.00766906	0.0111974	0.010596	0.0130503	0.012093	0.0139835	0.0118919	0.0106045	0.0113279	0.0107615	0.00923035	0.0115786	0.00554457	0.0131255	0.00787328	0.00694311	0.00755524	0.0127935	0.00560784	0.00933341	0.0125834	0.0123115	0.0140533	0.00720277	0.0125795	0.00727077	0.0118068	0.0119665
PWY-6165: chorismate biosynthesis II (archaea)	0.0	0.000480553	0.0	0.0	0.0	0.0	0.0	0.00170941	0.000244556	0.000111021	0.000215711	0.000235676	0.000292939	0.000358359	0.000183697	0.000235519	0.0	0.00061503	0.00020665	0.000179461	0.0	0.0	0.000116143	0.000245986	0.000109515	0.0	0.000197854	0.0	8.73867e-05	6.84448e-05	5.05313e-05	0.000132963	4.64535e-05	1.96874e-05	0.000102398	3.99112e-05	0.0	0.000166642	0.0	0.0	0.0	0.0	0.000312356	6.11804e-05	0.0	0.0	0.000113336	0.0	0.0	0.000240591	0.0	0.0	0.0	0.0	0.0	0.0	0.000231999
PWY-6167: flavin biosynthesis II (archaea)	0.0	0.000280381	0.0	0.0	0.0	0.0	0.0	0.00166023	0.000211451	0.000147969	0.000327596	0.000223277	0.000214255	0.000352213	0.000171505	0.000330215	0.0	0.000640973	0.00030516	0.000197732	0.0	0.0	0.000184703	0.000251228	0.00014653	0.0	0.000166317	0.0	0.000170148	2.5384e-05	8.05966e-05	0.000148624	0.0	0.0	7.06323e-05	6.56044e-05	0.0	0.000215743	0.0	0.0	0.0	0.0	0.000373732	6.92644e-05	0.0	0.0	5.91626e-05	0.0	0.0	0.000373295	0.0	0.0	0.0	0.0	0.0	0.0	0.000342746
PWY-6168: flavin biosynthesis III (fungi)	0.00124608	0.00090665	0.000842856	0.000431886	0.00238101	0.00390093	0.00311901	0.00320844	0.00272935	0.00136138	0.00170093	0.00217665	0.000294674	0.00133704	0.00125435	0.00340523	0.0031009	0.00207383	0.00126101	0.000456134	0.000732346	0.000825503	0.00309151	0.000454397	0.00326577	0.00164856	0.00024242	0.000101984	0.00133665	2.69631e-05	0.00244477	0.00117334	7.67902e-05	0.00119957	0.000118065	0.00129798	0.00121726	0.00148342	0.00118923	0.00213474	0.000689665	0.00207038	0.00208981	0.00259757	0.00378272	0.00315816	0.0033964	0.00298188	0.00527069	0.000738532	0.00442298	0.0	0.00361379	0.0	0.00291989	0.000814283	0.00362733
PWY-6174: mevalonate pathway II (haloarchaea)	2.20458e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69111e-05	0.0	0.0	2.69803e-05	0.0	1.08145e-05	4.04655e-05	0.0	0.0	0.000182001	4.86298e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30713e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79539e-05	3.37087e-05	0.0	0.0	0.0	0.0	0.0	7.48313e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182: superpathway of salicylate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53379e-05	0.0	0.0	0.0	2.08179e-05	0.0	0.0	0.00103913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000164848	0.0	8.24239e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	0.0	0.0	0.0	0.0	0.0	0.0	1.27162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.30843e-06	0.0	9.53669e-06	0.0	3.52535e-05	0.0	0.0	0.0	4.47002e-05	0.0	0.0	0.00113589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34535e-05	0.0	0.0	0.0	0.0	0.0	0.000162718	0.0	1.35281e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.38244e-06	0.0	0.0
PWY-6210: 2-aminophenol degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15037e-06	0.0	0.0	0.0	0.0	0.0	8.29826e-06	1.06401e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.97061e-07	0.0	3.69623e-06	0.0	0.0	0.0	0.0	3.4349e-06	0.0	0.0	0.0	0.0	0.0	7.1557e-06	0.0	8.44613e-06	0.0	0.0	0.0	0.0	5.95538e-06	2.63845e-06	0.0	5.03647e-05	0.0	1.35332e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6215: 4-chlorobenzoate degradation	3.51831e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55936e-06	0.0	0.0	5.92375e-05	0.0	0.0	0.0	3.63431e-06	0.0	0.0	1.04413e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4646e-05	0.0	1.19645e-05	0.0	0.0	0.00014698	0.0	0.0	0.0	0.0	0.0	0.0
PWY-621: sucrose degradation III (sucrose invertase)	0.00131787	0.000986863	0.00223534	0.000842949	0.00128494	0.00441401	0.00289696	0.00204428	0.00213854	0.00109351	0.00137685	0.00113125	0.000836358	0.00114463	0.00211004	0.00198526	0.00310506	0.000899098	0.00202499	0.000874235	0.00651591	0.00245792	0.0023873	0.000696807	0.00230558	0.00219427	0.001742	0.00278927	0.00145775	0.00364727	0.00276196	0.00148484	0.000292866	0.0013324	0.00126937	0.00154631	0.00189228	0.00235606	0.00158254	0.00132878	0.0011819	0.00267477	0.00120841	0.00167311	0.0029029	0.00229383	0.000775661	0.00365004	0.0026582	0.00166751	0.00248097	0.000389093	0.00366768	0.0	0.00221069	0.0016384	0.0014754
PWY-622: starch biosynthesis	0.0	0.0	0.000782912	0.000344804	0.000804519	0.0	3.22167e-05	0.000377111	0.00130881	0.0	0.000708143	0.000788206	0.000184251	0.00114886	0.000352258	0.000423664	0.000127582	0.000401716	0.000465339	0.000261042	0.000426717	0.00145417	0.0	4.88864e-05	0.0	0.000435993	0.000108124	0.000114247	0.000216898	0.0	0.0029681	0.000408347	0.0	0.000462136	0.0	0.0	0.000102671	0.000339097	0.0	0.000119906	0.000672011	0.0	0.000305543	0.0	0.0	0.0	0.000288287	5.37514e-05	0.0	0.000429039	0.0	0.00497013	0.000200333	0.0	4.32727e-05	0.00128133	0.0
PWY-6270: isoprene biosynthesis I	0.00442696	0.00404538	0.00403012	0.00207601	0.0061378	0.00627766	0.00513119	0.00651316	0.005993	0.00356175	0.00513673	0.00663998	0.00388458	0.00491619	0.00652018	0.00486287	0.00446295	0.0042159	0.00494409	0.00465483	0.00907727	0.0056157	0.00422247	0.00370063	0.00571274	0.00443185	0.00334076	0.00360757	0.00485804	0.00539544	0.00419387	0.00472293	0.0028235	0.0044104	0.00310096	0.00420497	0.00389521	0.00469862	0.00372729	0.00614476	0.00451207	0.00434253	0.00452663	0.00458109	0.00593601	0.00523989	0.00580705	0.00428321	0.00582729	0.00578579	0.0045316	0.0069806	0.00532544	0.0082741	0.00434918	0.00529129	0.0046553
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.0119181	0.0092932	0.0122883	0.0154478	0.0113378	0.0108436	0.00708912	0.0103886	0.00816481	0.00998642	0.0119733	0.0108492	0.0122017	0.010935	0.010907	0.00783427	0.00748264	0.0103897	0.0100744	0.00940551	0.00815133	0.00907964	0.00744604	0.00932054	0.00656723	0.00891037	0.0130637	0.0137633	0.011815	0.00750897	0.0100484	0.00985839	0.0127534	0.0108516	0.0113521	0.0119141	0.0127749	0.00917796	0.0116012	0.011785	0.0121174	0.00600422	0.00991437	0.00938178	0.00682289	0.00859042	0.0107921	0.00659285	0.00918193	0.0102045	0.0117073	0.0115049	0.00673156	0.00745555	0.00847444	0.0102966	0.00976672
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08423e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12005e-05	0.0	0.0	0.0	0.0	8.75396e-06	0.0	0.0	0.0	0.0	0.0	3.0146e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.00236099	0.000265698	0.00121244	0.000310736	0.00132465	0.00334806	0.00416438	0.0035351	0.00237832	0.000239715	0.000521964	0.00128203	0.000226915	0.000752158	0.00119531	0.00317152	0.00433017	0.00233295	0.000840804	0.000433947	0.000909621	0.00221967	0.00429815	0.00122236	0.00395245	0.00239693	0.000274671	0.000744548	0.000628704	0.00423995	0.00281947	0.0020004	0.000209137	0.00126095	0.000906313	0.0014159	0.00153885	0.00166138	0.00067739	0.000893751	0.00130756	0.0047722	0.00112285	0.00435409	0.00383872	0.00288546	0.000973825	0.00427683	0.00237392	0.00140049	0.00364856	0.00606392	0.00382489	0.0066115	0.00394471	0.00140096	0.00396201
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.00127453	0.000217765	0.000465992	0.00018348	6.35911e-05	0.000229288	0.00185673	5.02268e-05	0.000839333	0.00025083	0.000575651	0.000224402	0.000251165	0.000493272	0.000190622	0.00146414	0.00207293	0.000881284	0.000455325	0.000245418	0.00051435	0.000607071	0.00201201	1.49064e-05	0.00162145	7.80485e-05	9.27704e-05	6.39672e-05	0.000496838	0.000155384	0.000447391	0.00042047	0.000283886	0.000416258	5.51667e-05	0.000468587	9.57416e-05	0.000234392	0.000401199	0.000646555	0.00020738	0.00333178	0.00010866	0.000732898	0.00148694	0.0014041	0.000675687	0.00288688	0.00121394	0.000700158	0.0	0.000555783	0.00217435	0.0	0.0019946	0.000225957	0.000389587
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.0016931	0.00021304	0.000169132	9.75395e-05	0.0	0.000415939	0.00266111	8.32142e-05	0.00125943	0.000312907	0.0001117	0.0	0.0	0.0	0.000214283	0.00207753	0.00290368	0.00138389	0.000498343	0.0	0.000392504	0.00102067	0.00282259	0.0	0.00237828	8.42736e-05	0.000129386	0.0	0.0	0.000301104	0.0	0.000741954	0.000291466	0.000612053	0.000103179	0.000617352	0.0	0.000397923	0.000308931	0.000712878	0.000379721	0.00357353	0.0	0.00128328	0.00222403	0.00206915	0.000503473	0.00337987	0.00130526	0.000753888	0.0	0.0	0.00292984	0.0	0.00267542	0.00026381	0.000726612
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.000728295	0.0011007	0.00122735	0.00111599	0.000780439	8.80431e-05	0.00109494	0.00078928	0.00111527	0.00183996	0.00120639	0.00131146	0.00121584	0.00170472	0.00162419	0.00112712	0.000514531	0.000232091	0.00210705	0.00178828	8.28087e-05	0.0019417	0.000579252	0.00153539	0.000101879	0.00232808	0.00183134	0.00140099	0.00174086	0.00123038	0.00135808	0.000804074	0.00130741	0.00161436	0.00241499	0.0005177	0.00106593	0.00126067	0.00147927	0.001396	0.0013756	0.000264652	0.00151925	0.000671371	6.01556e-05	0.00120875	0.00228667	0.000498192	0.000540666	0.00209152	0.000326446	0.000833969	0.00117137	0.00256827	0.000523161	0.00117574	0.00114102
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000170021	1.94743e-05	4.3675e-05	0.0	4.16009e-05	6.07876e-05	0.000906559	0.0	0.000266485	1.31197e-05	9.85318e-06	4.48163e-05	1.31466e-05	0.0	3.88419e-05	0.000659565	0.000840456	0.000286868	6.3809e-05	3.75084e-05	4.6189e-05	6.85135e-06	0.000793526	0.0	0.000221683	2.46322e-05	5.59772e-05	0.000120497	0.0	0.000924934	1.45564e-05	0.000126894	0.0	0.000165215	1.97165e-05	0.000126211	3.77624e-05	5.19786e-05	2.1608e-05	0.000218819	5.52126e-05	0.000900968	2.60004e-05	0.000222533	0.000135675	0.000439624	3.8611e-05	0.000615478	0.000161557	0.0	0.000261696	0.0	0.000621922	0.0	0.00065415	7.54157e-05	0.0
PWY-6305: superpathway of putrescine biosynthesis	0.000949324	0.00145119	0.00126795	0.00083775	0.00137988	0.000676036	0.00226553	0.00188588	0.00197445	0.000661529	0.00103743	0.00116725	0.00114501	0.000863886	0.00149602	0.00142883	0.00331238	0.0011422	0.000697613	0.000786112	0.000342278	0.00243308	0.0024751	0.00128673	0.0016635	0.00232881	0.000814747	0.00122774	0.000738449	0.00389787	0.00170498	0.00118192	0.00154819	0.000867134	0.000961653	0.00160598	0.00169065	0.00394216	0.00149952	0.00130957	0.0010265	0.00200288	0.00141196	0.00160488	0.00111781	0.00148926	0.0013549	0.00254035	0.00174043	0.0007756	0.0014511	0.00292484	0.00224684	0.0	0.00177292	0.00153259	0.00348547
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7259e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6313: serotonin degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16304e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00571979	0.00595886	0.00608536	0.0056962	0.00542198	0.00304777	0.00560925	0.00418334	0.00577855	0.00554079	0.00727644	0.00427409	0.00699277	0.00564481	0.00544479	0.00577776	0.0039773	0.00350292	0.00641953	0.00524575	0.00403392	0.00606685	0.00404565	0.00375423	0.0049214	0.00574356	0.00664593	0.00628605	0.00584316	0.00390235	0.00582417	0.0050773	0.00584284	0.00537265	0.00675365	0.00481831	0.00815853	0.00417145	0.00573242	0.00647423	0.00534929	0.00475355	0.00467019	0.00583366	0.00509487	0.00572459	0.00565724	0.00495355	0.00329661	0.00558098	0.00281341	0.00433869	0.00546121	0.00571171	0.00397331	0.00701246	0.00459391
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	4.3154e-06	0.0	0.0	0.0	2.97503e-06	1.84712e-05	2.40838e-05	0.0	2.11622e-05	0.0	0.0	0.0	0.0	0.0	1.52802e-05	0.0	7.56469e-05	6.92324e-06	0.0	7.14716e-06	1.57632e-05	1.04174e-05	3.25886e-05	0.0	1.38084e-05	4.74094e-06	0.0	0.0	0.0	7.58172e-06	0.0	0.0	0.0	5.52096e-06	0.0	0.0	0.0	1.6898e-05	0.0	0.0	0.0	0.000133406	3.92842e-06	0.0	4.89511e-05	0.000122521	7.19919e-06	0.000179877	4.14108e-05	0.0	0.0	0.0	0.0	0.0	5.16743e-05	0.0	0.0
PWY-6328: L-lysine degradation X	0.0	0.0	0.0	0.0	2.58123e-06	3.54817e-05	0.000252526	0.0	0.000128834	0.0	0.0	0.0	0.0	0.0	2.26104e-05	5.83134e-05	0.000557543	3.68612e-06	6.13897e-06	0.0	2.51882e-05	2.18674e-06	0.000599616	0.0	9.39242e-05	0.0	0.0	0.0	0.0	1.79576e-06	0.0	1.23956e-05	0.0	1.60802e-05	0.0	1.21302e-05	0.0	2.65316e-05	0.0	0.0	0.0	0.0	9.13423e-06	8.86966e-05	0.000114065	0.000115856	2.76149e-06	0.000137599	7.23376e-05	0.0	0.000108379	0.0	0.00017559	0.0	0.000310132	0.0	0.0
PWY-6349: CDP-archaeol biosynthesis	8.33127e-06	0.000132193	0.0	0.0	0.0	0.0	0.0	0.000715557	6.44874e-05	4.88682e-05	9.73445e-05	7.78347e-05	9.99591e-05	0.000136481	6.31958e-05	9.75085e-05	0.0	0.000222348	9.17088e-05	6.50189e-05	0.0	0.0	4.99545e-05	8.10028e-05	4.86774e-05	0.0	0.00010958	0.0	4.04881e-05	2.6951e-05	2.39116e-05	5.48088e-05	0.0	0.0	3.81391e-05	3.54108e-05	0.0	6.04889e-05	0.0	0.0	0.0	0.0	0.000109179	1.9122e-05	0.0	0.0	3.386e-05	0.0	0.0	0.000166904	0.00010823	0.0	0.0	0.0	0.0	0.0	8.76536e-05
PWY-6350: archaetidylinositol biosynthesis	7.20836e-06	0.000121121	0.0	0.0	0.0	0.0	0.0	0.000636398	5.76658e-05	4.40428e-05	8.32892e-05	6.55025e-05	8.97784e-05	0.00011218	4.54851e-05	7.86887e-05	0.0	0.000189371	7.94063e-05	5.71905e-05	0.0	0.0	4.56924e-05	7.30884e-05	4.37876e-05	0.0	9.70809e-05	0.0	3.09727e-05	2.39788e-05	1.92e-05	4.70091e-05	0.0	0.0	3.28593e-05	3.20807e-05	0.0	4.91818e-05	0.0	0.0	0.0	0.0	0.000101091	1.74649e-05	0.0	0.0	2.90857e-05	0.0	0.0	0.000116845	0.0	0.0	0.0	0.0	0.0	0.0	6.96659e-05
PWY-6353: purine nucleotides degradation II (aerobic)	0.00169607	0.00121465	0.00122252	0.000676668	0.000406701	0.00100855	0.00373915	0.00100121	0.00242037	0.00130884	0.00143094	0.000716877	0.000872725	0.00150992	0.00204312	0.00423421	0.00421912	0.00151632	0.00128876	0.00137416	0.00163922	0.00170267	0.00447885	0.00118575	0.0040498	0.00149102	0.000917991	0.000367872	0.00177525	0.00077732	0.00131461	0.00171904	0.000893146	0.0015827	0.000720255	0.00139459	0.000739685	0.00115249	0.000995906	0.00147985	0.00152144	0.00505784	0.00121845	0.00231514	0.00562338	0.00181815	0.00254697	0.00380928	0.00370735	0.00195469	0.00233639	0.00132193	0.0044061	0.0	0.00325195	0.000810697	0.00141744
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.0126724	0.0140715	0.0132525	0.0165337	0.0114268	0.0109713	0.00668823	0.01055	0.00989914	0.015112	0.0126531	0.014491	0.0151306	0.0137873	0.0133312	0.00886553	0.00774647	0.0107784	0.0129939	0.0171263	0.0100911	0.010506	0.0079756	0.0196468	0.0081226	0.010569	0.0146732	0.0140254	0.0140703	0.00835066	0.0106363	0.0118844	0.0145941	0.0136176	0.0138573	0.0133843	0.0140027	0.0108969	0.013876	0.0116626	0.013404	0.00631552	0.0139323	0.010019	0.00704215	0.00902069	0.0139292	0.00634066	0.00942476	0.014422	0.0126355	0.0145436	0.00782075	0.0110468	0.00941582	0.012301	0.0159958
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.0132486	0.0144112	0.0140942	0.0170105	0.011419	0.0105041	0.00664174	0.0106742	0.0102958	0.0155798	0.0136178	0.0144975	0.016243	0.0144655	0.0136655	0.00916168	0.00749639	0.0108235	0.0137164	0.0172351	0.0101391	0.0108564	0.00777882	0.0199589	0.00788907	0.0114637	0.0154366	0.0149647	0.0145128	0.00836281	0.0109762	0.012993	0.0152334	0.0142903	0.0142303	0.013863	0.0146026	0.0111856	0.0150674	0.0124831	0.0142691	0.00604331	0.0146084	0.010617	0.00673832	0.00914929	0.0144376	0.00629789	0.00922154	0.0146122	0.0123916	0.0147994	0.00796487	0.00939023	0.00938807	0.0127573	0.0166523
