# Pathway	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.0103702	0.0114507	0.011857	0.01071	0.0121735	0.0107536	0.0130805	0.0117718	0.0115791	0.013407	0.0103394	0.0114105	0.0131555	0.0111408	0.0095574	0.0130697	0.0125749	0.0124381	0.012201	0.0135193	0.0101122	0.0120525	0.0122229	0.0105978	0.0101925	0.0105612	0.0112611	0.00849404	0.0100681	0.0113058	0.012637	0.00977154	0.0125815	0.0103071	0.0106499	0.0118892	0.0115509	0.010041	0.0132246	0.0132223	0.010627	0.0102829	0.0108321	0.0123573	0.0141855	0.00703709	0.0105415	0.0109121	0.0106901	0.0102627	0.00941392	0.0135751	0.0158757	0.0114119	0.00705837	0.0114037	0.0135842	0.0132556	0.00971022	0.0144414	0.0143226	0.0111607	0.0122726	0.0116042	0.008945	0.011512	0.0128549	0.0130608	0.00952938	0.0108344	0.0111617	0.0119165	0.0134064	0.0113058	0.011888	0.0111498	0.0139147	0.0118133	0.0108249	0.0109379	0.0143587	0.0108868	0.0135188	0.0134555	0.0169535	0.0118083	0.0105621	0.00917534	0.0128526	0.0108654	0.0118044	0.0109985	0.0111377	0.011558	0.0109297	0.0138157	0.00908946	0.0113794	0.0127006	0.0111815	0.0112518	0.0111756	0.0105271	0.0159825	0.0108689	0.0108272	0.0101126	0.0145669	0.0118881	0.00996894	0.0062741	0.0113842	0.0103328	0.0153234	0.0142309	0.0115086	0.00926177	0.0123052	0.0151602	0.0117672	0.0108531	0.0123416	0.0106383	0.0111183	0.0130364
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41092e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26188e-05	0.0	0.0	1.5438e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18364e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77188e-05	0.0	0.0	0.0	0.0	3.08135e-05	0.0	0.0	0.0	0.0	5.56406e-05	3.65009e-05	0.000117865	0.0	3.78309e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77135e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01188e-05	0.0	0.0	0.0	0.0	0.0
PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	0.000137315	9.22713e-05	1.98364e-05	0.000134622	0.0	0.0	0.0	0.0	7.98406e-05	0.0	0.0	0.0	0.0	4.98301e-05	0.0	0.0	0.000127537	0.0	0.00010434	0.0	0.000163598	0.0	0.000138449	0.0	0.000254032	0.0	0.0	0.0	0.0	8.15032e-05	0.0	1.06871e-05	8.44544e-05	0.0	0.0	0.0	8.25612e-05	0.0	0.0	6.04105e-05	0.0	0.0	0.0	0.000162641	0.0	0.0	0.0	0.0	0.0	0.0	8.46542e-05	0.000116673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026328	0.0	0.0	0.0	8.74593e-05	9.68462e-05	0.0	0.0	6.45533e-05	0.0	0.0	0.0	6.86657e-05	0.0	0.0	1.82099e-05	0.0	0.0	0.0	4.9335e-05	0.0	0.0	0.0	4.53534e-05	0.0	0.0	0.000210311	2.95953e-05	7.07367e-05	8.04456e-05	0.0	0.0	0.0	9.11759e-05	0.000143908	9.2404e-06	0.0	0.0	0.0	0.0	7.5334e-05	0.0	0.0	0.0	4.5237e-05	0.0	0.0	0.0	0.0	5.60285e-05	9.85527e-05	4.23365e-05	4.17333e-05	0.0	0.0	0.0	0.000178024	0.0	0.0	0.0	0.0	0.0	0.000104742	2.87883e-05	4.87693e-05	0.00011625
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0.0	0.0	0.0	0.0	8.20079e-05	0.0	0.0	0.0	0.0	0.0	5.57839e-05	7.99106e-05	0.0	0.0	0.0	0.0	0.0	2.99478e-05	0.0	0.000199727	5.8859e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61027e-05	0.0	7.13705e-06	2.49298e-05	0.0	0.0	0.0	0.0	0.000100529	5.47116e-05	0.0	0.0	0.0	4.15698e-05	4.01771e-05	0.0	0.0	0.0	0.0	0.0	5.11093e-05	0.0	0.0	0.0	0.000108264	7.69366e-05	0.0	0.0	4.72429e-05	5.48213e-05	0.0	0.000164211	0.0	0.0	0.0	0.0	0.0	4.98947e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89009e-05	0.000116435	5.90615e-05	0.0	2.99914e-05	0.0	0.0	0.0	5.37803e-05	0.0	2.30931e-05	1.50783e-05	4.20489e-05	0.0	0.0	2.37484e-05	0.0	5.1683e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.92779e-05	2.68192e-05	0.0	0.0	0.0	4.92786e-05	0.0	0.0	0.000141414	3.6364e-05	2.84776e-05	0.0	0.0	1.05507e-05	0.0	4.78092e-05	0.0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43411e-05	0.0	0.0	0.0	0.0	2.3607e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.00132395	0.00210873	0.00260401	0.000850156	0.00203588	0.00375276	0.00207701	0.00208371	0.00188377	0.00170045	0.00143431	0.00113029	0.00217596	0.00381552	0.000896292	0.0011884	0.000952313	0.00224157	0.00209976	0.00178848	0.00114616	0.00267914	0.000998696	0.00268924	0.00210596	0.00086012	0.00157882	0.00256551	0.00221863	0.00190884	0.00165938	0.00203206	0.001415	0.00250925	0.00226027	0.00137377	0.00123626	0.00124918	0.00161732	0.00171525	0.00195537	0.00246143	0.001531	0.00203362	0.000641447	0.00036114	0.00232906	0.00242092	0.00168686	0.00163057	0.00148719	0.000179133	0.000810575	0.000652243	0.00102682	0.000420305	0.00254084	0.000680522	0.00268555	0.000878638	0.000855142	0.00184726	0.00276557	0.0018357	0.00175315	0.00101508	0.00180719	0.00165302	0.00298599	0.00202239	0.00130899	0.00217652	0.00154046	0.00113941	0.00156321	0.00265161	0.00228023	0.00201598	0.00185393	0.00298761	0.00165422	0.00178561	0.000601711	0.00183954	0.000294306	0.00385027	0.00175765	0.00125547	0.00178588	0.00223353	0.000808258	0.00375155	0.00175572	0.00241216	0.00286141	0.0010609	0.00181357	0.00228464	0.00168279	0.00180688	0.00201759	0.00121646	0.00243381	0.000403632	0.00094841	0.00148381	0.00162785	0.00109141	0.00156484	0.00250585	0.00063732	0.00204896	0.00261857	0.00223044	0.00202616	0.00142727	0.00181739	0.00117249	0.00190691	0.0013155	0.00251003	0.000754906	0.00329436	0.00164495	0.00173678
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0.0	0.0	0.0	0.0	0.0	0.0	0.0013689	7.53563e-05	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00223255	0.0	0.000136607	0.0	0.0	0.0	0.0	6.99346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42205e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.28023e-05	0.000256885	0.0	0.0	0.0	0.0	7.20881e-05	0.00195729	0.0	0.000182648	0.0	0.000440644	0.0	0.0	0.000133231	0.0	0.0	4.00349e-05	6.99328e-05	0.000330193	0.0	0.0	6.14902e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	9.76778e-05	0.0	5.06039e-05	0.000344662	1.70624e-05	0.0	1.41252e-05	0.0	3.90737e-05	0.0	2.60167e-05	0.0	5.19078e-05	2.2947e-05	0.0	5.25633e-05	0.000103643	0.0	0.0	0.0	0.000112489	0.000293234	0.0	0.0	0.000361523	0.0	0.0	1.57802e-05	0.0	0.0	0.0	1.70053e-05	0.0	0.000274005	9.50863e-05	3.99598e-05	9.06023e-06	0.0	6.54856e-05	1.44388e-05	0.000157522	0.0	0.0	0.0	0.0	1.07468e-05	2.39787e-05	0.0	0.0	0.0	0.000397847	0.000219834	0.0	0.0	0.0	0.000213918	4.10585e-05	0.0	0.0	0.0	6.91208e-05	0.0	0.0	2.45752e-05	0.0	0.0	0.0	1.91298e-05	0.0	2.99571e-05	7.82503e-05	0.0	0.0	0.0	0.0	8.53387e-05	0.0	2.26531e-05	7.03618e-05	1.81484e-05	1.44448e-05	0.0	4.14925e-05	0.0	0.0	0.0	0.0	0.000190138	6.50546e-05	5.44078e-05	0.0	0.0	3.76765e-05	1.427e-05	6.30779e-06	0.0	0.0	0.0	0.0	0.000201812	3.41459e-05	0.0	3.9701e-05	0.0	0.0	6.03467e-05	0.0	0.000150236	2.30708e-05	3.43292e-05	0.0	1.95135e-05	0.0	0.0	0.0	0.0	0.000113006	0.0	2.38686e-05	6.84936e-05	3.59342e-05	0.0	8.62254e-06	0.0	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.000834697	0.00065347	0.000789814	0.00127586	0.000927971	0.00171752	0.000995691	0.00107584	0.000622373	0.000735029	0.00075634	0.00170728	0.00211173	0.00141077	0.000832574	0.000801895	0.00142079	0.00139201	0.00155697	0.000903812	0.00172468	0.00109915	0.00130786	0.00112437	0.000914127	0.00105132	0.000766948	0.0021954	0.000346906	0.00120231	0.000793941	0.00186052	0.000733461	0.0011804	0.00166682	0.00217434	0.00139882	0.00154416	0.00151437	0.00207256	0.001434	0.00198782	0.00156224	0.00342083	0.00419708	0.00158142	0.000737925	0.00175736	0.00126709	0.00173431	0.000879604	0.00115207	0.00218942	0.00155225	0.00136336	0.00109383	0.000827425	0.00185287	0.00167029	0.00164868	0.000644955	0.00138326	0.00189952	0.000680385	0.00200428	0.00231049	0.00457411	0.00117279	0.00102088	0.00238413	0.00218958	0.00232834	0.00109496	0.00138194	0.00220261	0.00247312	0.00157414	0.00200101	0.00134075	0.00138273	0.0016173	0.00227456	0.00372528	0.00272206	0.00378055	0.00238704	0.00142564	0.00137106	0.00160746	0.0011158	0.00158146	0.0025557	0.00112436	0.00161041	0.00194262	0.00182169	0.00167891	0.00169761	0.00189916	0.00169735	0.00277565	0.000759936	0.00134465	0.00097861	0.00112583	0.00288527	0.000225665	0.00116809	0.00121699	0.0021991	0.00189485	0.00175437	0.00253538	0.00224274	0.00202313	0.00190306	0.00101069	0.00196413	0.00215784	0.001488	0.00118953	0.000570273	0.00233077	0.00337032	0.00147378
PWY-6518: bile acids epimerization	4.2908e-05	1.37701e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.98875e-05	5.47679e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.80064e-05	0.0	0.0	1.73291e-05	0.0	0.0	0.0	6.67312e-05	0.0	0.0	0.0	0.0	8.90309e-05	0.0	0.0	3.02242e-05	2.69711e-05	0.0	7.96114e-05	0.0	1.73672e-05	2.55857e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76201e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000115781	0.0	0.0	0.0	2.71197e-05	0.0	0.0	0.0	0.0	2.83973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.60676e-06	0.0	3.13937e-05	1.19179e-05	0.0	0.0	0.0	0.0	0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.00322722	0.00122238	0.00177989	0.0025593	0.00107939	0.00148083	0.00112196	0.000686824	0.003283	0.000452747	0.00145813	0.000906602	0.000346966	0.0010473	0.00164794	0.000501373	0.00194937	0.00134142	0.00124112	0.0003579	0.00185702	0.000926378	0.000605426	0.00194392	0.00263356	0.00313583	0.00246665	0.00402304	0.00241903	0.00210171	0.00121034	0.00264146	0.000503215	0.00378214	0.00257817	0.00031619	0.00175187	0.00295893	0.000824439	0.00175017	0.00183269	0.00239299	0.00340862	0.00144845	0.00115263	0.00353835	0.00106814	0.000831241	0.00139679	0.00235329	0.0027318	0.000787475	0.00222747	0.00186401	0.00289852	0.000845269	0.0015039	0.00198192	0.00260608	0.000506716	0.00103466	0.000673373	0.000714964	0.00197518	0.00333793	0.000700382	0.00158544	0.00128882	0.00176995	0.00157266	7.63878e-05	0.000915447	0.00045938	0.00205452	0.000669356	0.00191691	0.000538788	0.00053772	0.00116146	0.00207679	0.000568205	0.00221116	0.000270462	0.00102317	0.000738618	0.000629209	0.00264308	0.0022871	0.000811675	0.00164065	0.000744248	0.000981642	0.000988932	0.00183298	0.00168104	0.000821322	0.00295085	0.00180837	0.000606761	0.000982917	0.0016867	0.00305601	0.00288073	0.000287604	0.00180148	0.00124666	0.00102201	0.000449708	0.00142136	0.000630024	0.00333748	0.00132598	0.00145286	0.000561213	0.00044352	0.00115857	0.00446559	0.00105422	0.00125142	0.00238414	0.00173955	0.0014456	0.0010119	0.00187788	0.000824706
PWY-6524: lychnose and isolychnose biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6527: stachyose degradation	0.00390484	0.00505914	0.00683758	0.00563782	0.00458675	0.00707198	0.00398925	0.00593366	0.00499123	0.0062568	0.0063764	0.00693195	0.0071674	0.00694751	0.00341059	0.00619393	0.00453931	0.00747534	0.0090435	0.00621463	0.00422912	0.00854349	0.00496873	0.00550015	0.00451322	0.00420313	0.00557466	0.00471857	0.00272357	0.00893578	0.00874408	0.00736263	0.00818158	0.00345815	0.0055142	0.00618546	0.00786292	0.00255278	0.00425827	0.00347214	0.0053939	0.00578447	0.00495254	0.00487641	0.00626043	0.0037611	0.00709981	0.00745439	0.00703498	0.00320732	0.00313216	0.00296183	0.00286667	0.0060182	0.00425448	0.00601723	0.00478808	0.00430785	0.00517533	0.00581793	0.00622987	0.0116454	0.0055899	0.00478053	0.00413765	0.0062358	0.00626189	0.00389926	0.00534001	0.00677685	0.00641152	0.00769215	0.00862107	0.0055306	0.00747059	0.00943149	0.00585782	0.00778826	0.0050682	0.00385476	0.00405096	0.0064537	0.00660685	0.00530202	0.00489695	0.00441565	0.00432776	0.00467847	0.0061058	0.00429558	0.00745457	0.00612709	0.00555115	0.003769	0.00734472	0.00444358	0.00590919	0.0053857	0.00661687	0.00556946	0.00696883	0.00285485	0.00290727	0.00288954	0.00651196	0.00781185	0.00161919	0.00574272	0.0070734	0.00711673	0.00426454	0.00730396	0.00712861	0.00379762	0.00564679	0.00548597	0.00221992	0.00551656	0.00340286	0.00284293	0.00787373	0.00431179	0.00565618	0.00723186	0.00750661
PWY-6531: mannitol cycle	0.000409965	0.000151884	3.73755e-05	0.000517801	0.000160745	8.56083e-05	3.12048e-05	8.06554e-05	0.000173468	0.0	0.000705393	0.000230257	8.16431e-05	0.00024685	0.000827526	3.22564e-05	4.35248e-05	8.98662e-05	0.000382218	3.16569e-05	0.000384448	0.000241191	0.000308712	0.000393397	0.0002657	0.000780939	1.68181e-05	0.000956111	0.00015324	0.000177952	9.73531e-05	0.000307093	8.8722e-05	0.000532837	0.000265798	6.34471e-05	0.000134297	4.41869e-05	0.000440959	6.30698e-05	0.000440965	0.000356774	0.000257955	0.000100623	9.26878e-05	0.00251447	0.000256777	0.000198966	0.000255032	4.54736e-05	0.000406564	0.000607132	7.42737e-05	2.49073e-05	0.0016418	0.000235824	6.11922e-05	0.0	0.000468682	0.000304342	2.91878e-05	6.05906e-05	7.90202e-05	0.000109447	0.00104677	0.000283419	1.81642e-05	2.39941e-05	0.000143723	0.000208575	7.10454e-05	9.72066e-05	6.79222e-05	0.000719312	8.56251e-05	0.000520772	9.46866e-05	8.80147e-05	0.000341754	0.000368121	2.20471e-05	6.5994e-05	8.95002e-05	0.000334376	0.0	9.0864e-05	0.000230046	0.000448398	7.68049e-05	0.000253545	0.000136875	0.000143388	0.000359969	7.63848e-05	0.000180682	0.000124515	0.000567377	0.000216147	0.00013506	8.56713e-05	0.0	8.72425e-05	9.82803e-05	1.68078e-05	5.56157e-05	0.00024294	0.000521736	0.0	6.84225e-05	6.189e-05	0.00256543	0.000210141	8.3367e-05	0.0	5.59256e-05	0.000162573	0.000920583	0.000238795	8.33581e-05	0.000302582	6.0485e-05	0.000118726	0.000382409	0.000208843	0.000109071
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.000526008	0.000163198	0.0	0.000500838	4.04596e-05	0.000417572	0.000348472	0.000251279	0.000163728	0.0	0.000576414	0.000598253	0.0	0.0	0.00172581	0.00033281	6.43157e-05	4.2177e-05	0.00017571	0.000132428	0.000947361	0.000135581	0.000479548	0.0011032	0.000332484	0.00118532	0.000216845	0.00115432	0.00144659	0.000423072	0.000200157	0.000745348	0.000236433	0.000863576	0.000215274	0.000214774	0.00012948	0.00138143	0.00017156	0.000628099	0.00045379	0.000765332	5.96203e-05	0.000872742	0.000293866	0.00270183	0.000185076	0.000215753	0.0	0.00152942	0.000642402	0.000865845	0.000152404	0.000388208	0.00244998	0.000295094	0.000255847	4.35576e-05	0.0	0.000177547	3.03339e-05	0.0	0.00118231	0.000856032	0.00184581	0.000451075	0.000104114	2.53283e-05	0.000142772	0.000702215	0.00121155	0.000208759	0.000131535	0.00114381	0.0	0.00116537	0.000196048	7.70949e-05	0.000663422	0.00109725	0.000475425	0.000118225	0.000135885	0.000315013	0.000126639	7.84311e-06	0.0	0.00098534	0.000184821	0.000691951	0.000139628	0.0	8.96059e-05	7.20628e-05	0.000377498	0.000132032	0.000694833	0.000597224	0.000889106	8.78184e-05	5.59954e-05	3.64298e-05	0.000316828	0.0	6.88892e-05	0.000226539	0.0	0.0	0.000140098	0.00168597	0.00201382	4.18857e-05	0.0	0.000371737	0.000846208	0.00171536	0.000817214	0.00203253	0.00158541	0.000408	0.0	0.000366633	8.32141e-05	0.0	0.000203675
PWY-6549: L-glutamine biosynthesis III	0.00051052	0.00109637	0.000847374	0.000861306	0.000681097	0.00101484	0.00142771	0.000961434	0.000758958	0.000126601	0.000364389	0.00124962	0.00104777	0.00112314	0.000391347	0.000832973	0.00104363	0.00176552	0.00123348	0.000961161	0.00121625	0.00110739	0.000675074	0.00120515	0.000149062	0.00123679	0.000361358	0.0014092899999999	7.87733e-05	0.00111586	0.00159849	0.00108076	0.000865248	0.000665781	0.000192355	0.000504711	0.000762201	0.000527692	0.000957587	0.00124997	0.000810725	0.00155199	0.000624004	0.000780651	0.00203519	0.00129416	0.00172446	0.00124928	0.00050398	0.00057472	0.00128858	0.000744494	0.000970139	0.00036598	0.00133856	0.000423559	0.000939458	0.00100839	0.000937193	0.000800372	0.00153599	0.000579463	0.0016803	0.00135532	0.00149556	0.000619164	0.000905389	0.00103191	0.000801452	0.00146831	0.000306554	0.0010443	0.00133019	0.00206953	0.00137452	0.000739854	0.00107459	0.000869693	0.000812954	0.00132883	0.00090358	0.000867382	0.000435848	0.00152194	0.00137807	0.00101475	0.00180655	0.000589028	0.000488452	0.00123013	0.000744494	0.000549084	0.00122905	0.000677079	0.00184646	0.000926231	0.00132162	0.000995552	0.000631686	0.000607844	0.00113562	0.000689	0.000795212	0.000622945	0.000683401	0.00161487	8.68686e-05	0.000883198	0.00119574	0.000888728	0.00136933	0.00144696	0.00185274	0.00145297	0.000518931	0.00146668	0.000921692	0.000906316	0.000349414	0.00120946	0.000761597	0.00168288	0.00118721	0.000433155	0.00142569
PWY-6562: norspermidine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11688e-05	0.0	0.0	8.95078e-06	0.0	0.0	3.50542e-05	0.0	8.11613e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38496e-06	0.0	0.0	0.0	0.0	0.000120715	4.04701e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3302e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000151589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000111336	0.0	0.0	1.2271e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56315e-05	0.0	0.0	0.0	5.77147e-05	0.0	7.13882e-06	0.0	0.0	0.0	0.0	7.54355e-06	0.0	0.0	0.0
