# Pathway	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
PWY-6167: flavin biosynthesis II (archaea)	0.0	0.00150206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000988291	0.000568872	0.0	0.0	0.000300079	0.0	0.0	0.000987631	0.0	0.0	0.0	0.0	0.000888755	0.0	0.0	0.0	9.38714e-05	0.00119786	0.0	0.0	0.0	0.0	0.0	0.0	0.00125955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000713152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014012	0.0	0.00133345	0.0	0.0	0.0021727	0.0	0.00106829	0.0	0.0	0.0	0.0	0.0	9.75518e-05	0.000126613	0.000114354	0.00108251	0.000242658	0.000634222	0.000734779	0.0	0.0	0.000628527	0.000539845	0.000503453	0.0	0.000818508	0.0	7.5783e-05	0.0002998	0.00025257	0.000364174	0.0	0.0	0.0	0.0	0.0	0.000144809	0.00035409	0.0	0.0	0.000648181	0.000259257	0.0	0.0	0.00038419	0.0	0.0	0.000372022	0.0	0.0	0.0	0.000525753	0.0	0.0	0.0	0.0	7.97954e-05	4.966e-05	0.000234451	0.000756578	0.000957849	0.0	0.0	0.0	0.000431216	0.0014069	0.0	0.0	0.0	0.0	0.0	0.0	0.000802512	0.0	0.0	0.0	0.0	0.000941859	0.000488523	0.0	0.0	0.0	0.00017132	0.0	0.000377426	7.67017e-05	0.0	0.000595828	0.00125612	8.92716e-05	7.1155e-05	0.0	0.00026232	5.28391e-05	5.72486e-05	0.0	1.49992e-05	0.0	0.000468097	0.0	0.0	7.98341e-05	0.0	0.0	0.0	0.0010547	0.0	0.0	6.64863e-05	0.0	0.00119046	0.0	0.000896268
PWY-6168: flavin biosynthesis III (fungi)	0.00386458	0.00227214	0.00267602	0.00167296	0.0017399	0.00177833	0.0024119	0.00202891	0.00275542	0.00154361	0.000747259	0.00414415	0.00257062	0.0029148	0.0	0.00108534	0.00103333	0.00303697	0.00325587	0.00339058	0.00251272	0.00308141	0.00328259	0.00277896	0.000487414	0.00324781	0.00243456	0.00240861	0.00161924	0.003305	0.000848863	0.0032431	0.0	0.00218688	0.00473138	0.00348012	0.00136425	0.0032821	0.000533678	0.00223629	0.00160287	0.000804375	0.00247394	0.00266131	0.00109828	0.0	0.0	0.00226739	0.00386022	0.00413095	0.000902296	0.00304992	0.00193237	0.00423913	0.00262966	0.00237369	0.00354509	0.00524213	0.00290201	0.00227557	0.00140223	0.00509044	0.00084464	0.00121652	0.000608227	0.00273908	0.00242769	0.000753069	0.00196961	0.0014975	0.0022223	0.000895601	0.00142152	0.00196846	0.00283951	0.0033312	0.00422976	0.00317047	0.00235254	0.00325921	0.000681758	0.000202098	0.00115038	0.00118297	0.00153371	0.000464118	0.000196055	0.000401325	0.00276981	0.0	0.00110267	0.00174989	0.00332773	0.0035514	0.0013324	0.00299323	0.000138221	0.00300633	0.00282846	0.000743883	0.000290038	0.00203704	9.7549e-05	0.000998849	0.00035183	0.000207705	0.00374844	0.00267026	0.00144333	0.00130908	0.00254894	0.00403922	0.0	0.00192889	0.000487865	0.00242104	0.00227419	0.00309588	0.000447268	0.00202847	0.0031987	0.00319632	0.00131385	0.000719436	0.00312994	0.00334586	0.00170577	0.002157	0.00211147	0.00204289	0.00239101	0.00206368	0.000167075	0.000565662	0.00106377	0.00233114	0.000263385	0.00183577	0.00241604	0.00319776	0.00151632	0.00277249	0.00322085	0.000409968	0.00404319	0.00137264	0.00215837	0.00335377	0.00096644	0.000711698	8.97099e-05	0.00301168	0.000282581	0.00181759	0.00158299	0.00137376	0.00216512	0.0013127	0.00288041	0.00189019	0.00237201	0.00159704	0.00213392
PWY-6174: mevalonate pathway II (haloarchaea)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202288	0.0	0.0	0.0	9.22712e-05	2.19477e-05	0.0	5.98421e-05	0.0	0.0	0.0	0.0	4.01592e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64068e-05	5.88033e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11013e-05	0.0	0.0	9.55702e-05	0.0	2.16104e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95935e-05	0.0	0.000498149	0.000121003	0.0	0.0	0.0	0.0	0.000145833	0.0	8.93917e-05	0.0	0.00012511	0.0	2.5992e-05	0.0	9.78275e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000237886	4.75535e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.32186e-05	0.0	0.0	0.000121812	0.0	0.0	0.0	0.000152888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000332587	8.8318e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.27864e-05	0.0	0.0	0.0	0.0	0.000186855	0.0	0.0	0.0	0.0	0.0	0.0	0.000157779	2.98977e-05	0.0	0.0	2.08937e-05	2.67159e-05	1.56145e-05	0.0	3.25011e-05	0.0	2.14787e-05	0.0	1.03576e-05	0.0	0.0	0.0	0.0	3.4574e-05	0.0	0.0	0.0	7.26428e-05	0.0	0.0	0.0	0.0	8.2495e-06	0.0	9.15985e-05
PWY-6182: superpathway of salicylate degradation	0.0	0.0	0.0	0.0	0.0	0.000266253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68112e-05	0.0	0.0	0.0	4.92868e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.64718e-05	0.0	0.000129974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000570364	0.0	0.0	2.82733e-05	0.0	3.94456e-06	0.0	0.0	0.0	0.0	0.0	0.000339116	0.000678736	0.0	0.0	0.0	0.0	0.0	0.0	2.57001e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.23122e-05	0.0	0.0	0.0	0.0	2.26607e-05	0.0	0.0	4.69532e-05	6.13928e-06	0.0	0.0	5.56818e-05	0.0	0.0	0.0	0.0	0.000766437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26547e-05	0.0	0.0	0.0	1.57766e-05	0.00125212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26923e-05	0.0	0.0	0.0	0.0	1.12889e-05	0.0	0.0	0.0	1.32954e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69348e-06	0.0	0.0	3.60951e-06	0.0	0.0	0.0	0.0	0.0	5.51322e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.77445e-06	0.0	0.0	0.0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	0.0	0.0	0.0	0.0	0.0	0.000325949	0.0	0.000188461	0.0	0.0	0.0	0.0	0.0	0.0	2.70957e-05	5.79503e-05	0.0	0.0	6.55084e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.31517e-05	0.0	0.000117943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063199	0.0	0.0	2.72639e-05	0.0	3.07998e-06	0.0	0.0	0.0	0.0	0.0	0.00035966	0.000846743	0.0	0.0	0.0	0.0	0.0	0.0	2.71118e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.43574e-05	0.0	0.0	0.0	0.0	3.50324e-05	0.0	0.0	4.60743e-05	5.8246e-06	0.0	0.0	5.94426e-05	0.0	0.0	0.0	1.19929e-05	0.000797413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69495e-05	0.0	0.0	0.0	3.14358e-05	0.00131429	0.0	0.0	0.0	7.24801e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.10729e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.37871e-05	0.0	0.0	0.0	0.0	1.62389e-05	0.0	3.17114e-06	0.0	1.1292e-05	0.0	0.0	5.38666e-05	0.0	0.0	0.0	0.0	0.0	7.06236e-06	0.0	7.73337e-06	6.46753e-06	0.0	4.91962e-06	0.0	0.0	0.0	9.2897e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60769e-05	0.0	0.0	4.48873e-06
PWY-6210: 2-aminophenol degradation	0.0	0.0	0.0	0.0	0.0	0.000147677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62831e-05	0.0	0.0	6.76887e-05	0.0	0.0	0.0	2.07623e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1166e-05	0.0	0.0	0.0	0.0	0.000390079	0.0	0.0	4.24704e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22699e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.01215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12138e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.57184e-05	0.0	0.0	0.0	0.0	9.5688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77918e-06	0.0	0.0	0.0	0.0	0.00039965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01224e-06	0.0	3.70842e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.034e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05999e-06	0.0	0.0	1.79082e-06	0.0	0.0	0.0	0.0	0.0	1.78899e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.14334e-07	0.0	0.0	0.0	1.03526e-05	4.41966e-07	0.0	0.0	0.0
PWY-6215: 4-chlorobenzoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.97786e-06	0.0	0.0	4.26207e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55155e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01898e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.70033e-05	0.0	0.0	0.0	0.0	1.22283e-05	0.0	0.0	0.0	4.30632e-06	0.0	0.0	8.69611e-05	0.0	0.0	0.0	0.0	4.44507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.84893e-06	0.0	0.0	0.0	0.0	5.10194e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94863e-05	0.0	0.0	0.0	2.82774e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65585e-06	0.0	4.24537e-06	1.29085e-05	0.0	0.0	0.0	1.2134e-05	0.0	9.4188e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93588e-06
PWY-621: sucrose degradation III (sucrose invertase)	0.00260377	0.000822137	0.00364974	0.00119212	0.00429177	0.00365433	0.00229444	0.00200967	0.00384972	0.00253071	0.00117684	0.00200389	0.00275404	0.000901648	0.000892188	0.00278823	0.00270093	0.000911479	0.00386841	0.00208356	0.00214483	0.00269232	0.00258412	0.00213909	0.00140169	0.00301992	0.00226902	0.0026499	0.00267962	0.00175633	0.00215907	0.00241442	0.00170624	0.00131809	0.00481619	0.00367454	0.00183274	0.00407261	0.00358206	0.00378834	0.002011	0.00086205	0.00271978	0.00199589	0.00321745	0.00104317	0.00529929	0.00336098	0.00344622	0.00120044	0.00222408	0.00119007	0.00223684	0.00197875	0.000255976	0.0018003	0.00229878	0.00498175	0.00346939	0.00167547	0.00262328	0.0022416	0.00215156	0.00263581	0.00240872	0.0012614	0.00322707	0.00246794	0.00206218	0.00193086	0.00404598	0.00237969	0.00148937	0.00156925	0.0015815	0.00068406	0.00196455	0.00296474	0.00134893	0.00421944	0.0020198	0.00368331	0.00327636	0.00338181	0.00194569	0.00227542	0.00399313	0.0031331	0.001929	0.00170031	0.00142756	0.00230766	0.00340052	0.0019607	0.00302389	0.00361476	0.00226663	0.00239667	0.00241511	0.00295831	0.0026634	0.0023524	0.0047675	0.00261477	0.00149796	0.00322821	0.0050321	0.00180008	0.000515475	0.00209166	0.00192991	0.0031061	0.00191997	0.00356203	0.00238753	0.00194138	0.00245529	0.00263082	0.00252642	0.0024469	0.00225166	0.00318209	0.00108717	0.0042494	0.00339963	0.00154345	0.00280836	0.00182793	0.000996324	0.00191125	0.00271668	0.00327265	0.00131016	0.00297807	0.00262134	0.00153385	0.00212393	0.00231636	0.0020414	0.00217828	0.00210186	0.00301109	0.00325227	0.00283306	0.00198934	0.00309351	0.00197198	0.00298899	0.000863316	0.00331509	0.00179017	0.00313035	0.00180867	0.00235957	0.00187562	0.00118839	0.002619	0.00186596	0.00306928	0.00236459	0.00167264	0.00164893	0.00206569
PWY-622: starch biosynthesis	0.000703743	0.00102964	0.0	0.0	0.00082623	0.00198471	0.00150178	0.0	9.3388e-05	0.00372196	0.0024254	0.0	0.0	0.000432005	0.00394603	0.0	0.00514418	0.000691446	0.0023483	0.00216885	0.000407206	0.0	0.0	0.00101008	0.0	0.00429477	0.00249835	0.00105071	0.000535087	0.0	0.00404419	0.0	0.0028032	0.00262028	0.0	0.00080681	0.00149158	0.00220035	0.000228004	0.000148038	0.00120284	0.00162903	0.00440433	0.0	0.00419911	0.000129697	0.000159044	0.000200416	0.000511439	0.0	0.00130663	0.0012308	0.00434838	0.000606347	0.000197939	0.00239926	0.000292805	0.0	0.0	0.000788172	0.000691146	0.00241084	0.0	0.00169811	0.000377477	0.000272505	0.000205035	0.00385948	0.00307138	0.00153429	0.00119582	0.00430529	0.00122355	0.004728	0.000311819	0.000959685	0.00080284	6.72143e-05	0.0	0.0003088	0.000732811	0.0	0.000717226	0.0032806	0.00217609	0.00172934	0.000442197	0.0037928	0.00494049	0.00305372	0.00331922	0.0	0.00209433	0.00075157	0.0011083	0.00116144	0.000362512	0.000418552	0.000238335	0.00216999	0.00189176	0.000270458	0.000580375	0.00140533	0.00120251	0.00420342	0.000327371	0.000227904	0.0032406	0.0	0.000423217	0.000427949	0.00317451	0.00312881	0.00180076	0.000656143	0.0010687	0.000344096	0.00194019	0.00214661	0.0	0.00060071	0.000368829	0.0	0.0	0.00028615	0.0016358	0.00107682	0.000167899	0.000211487	0.00119379	0.00241292	0.000100127	0.00252952	0.0011622	0.00082876	0.000626292	7.23025e-05	0.00290353	0.000204008	0.000581791	0.000500494	0.000528154	0.00114658	0.000253184	0.000419775	0.00328989	0.000397898	0.000539391	0.00104846	0.00242797	4.7197e-05	0.00448076	0.000117979	6.93553e-05	0.000703094	0.0	0.00255958	0.00124702	0.00141365	0.00107534	0.00165889	0.000152056
PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000235613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000614983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6270: isoprene biosynthesis I	0.00767758	0.00648944	0.00673246	0.00703485	0.00604693	0.00596906	0.00436877	0.00167227	0.00210875	0.00603708	0.00688891	0.0067871	0.00745244	0.00630515	0.00571098	0.005234	0.00759731	0.00656364	0.00618702	0.00676594	0.00620063	0.00540584	0.00449796	0.00614553	0.00659081	0.00601627	0.00469504	0.00606912	0.00588187	0.00491773	0.00604619	0.003756	0.00564528	0.0062561	0.00548853	0.00481438	0.00386697	0.00614262	0.00800215	0.00500997	0.00556556	0.00681537	0.00510117	0.00594763	0.00660488	0.00543183	0.00709273	0.0066712	0.00758216	0.00631666	0.00497318	0.004107	0.00502628	0.00658412	0.00656615	0.0065917	0.0058863	0.00699415	0.00460368	0.00577913	0.00688858	0.00686516	0.00460948	0.00742759	0.00611326	0.00619739	0.0066802	0.00568855	0.00527855	0.00785254	0.00595176	0.0073598	0.00617616	0.00694423	0.00303442	0.0045348	0.00612559	0.00488994	0.0080006	0.00431711	0.00567458	0.00744808	0.0029454	0.00649162	0.00654987	0.00450897	0.00616733	0.00611874	0.00674371	0.00589892	0.00602709	0.00688515	0.00562585	0.00483522	0.00484005	0.0066124	0.00716569	0.0048599	0.00709209	0.00783156	0.00706503	0.00647728	0.00346206	0.00368067	0.00557629	0.00582179	0.00673255	0.00518595	0.00722061	0.00814758	0.00557074	0.0063848	0.00475124	0.00401041	0.00745699	0.00778291	0.00599014	0.006359	0.00602409	0.0061406	0.00605091	0.00665361	0.00671147	0.00505993	0.0067364	0.00534426	0.00589681	0.00753641	0.00468666	0.00503166	0.00590107	0.00277474	0.00615799	0.00679121	0.00618811	0.00668525	0.00780175	0.00698982	0.00565378	0.00492558	0.0061527	0.00442135	0.00478536	0.00429693	0.00754213	0.00635445	0.00607786	0.00464579	0.00582753	0.00594077	0.00821093	0.00416308	0.00648359	0.007125	0.00608711	0.00624318	0.00723576	0.00699991	0.00522921	0.00440135	0.0060857	0.00559537	0.0057618
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00993039	0.0104877	0.00839634	0.0116838	0.0103695	0.00832128	0.0128857	0.00591836	0.00551282	0.00769692	0.0104019	0.00868006	0.00865189	0.0106634	0.0109609	0.00912835	0.0123432	0.00906008	0.00774761	0.00852009	0.01032	0.0080445	0.00648909	0.00972773	0.00993338	0.00875275	0.0108256	0.00933276	0.00845795	0.0092179	0.00901969	0.00613791	0.0110202	0.00990374	0.00817389	0.00729152	0.0120687	0.00804292	0.0112427	0.00696261	0.0117089	0.0100483	0.00788744	0.00959968	0.00983532	0.0110633	0.0108694	0.00997678	0.00908104	0.00905437	0.00834381	0.00638666	0.00938808	0.010171	0.013775	0.00949047	0.0103097	0.0104072	0.00859753	0.010471	0.0108514	0.00885995	0.0110015	0.00986081	0.010841	0.00918047	0.0103917	0.0104555	0.0111751	0.00941669	0.00810806	0.01018	0.00993751	0.0102541	0.00529081	0.0102804	0.00993157	0.00703943	0.0111184	0.00686285	0.0108926	0.0098844	0.00554411	0.00999836	0.00979341	0.0117369	0.0100733	0.0114453	0.00900434	0.0116483	0.00951804	0.00880391	0.00805187	0.0102674	0.0104913	0.0088424	0.0105587	0.00984739	0.00896583	0.0111333	0.0101276	0.00949594	0.00433645	0.0102385	0.00862734	0.00884806	0.00890741	0.0109213	0.0117677	0.0121355	0.00939348	0.00833793	0.00859841	0.00685665	0.0102439	0.0106286	0.00993594	0.00954984	0.0114059	0.0107486	0.00872214	0.00855996	0.0103304	0.0106077	0.0093173	0.00816182	0.0102692	0.0086229	0.00934286	0.00856099	0.0090003	0.00523705	0.0120189	0.0116001	0.0111392	0.00972385	0.0107696	0.0102624	0.00936045	0.00903883	0.0115053	0.00621266	0.00755492	0.0101371	0.00951751	0.0088454	0.0102064	0.00727639	0.0103929	0.0102495	0.00871732	0.0074062	0.008777	0.0101664	0.00883053	0.00936623	0.00917953	0.00938188	0.00742494	0.00917454	0.00992949	0.0104721	0.00777352
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87322e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95128e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27858e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
