# Pathway	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
PWY-621: sucrose degradation III (sucrose invertase)	0.00223849	0.00218601	0.000666168	0.00106191	0.0011454	0.00224136	0.00335548	0.00188484	0.00287533	0.0030018	0.00323604	0.00122544	0.00253118	0.00232482	0.00449286	0.00156866	0.00237227	0.00262332	0.00277043	0.00182064	0.00210955	0.00242586	0.00165925	0.0029111	0.00319614	0.00295345	0.00179615	0.00127466	0.00407043	0.00232423	0.0025032	0.00198212	0.00277005	0.00188107	0.00233556	0.000742837	0.00108154	0.000747583	0.00124218	0.0025678	0.00148644	0.0026877	0.00171974	0.00311682	0.00290995	0.00166758	0.00313479	0.00258732	0.00283413	0.00377301	0.0024395	0.00162531	0.00223754	0.00171786	0.00201774	0.00261136	0.00246361	0.00290625	0.00308376	0.00199733	0.00410814	0.00255239	0.00302758	0.0014312	0.00355096	0.00229113	0.00467539	0.0025943	0.00309607	0.0027875	0.00335143	0.00266868	0.00136608	0.00166788	0.0039402	0.00187938	0.00333841	0.0056545399999999	0.00308099	0.00336875	0.00183413	0.0027408	0.00157441	0.00234266	0.00437435	0.00189219	0.00291853	0.00181307	0.00125615	0.00314879	0.00244192	0.00296859	0.00239237	0.00327059	0.00273076	0.00201492	0.00192793	0.00420021	0.00242791	0.00377137	0.00260678	0.00381135	0.00334658	0.000845437	0.00305288	0.0022653	0.000860857	0.00445912	0.00181609	0.00130874	0.001936	0.00270711	0.00220064	0.00118257	0.00224839	0.00329649	0.000850728	0.00378043	0.00294322	0.00319467	0.00288923	0.00103069	0.000660929	0.00226272	0.0014357	0.0013855	0.00354821	0.00403603
PWY-622: starch biosynthesis	0.000293696	0.000165233	0.002385	0.000840883	0.000833242	0.0	0.0015044	0.00262204	0.0	0.0	0.00133557	0.0	0.000228546	0.000440647	0.000693419	0.00309899	0.0	0.0	0.000612282	0.0	0.00281087	0.00349001	0.000162892	9.29e-05	0.00102796	0.00275063	0.00133656	0.00049126	0.000746369	8.96586e-05	0.000178324	0.00339437	0.00118145	0.000115292	0.0	0.0	0.0	0.0	0.000474791	0.0	0.0	0.00042031	0.000163989	0.000825603	0.00161549	0.00132172	0.000656041	0.000118651	0.000840774	9.6523e-05	0.000289555	0.000131689	0.000131225	0.00131842	0.00108295	0.0	0.000181268	0.000126507	0.00135508	0.000810818	0.000217042	0.00079704	0.000124934	0.000660558	8.91765e-05	0.00110301	0.0	0.000712037	0.00476957	0.00139761	0.000666075	0.00109129	0.000493537	0.0004442	0.0	0.0	0.00193884	0.000473771	0.00140809	0.000520518	9.70286e-05	0.000783112	0.000171249	0.0	0.0	8.408e-05	0.0	0.000166006	0.0	0.0	0.000145713	0.000142636	0.000386781	0.0	0.0	0.00171907	0.000256445	0.0	0.00181486	0.000536334	0.0	0.000216008	0.00414174	0.000674576	0.000395654	0.0	0.00101261	0.0	0.0044641	0.00161314	0.0	0.0	0.0	0.00127024	0.000320232	0.000165487	0.0	0.0	0.0	0.000764259	0.00063986	0.000361316	0.000321157	0.0	0.000220397	0.000242703	0.0	0.000722055
PWY-6270: isoprene biosynthesis I	0.00496067	0.00603373	0.00763075	0.00665088	0.00707563	0.00652384	0.00547843	0.00508675	0.00392879	0.00416963	0.0062389	0.00394941	0.0057374	0.00544985	0.00733706	0.00699703	0.00533391	0.00361223	0.00641366	0.00315561	0.00562668	0.0077337	0.00678105	0.00244992	0.00620604	0.00580214	0.00710443	0.00514795	0.00617607	0.00641426	0.00683801	0.00578205	0.00556461	0.00629451	0.00564427	0.00388299	0.0061182	0.00576687	0.00617347	0.00612325	0.00468989	0.00639353	0.00580378	0.00664677	0.00687767	0.00406808	0.00506239	0.00515904	0.00765449	0.00199414	0.00579654	0.0043386	0.00541106	0.00476333	0.0051665	0.00526341	0.00674807	0.00391536	0.00385482	0.00545745	0.00593192	0.00604594	0.00370812	0.00555474	0.00507254	0.00458203	0.00503534	0.00627547	0.00506325	0.00714678	0.00511094	0.00553989	0.00573611	0.00745203	0.00518673	0.00587937	0.00805259	0.00559999	0.00653023	0.00370286	0.00511041	0.00573021	0.003846	0.00627587	0.0065052	0.00610475	0.0030318	0.005611	0.00685791	0.00717655	0.00630807	0.00490355	0.00655513	0.00536085	0.00405895	0.00653863	0.00497047	0.00424879	0.00675585	0.00511357	0.00579106	0.00638772	0.0074841	0.00391257	0.00650213	0.00546748	0.00709209	0.0074273	0.00228485	0.00553084	0.00488609	0.00562854	0.0050848	0.00560882	0.00710777	0.00669997	0.00386652	0.00583229	0.00715744	0.00408206	0.00457926	0.00492731	0.00372176	0.00714671	0.00629441	0.00518668	0.0067299	0.00387652
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00672628	0.00976915	0.0127974	0.0113489	0.00990562	0.00853689	0.00835748	0.00831708	0.00587523	0.00631806	0.00956905	0.0106666	0.00830265	0.00766859	0.00934264	0.0112211	0.00682831	0.00511367	0.00934413	0.00993429	0.00814164	0.00871124	0.0078276	0.00555888	0.00904328	0.00777398	0.0107084	0.0093492	0.00818116	0.00893139	0.00808104	0.0088338	0.0077104	0.0103183	0.00842776	0.0103838	0.0114674	0.0114962	0.011024	0.00855529	0.0148222	0.0109574	0.00844573	0.0119919	0.0110638	0.0099732	0.00888826	0.00996512	0.00892691	0.00500048	0.0104769	0.0105639	0.00590277	0.0100886	0.00898202	0.0096664	0.00818752	0.00607193	0.0106508	0.00992846	0.00928774	0.00986452	0.0054271	0.00941037	0.0105027	0.0106679	0.00808613	0.0120607	0.0107453	0.0120237	0.00868511	0.0105841	0.0119421	0.00851863	0.00795652	0.00976762	0.00955097	0.00999496	0.0086198	0.00570461	0.00996599	0.00919142	0.00942113	0.0105366	0.00903845	0.0109724	0.00589631	0.00990388	0.0115761	0.010804	0.0134012	0.0104149	0.00945319	0.00691777	0.00506171	0.0131926	0.00739391	0.00752412	0.00851955	0.00749617	0.0112169	0.00819817	0.00999204	0.0127041	0.00856649	0.00988407	0.0109593	0.00961891	0.0111703	0.0108267	0.0121398	0.0104994	0.0105718	0.0104311	0.0089672	0.0100641	0.0117861	0.00800245	0.00968064	0.00671223	0.00719997	0.0122614	0.00599947	0.0123051	0.0118543	0.00999879	0.0120218	0.00560464
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48528e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.00388485	0.00347082	0.00121556	0.00111131	0.00166726	0.00516469	0.00272105	0.00182764	0.00497569	0.00447439	0.0024469	0.00110176	0.00323762	0.00255471	0.00168723	0.00113388	0.00467458	0.00485434	0.00254509	0.00296255	0.00204871	0.0011136	0.00166867	0.00363578	0.00323225	0.0018529	0.00186017	0.00285283	0.0016667	0.00116198	0.00168941	0.00183506	0.0022633	0.00219545	0.00400834	0.000934652	0.00231292	0.000867941	0.00110535	0.00185473	0.000356902	0.000376693	0.000986096	0.00115431	0.000635592	0.00143756	0.00238433	0.0017508	0.00189152	0.00428767	0.00113193	0.00215679	0.0041423	0.00206469	0.00243619	0.00171711	0.00323512	0.00361628	0.00574539	0.00178492	0.00231687	0.00288964	0.00396115	0.00257591	0.000891394	0.00108716	0.00324382	0.000763801	0.00214355	0.00158516	0.00331537	0.00128173	0.0015419	0.00367932	0.00337506	0.0019703	0.00085345	0.000891739	0.0016877	0.00347693	0.00198162	0.00128623	0.000527921	0.00121296	0.000392041	0.000184032	0.00372712	0.00193225	0.000410342	0.00126315	0.00080154	0.0019767	0.00110339	0.00316544	0.00452063	0.000604229	0.00404795	0.00408725	0.00138264	0.00366867	0.00200666	0.00204487	0.00111745	0.00317607	0.00184327	0.00213643	0.000938386	0.00200562	0.00198709	0.00139902	0.000717218	0.00136239	0.00242126	0.00231372	0.00308008	0.00331784	0.00184317	0.00390748	0.000658447	0.00363172	0.00344129	0.000493964	0.00367365	0.000240683	0.00156613	0.000460551	0.000426908	0.00365126
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.00222917	7.6946e-05	0.00021048	0.000205103	0.0	0.000860373	0.00178172	0.000281843	0.00324533	0.00135728	4.40273e-05	0.000334674	0.00097281	0.0015109	0.000535651	0.000195708	0.00180437	0.00300585	0.00203758	0.00167574	0.000351469	0.0008339	0.000433609	0.00329968	0.000221953	0.000411186	0.000333054	0.000425889	0.00107888	0.000113497	0.00184232	0.000426225	0.00155688	0.000326078	0.000536157	0.000905984	0.0	0.00033602	0.000637201	0.000822268	0.0	0.000287806	0.000364862	0.0	0.000351207	0.000398903	0.000732699	0.00120832	6.27427e-05	0.0029624	0.000568592	0.00073992	0.00238269	0.00062037	0.00121491	0.000264286	0.000654337	0.00276976	0.000247343	0.000419953	0.00128217	0.0016366	0.0029783	0.0015155	0.000299423	0.000748688	0.000406317	0.000268112	0.000968531	0.000340743	0.000759897	0.000425534	0.00125956	0.00167324	0.000623845	0.0	0.000155275	0.000125401	0.000332776	0.00251546	0.000405284	0.000697612	8.57043e-05	0.000173774	0.0	8.58221e-05	0.00327527	0.000150866	0.000164641	8.0294e-05	0.0	0.000193415	0.00121076	0.00157029	0.00263147	0.000666031	0.00143165	0.000776059	3.76727e-05	0.00186806	0.0	0.000721199	0.0	0.000142399	0.000437606	0.000300867	0.0	0.0	6.47886e-05	0.00033823	7.16182e-05	0.000460938	0.0	0.000834018	0.000367561	0.0	0.000521823	0.0	0.000572797	0.000960407	0.0016207	0.000220758	0.00314943	0.000266746	0.000973895	0.000109249	0.000471825	0.00270866
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.00291968	0.000151271	0.000333448	0.000369367	0.0	0.00120149	0.00226367	0.000404717	0.00387094	0.0021112	0.0	0.000559961	0.00150645	0.00206474	0.000475146	0.000347105	0.00262659	0.00363555	0.00125302	0.00231534	0.000450678	0.000416514	0.000744913	0.00352672	0.000427947	0.000714843	0.000453131	0.000751363	0.00140751	0.000168364	0.00201423	0.000740998	0.00199268	0.000593916	0.000975093	0.000751985	0.0	0.000235788	0.000366743	0.00121444	0.0	0.000296775	0.000535794	0.0	0.000470276	0.000682594	0.00120843	0.00150484	0.000123909	0.0034828	0.0	0.00119171	0.00316485	0.00101774	0.0017441	0.000481444	0.00113748	0.00327526	0.00024947	0.000632622	0.00173073	0.00228451	0.00343193	0.00185414	0.000499758	0.000902708	0.000743422	0.000231819	0.00145976	0.00037199	0.00130393	0.00070307	0.0013487	0.00110483	0.00108819	0.0	0.000246481	0.000231251	0.000589467	0.00303822	0.000721671	0.0	0.000138339	0.0	0.0	0.000135881	0.00356982	0.000288621	0.0	0.0	0.0	0.0	0.00122175	0.00222403	0.00328972	0.00051589	0.00218976	0.00132697	7.44369e-05	0.0025847	0.0	0.00116437	0.0	0.0	0.00075097	0.000556898	0.0	0.0	0.0	0.000584602	0.000135335	0.000758761	0.0	0.00131488	0.000663049	0.0	0.000824628	0.0	0.00060171	0.00157071	0.002357	0.000329374	0.00356517	0.0	0.00130771	0.000192501	0.000195532	0.00320403
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.000563709	0.00102673	0.00175937	0.00115135	0.00133663	0.000281027	0.00086575	0.0	2.96453e-05	0.00105256	0.00101815	0.000561702	0.0019848	0.00140555	6.91062e-05	0.00116453	0.000638344	0.000277542	0.000985864	3.20529e-05	0.00102399	0.00280136	0.000981977	4.75698e-05	0.000850846	0.00233072	0.000539508	0.00255618	0.000499735	0.000210126	0.000922886	0.00103202	0.00186307	0.00216913	0.00017415	0.00137217	0.000617959	0.00121671	0.00102681	0.000538698	0.00114099	0.00157841	0.000491718	0.00225574	0.0019166	0.00157993	0.00105451	0.00205353	0.000384335	0.0010688	0.00196403	0.00112573	0.00103447	0.00366657	0.00109899	0.00149283	0.000281262	0.000465236	0.000163111	0.00137324	0.00107055	0.00164365	0.000225601	0.000813767	0.00111205	0.00360736	0.000870266	0.0037729	0.0014501	0.000959228	0.00103557	0.00267595	0.00193233	0.000608149	0.00123791	9.17869e-05	0.00105062	0.00143252	0.00216341	0.000478848	0.000836999	0.00145035	0.000589895	0.0012465	0.00168868	0.00145236	0.000194807	0.000811077	0.00134988	0.0006718	0.00126754	0.00114293	0.00280696	0.000914748	0.000164481	0.00290439	0.000216626	0.000986864	0.0015468	0.000412853	0.00163655	0.00198153	0.00234613	0.000247614	0.000426011	0.000959247	0.000677189	0.000970421	0.000159565	0.00118278	0.00123229	0.00151616	0.00126778	0.0013586	0.000272853	0.00124285	0.000496331	0.000517214	0.00212066	7.94251e-05	0.00161367	0.000944491	0.000339048	0.00193578	0.000755742	0.00138623	0.00251774	0.000470887
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000806738	0.000404191	5.6074e-05	8.51788e-05	1.40309e-05	0.000322703	0.00124036	0.0	7.15741e-05	0.000820654	0.0	0.000110389	0.000457789	0.000462356	0.0	7.46011e-06	0.000797993	0.000434969	0.000144152	7.4072e-05	0.000124489	7.79749e-05	0.000133558	0.000107753	0.000129895	0.000186141	7.57642e-05	0.000136925	0.000698629	2.64073e-05	0.000105005	0.000135658	3.74383e-05	0.000313544	0.000213796	0.000152248	1.18706e-05	9.28876e-05	9.10558e-05	0.00058471	0.0	0.0	9.19874e-05	0.0	7.31458e-05	0.000193861	0.000161916	0.000244417	4.55161e-06	0.000230027	0.0	0.000282035	0.000746538	0.000181309	0.000504965	0.000124523	0.000191145	0.000854886	2.65489e-05	8.46258e-05	0.000550088	0.000295089	0.000416178	0.000681223	4.43988e-05	0.000140944	0.000607938	0.000145088	8.85238e-05	5.32562e-05	0.0003307	4.22175e-05	0.000497151	7.5427e-05	0.000693319	0.0	0.000113327	3.18847e-05	0.000118664	0.000970563	8.8757e-05	0.0	3.96558e-05	0.0	0.0	0.0	0.00036739	6.57439e-05	4.9892e-05	0.0	0.0	0.0	5.53488e-06	0.000479372	0.000351157	2.07203e-05	0.000376206	0.00100188	0.0002909	0.00074165	0.0	0.000219937	0.0	0.0	0.000136407	0.0	0.0	0.0	3.95885e-05	0.0	0.0	0.0	0.0	0.000516688	0.000122111	3.33545e-05	0.000124142	0.000432162	3.44224e-05	0.000154551	0.000666394	0.0	0.000830067	0.0	0.000250995	2.75284e-05	0.0	0.000708431
PWY-6305: superpathway of putrescine biosynthesis	0.00217579	0.00105374	0.000373454	0.000470293	0.000738274	0.00272747	0.00162171	0.000955345	0.00301525	0.00253552	0.000623822	0.000622003	0.00170583	0.00135539	0.000589012	0.000752186	0.00239492	0.00292603	0.00167502	0.00116626	0.000787382	0.000331571	0.00145323	0.00596972	0.00116032	0.0013646	0.000599661	0.000898772	0.00202633	0.000313217	0.00149473	0.000802521	0.000628513	0.00122074	0.00127931	0.000697508	0.00196466	0.000853726	0.000627456	0.00181718	0.000428987	0.00129913	0.000891958	0.000443529	0.000518217	0.00155033	0.00122081	0.00144495	0.000859656	0.00463955	0.00146319	0.000883296	0.00122129	0.00118286	0.00227848	0.00129743	0.000977074	0.00482124	0.000314727	0.00164545	0.00288185	0.00122869	0.00242493	0.00168938	0.000816924	0.000651909	0.00187273	0.00139599	0.000713939	0.000509428	0.00247154	0.000834245	0.00134079	0.00144795	0.00186426	0.00124532	0.000499354	0.000675043	0.00101479	0.0027136	0.00094657	0.00180236	0.00133843	0.00116819	0.00128977	0.000720797	0.00505249	0.00191308	0.00195105	0.00109266	0.00109678	0.0015727	0.00158797	0.00186217	0.00384309	0.001296	0.0022063	0.0024622	0.000319875	0.0031388	0.0020558	0.00137984	0.000800253	0.00214097	0.000796355	0.000943268	0.000993357	0.00265006	0.000358448	0.00143831	0.00111053	0.000912065	0.00141856	0.00100293	0.000923674	0.00123075	0.00113206	0.00160896	0.00153538	0.00148907	0.00271547	0.000631108	0.00379518	0.000237134	0.00106546	0.000619303	0.000739907	0.00325753
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	0.0	2.52354e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11342e-06	0.0	0.0	0.0	0.0	0.0	1.19737e-06	0.0	1.09674e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53388e-06	1.18712e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32521e-07	2.40531e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.17355e-07	1.93155e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25554e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6313: serotonin degradation	0.0	3.35314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48201e-06	0.0	0.0	0.0	0.0	0.0	1.59417e-06	0.0	1.45762e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5987e-06	1.57507e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43242e-07	3.14501e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.56417e-07	2.43634e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05131e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00416245	0.00628102	0.00545364	0.0071857	0.0042396	0.00264515	0.00462582	0.00279492	0.00407115	0.00381841	0.0029389	0.0035555	0.00517115	0.00593978	0.00430186	0.00627219	0.00437847	0.0036049	0.00554386	0.00215381	0.00561177	0.00498325	0.00519254	0.00432122	0.0048647	0.00405544	0.00553777	0.00532055	0.00617218	0.00425066	0.00770058	0.00660823	0.0061902	0.00454179	0.00421281	0.00576046	0.00566075	0.00358223	0.00486945	0.00716145	0.00480994	0.00660789	0.00540928	0.00661031	0.00851821	0.00459413	0.00485407	0.0065649	0.0052326	0.00323736	0.00793342	0.00444205	0.003872	0.0063148	0.00557142	0.00583515	0.00385081	0.00429116	0.00255391	0.00526891	0.00708862	0.00626959	0.00396739	0.00491251	0.00586383	0.00728494	0.004611	0.00689621	0.00577826	0.00712329	0.00483343	0.0068343	0.00602366	0.00519312	0.00537779	0.00344127	0.00812919	0.00685115	0.00678529	0.00429247	0.0038422	0.00497361	0.00565399	0.0060015	0.00601106	0.00578817	0.00406626	0.00437818	0.00692316	0.00631633	0.00497125	0.00584078	0.00675828	0.00487317	0.00370283	0.007781	0.00449153	0.00529264	0.00647774	0.00486187	0.00622373	0.00708461	0.00751219	0.00432669	0.00401144	0.00478926	0.00412462	0.00630002	0.00426198	0.00543594	0.00479353	0.00561442	0.00536523	0.0057329	0.0035298	0.00354653	0.00409767	0.00348687	0.00539892	0.00490172	0.00520261	0.0045346	0.00412098	0.00794385	0.00570941	0.0053755	0.00812829	0.00412203
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	7.74358e-05	0.0	0.0	2.69596e-06	0.0	2.47955e-05	6.5951e-05	4.84359e-05	2.6154e-05	0.00020871	0.0	1.39161e-05	1.55229e-05	0.000261987	0.0	0.0	2.15342e-05	0.000163904	1.10819e-05	3.41465e-05	5.40459e-06	1.09861e-05	2.40744e-05	2.46503e-05	2.68508e-05	2.63175e-05	2.16241e-05	2.98928e-05	2.25216e-05	6.92394e-06	1.05386e-05	3.06453e-05	1.45482e-05	0.0	5.48e-05	1.56459e-05	0.0	0.0	1.74082e-05	2.02918e-05	0.0	0.0	0.0	0.0	6.39298e-06	0.0	0.0	5.9312e-05	9.8109e-06	0.000451092	0.0	4.31255e-05	0.000174974	5.34099e-05	6.72177e-05	3.09292e-05	1.47666e-05	0.000114902	3.53383e-06	2.27487e-05	1.96322e-05	0.0	5.22187e-06	2.02676e-05	0.0	1.30958e-05	3.23319e-05	0.0	2.58524e-05	4.00924e-06	5.76377e-05	5.15588e-06	1.95826e-05	2.57368e-05	2.28953e-05	0.0	2.12078e-05	0.0	0.0	6.57734e-05	1.40931e-05	0.0	0.0	0.0	0.0	0.0	2.72803e-05	1.56543e-05	0.0	0.0	0.0	0.0	0.0	7.73771e-05	4.61277e-05	0.0	0.0	1.59e-05	3.2915e-06	4.51625e-05	0.0	4.95489e-06	0.0	0.0	4.10382e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54343e-05	1.19491e-05	0.0	0.0	0.0	5.80177e-06	0.000115006	7.4029e-05	4.7776e-05	1.90282e-05	0.0	2.56115e-05	1.45066e-05	0.0	0.00016141
PWY-6328: L-lysine degradation X	0.000225355	0.0	4.47859e-06	2.62669e-05	0.0	1.47062e-05	0.000547949	2.99263e-05	0.000519133	8.38675e-05	0.0	0.0	0.000108019	9.97881e-05	0.0	3.69178e-05	0.000116794	0.000524765	0.0	5.99667e-05	6.93311e-06	6.31528e-06	5.03262e-06	0.0010853	3.32025e-05	0.000119654	2.65418e-05	6.5968e-06	0.0	5.00255e-06	5.05167e-06	6.37173e-06	0.0	0.0	2.29723e-05	2.92206e-05	1.42492e-05	0.0	0.0	0.000106345	0.0	0.0	1.96984e-05	0.0	0.0	0.0	3.00344e-05	4.93722e-05	2.75213e-06	0.000354983	0.0	3.51791e-05	0.000265008	2.45426e-05	8.15373e-05	2.60553e-05	1.80479e-05	0.000323581	3.87397e-06	1.87308e-05	0.00010912	0.0	0.000475143	4.05991e-05	0.0	4.14676e-06	6.0909e-06	6.50083e-06	6.30108e-06	4.39951e-06	4.59644e-05	0.0	0.000112933	3.31282e-06	2.94464e-06	0.0	1.672e-05	0.0	5.66673e-05	0.000304718	0.0	0.0	0.0	0.0	0.0	0.0	0.000368368	0.0	0.0	0.0	0.0	0.0	0.0	3.97364e-05	0.000424592	0.0	5.30766e-05	1.80447e-05	0.0	0.000384067	0.0	5.61011e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.00426e-05	0.0	0.0	0.0	0.0	2.60024e-05	9.76522e-06	0.0	3.12884e-05	0.0	0.0	7.60159e-05	7.91303e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000297201
