# Pathway	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
CARNMET-PWY: L-carnitine degradation I	0.0	0.0	0.0	0.0	0.0	4.29665e-05	3.1144e-05	2.4346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000218316	0.0	0.0	0.0	0.0	0.0	0.0	0.000110731	0.000356853	0.0	0.0	0.0	2.21004e-06	0.0	0.0	0.0	3.85226e-05	0.0	0.0	0.0	0.0	0.000330084	0.0	2.53629e-05	3.60435e-05	0.0	1.39961e-05	0.0	0.0	0.0	0.0	1.29565e-05	0.0	0.0	8.61707e-05	2.10477e-05	0.0	0.0	0.0	3.89277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63925e-05	0.0	0.0	3.92159e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42901e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23847e-06	0.0	0.0	0.0	0.0	1.26604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1245e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000237141	0.0	1.30566e-05	0.0	0.0	0.0	0.0	4.12622e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64806e-05	0.00061158	0.0	0.0	0.0	0.0	0.0	0.0	9.12359e-05	0.0	2.83618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73949e-06	0.0	0.0	0.000802775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.11858e-05	0.0	1.90092e-05	0.0	0.0	0.0	0.0	0.000216807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY: pyruvate fermentation to butanoate	0.000477227	0.00103492	0.000497879	0.000269778	0.000230566	0.000535601	0.00151449	0.000398923	0.000536187	0.00028541	0.000667067	0.00054276	0.000506756	0.000614014	0.000310471	0.00044755	0.000527281	0.00046212	0.000347775	0.000403181	0.000367664	0.000701568	0.00067038	0.000767346	0.000688023	0.00114897	0.000319754	0.00120411	0.000464694	0.000423744	0.000350841	0.000553756	0.000382234	0.00049534	0.000436981	0.000284981	0.000115423	0.000208914	0.000313052	0.000447817	0.000267218	0.000511849	0.00108526	0.0	0.000729901	0.000737569	0.000647504	0.000590143	0.000350509	0.000890322	0.000402008	0.000145764	0.000517109	0.00017703	0.000391939	0.000946226	0.000610087	0.000947852	0.000312938	0.00143467	0.0003536	0.000675894	0.000642194	0.000371316	0.000279473	0.00127163	0.000238599	0.000103031	0.000659224	0.000309332	0.00061948	0.000592734	0.000828701	0.000412729	0.000625272	0.00155371	0.000712	0.000177639	0.00124706	0.000414501	0.000508572	0.000571401	0.000410086	0.000574663	0.0015388	0.000468496	0.00140253	0.000157655	0.0003933	0.000547194	0.000282485	0.000905743	0.000622559	0.000763847	0.00104336	0.000491684	0.000295342	0.000709993	0.000448368	0.000459292	0.00066502	0.00139953	0.000862788	0.00103943	0.000416869	0.000361149	0.00047928	0.00119192	0.000797721	0.000355104
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	2.24024e-05	0.0	0.0	1.3905e-05	5.70371e-05	0.0	0.0	0.0	0.0	3.23561e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27399e-05	0.0	0.0	0.0	0.0	3.54422e-05	0.0	0.0	0.0	0.0	1.54426e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22043e-05	0.0	0.0	3.4589e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08023e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86665e-05	0.0	0.0	0.0	0.0	0.0	7.46817e-05	0.0	0.0	5.42706e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08356e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITRULBIO-PWY: L-citrulline biosynthesis	0.00337646	0.0046917	0.00322767	0.0041406	0.00489394	0.00303067	0.00326997	0.00368718	0.00576598	0.00298073	0.00256046	0.0029226	0.0038039	0.00134711	0.0029001	0.00221162	0.00441724	0.00517855	0.00233994	0.00124902	0.0022672	0.00175838	0.00228502	0.00294557	0.0039991	0.00284307	0.00375769	0.00338006	0.00587043	0.00328318	0.00381649	0.00268623	0.00662522	0.00249124	0.00240348	0.00409606	0.00411413	0.00221353	0.00310004	0.00684897	0.00407524	0.00177585	0.00155517	0.00282738	0.00215816	0.00209231	0.00252259	0.00644045	0.00505771	0.00132564	0.00532404	0.00471149	0.0061198	0.000406907	0.00638582	0.00260499	0.00357428	0.00226708	0.00157691	0.00115058	0.00205034	0.000795006	0.0020512	0.00499972	0.00224223	0.00376942	0.00621987	0.00441311	0.002736	0.00557628	0.00356166	0.00392325	0.00305593	0.00211596	0.00348217	0.00264393	0.00239113	0.00205329	0.00510714	0.00477492	0.00448407	0.00340735	0.00182291	0.00656912	0.00152789	0.00372322	0.0028982	0.00453714	0.00440781	0.000570054	0.00360009	0.0034638	0.00518431	0.00264191	0.00286319	0.00104559	0.00372099	0.00591822	0.00213475	0.00286315	0.0017949	0.00281306	0.00111762	0.00225264	0.00640563	0.00517824	0.000968578	0.00275749	0.000565267	0.00893631
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.00965512	0.00980057	0.00957479	0.00929712	0.00927178	0.00884574	0.00807876	0.00910923	0.00967556	0.00897817	0.00835746	0.0091862	0.00977622	0.00925223	0.0096123	0.0100563	0.00946579	0.00961136	0.00883133	0.00999158	0.00727669	0.0110378	0.00481989	0.0101029	0.00974498	0.0103161	0.0094533	0.00938188	0.00871533	0.00660455	0.00486013	0.00985683	0.010953	0.0082842	0.00888853	0.00982045	0.00844132	0.00889193	0.00586965	0.00861794	0.00928235	0.012543	0.0103382	0.00411897	0.00912404	0.00801202	0.00827897	0.00920275	0.00851395	0.00989575	0.00790176	0.00894995	0.00913248	0.00808725	0.00917828	0.0101323	0.00692726	0.00749872	0.00881907	0.00669624	0.0102842	0.00770947	0.0119115	0.00955631	0.0105006	0.00981455	0.00881718	0.00961219	0.0101732	0.00847056	0.00872354	0.00976216	0.00864286	0.0111298	0.00983185	0.00917757	0.00976683	0.00918708	0.00765881	0.00909026	0.0106005	0.00983488	0.00919575	0.00955789	0.00947429	0.00975588	0.00841024	0.00925818	0.00917912	0.0100743	0.0101098	0.00923755	0.00949237	0.00940274	0.0101783	0.00982617	0.00754046	0.00933875	0.0109436	0.0094281	0.0111767	0.00943595	0.0117592	0.0102929	0.00909147	0.00940169	0.0100133	0.0106521	0.00912397	0.0103839999999999
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.00924068	0.00921522	0.00914262	0.00877304	0.00876184	0.00837934	0.00773502	0.00857345	0.00924199	0.00842997	0.0078564	0.00867029	0.00913336	0.00901785	0.00969589	0.00947809	0.00883063	0.0091091	0.00828498	0.00960864	0.00707069	0.0102487	0.00458283	0.00948587	0.00921705	0.00976011	0.00918867	0.00873709	0.00844664	0.00631344	0.0046381	0.0094695	0.010251	0.00787174	0.00849104	0.00925968	0.00810373	0.00850118	0.00545149	0.00811831	0.00883501	0.0120484	0.00956363	0.00391302	0.00857004	0.00766299	0.00790555	0.00886042	0.00800975	0.00930905	0.0078008	0.00877128	0.00858028	0.00763209	0.00877283	0.00974051	0.00653255	0.00730155	0.0104723	0.00639054	0.00979471	0.00791602	0.0111635	0.0092768	0.00990458	0.00923059	0.00830163	0.00906024	0.00980002	0.00813571	0.00852591	0.00926312	0.00800483	0.0102426	0.00918378	0.00884223	0.0093477	0.00886229	0.00715899	0.00859164	0.0100874	0.00928523	0.00874187	0.00906911	0.008797	0.00925358	0.00793189	0.00895537	0.00872954	0.00923615	0.00970078	0.00876939	0.00914045	0.00905042	0.0096416	0.00920777	0.00725425	0.00879463	0.0106619	0.00899167	0.0108001	0.00888478	0.0111229	0.00977505	0.00863726	0.00916493	0.00968175	0.0102701	0.00851734	0.0101212
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	0.00301333	0.00267061	0.00358953	0.00303561	0.00198009	0.00396825	0.00163184	0.00275071	0.00184598	0.0027652	0.00221772	0.00250663	0.00327771	0.0040035	0.00294664	0.00371073	0.00213643	0.00189266	0.00235304	0.00326499	0.00183914	0.0014824	0.00204652	0.00453055	0.00236434	0.00266671	0.00435712	0.00161757	0.00249046	0.00240863	0.0023154	0.00340308	0.00163507	0.00287363	0.00293695	0.00239462	0.000879052	0.00209218	0.00221806	0.00109131	0.00273967	0.00242351	0.00248347	0.00135755	0.00237345	0.00264256	0.00216183	0.0025635	0.0015586	0.0028909	0.00172918	0.00327342	0.00259082	0.0020600699999999	0.00339041	0.00178869	0.00150943	0.00158643	0.00227009	0.00241418	0.00230664	0.00229726	0.00425229	0.00202028	0.00299366	0.00340113	0.00185753	0.00248196	0.00346644	0.00281393	0.00284544	0.0016976	0.00343066	0.00252259	0.00286338	0.00173458	0.00364028	0.00189592	0.00201643	0.00213913	0.00263289	0.00288418	0.00414694	0.00319008	0.0019882	0.00312412	0.00274705	0.0023491	0.00330295	0.00367077	0.00358749	0.00369399	0.00305947	0.00264351	0.00265166	0.00395942	0.00211849	0.000803987	0.0076272	0.00197667	0.00186916	0.00257903	0.00193186	0.00336108	0.00209662	0.0031036	0.00359779	0.00319386	0.00208557	0.00249408
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.00316501	0.00320631	0.00340623	0.00344614	0.00288219	0.00334194	0.00395938	0.0034009	0.00334703	0.00396692	0.00270615	0.00339804	0.00270919	0.00354349	0.00262464	0.00322745	0.00241699	0.00255545	0.00342476	0.00373748	0.00294507	0.0020069	0.00380485	0.00346352	0.00284266	0.00303145	0.00329864	0.00297401	0.00346782	0.00335225	0.00282626	0.00370504	0.00300339	0.00431294	0.0024756	0.00268488	0.00272701	0.00271824	0.00311765	0.003948	0.00276756	0.0023451	0.00374288	0.00262334	0.00383686	0.00373744	0.00298056	0.00277364	0.00267197	0.00357745	0.00406784	0.00393526	0.00326409	0.00199938	0.00276603	0.00356765	0.00355897	0.00234963	0.00290817	0.00300664	0.00265321	0.00374537	0.00215345	0.00327995	0.00302403	0.00329573	0.00427291	0.00295405	0.00362161	0.00292693	0.00326685	0.00347737	0.00365789	0.0028135	0.00287895	0.00195652	0.00348523	0.00522198	0.00332091	0.00288837	0.00245289	0.00295698	0.0033473	0.00393114	0.00444983	0.00328667	0.00369066	0.00389975	0.00290325	0.00232571	0.00390094	0.00332198	0.00284498	0.00227441	0.00354164	0.00294223	0.00295612	0.00228208	0.00229308	0.00274249	0.00290996	0.00303218	0.00228443	0.00289966	0.00318883	0.00331406	0.00390259	0.00250905	0.00324596	0.00341667
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.00988339	0.00983599	0.00959727	0.00953868	0.00962434	0.00902342	0.00798999	0.00895124	0.00882112	0.00926485	0.00921329	0.00886121	0.00957831	0.00851317	0.0085862	0.00990429	0.0108762	0.00811612	0.00973743	0.010509	0.00891644	0.0103099	0.00615046	0.0100505	0.010056	0.00968858	0.00966791	0.00901844	0.00898703	0.00663378	0.00537547	0.00902652	0.00918719	0.00956601	0.00887437	0.0089079	0.00730242	0.00874822	0.00698556	0.00945926	0.00998257	0.00974582	0.0102763	0.00465229	0.00992668	0.00944995	0.00813107	0.00902102	0.00920699	0.0107261	0.00812477	0.0086273	0.0092814	0.00938427	0.00866085	0.00973062	0.00653046	0.00876463	0.00921557	0.00765445	0.0102066	0.00766446	0.0109672	0.00945431	0.00980417	0.010109	0.00931754	0.00875404	0.009189	0.00854464	0.00952039	0.00940474	0.00942264	0.0100582	0.00994852	0.0093434	0.0106527	0.00963663	0.0076474	0.00908395	0.00952559	0.00838664	0.0102143	0.00962715	0.00980362	0.00927405	0.00863546	0.0091688	0.0084663	0.0090755	0.00987244	0.00932233	0.0097136	0.00983392	0.00964865	0.00923381	0.0076918	0.00869193	0.0104289	0.00961562	0.0102615	0.00928239	0.00938183	0.0100081	0.00868843	0.00906222	0.00831566	0.010049	0.00822613	0.0102941
CRNFORCAT-PWY: creatinine degradation I	0.000187428	0.000144993	0.000112889	0.0	2.35774e-05	0.00042396	0.0	0.000191541	0.0	0.0	0.000198422	4.64584e-05	0.0	0.0	1.95609e-05	0.0	4.68746e-05	0.0	0.000131972	0.000164426	0.000111598	0.0	0.0	7.09833e-05	0.000218194	0.0	0.0	0.000361809	0.0	0.0	0.0	1.63668e-05	0.0	0.000420526	9.05102e-05	0.0	0.0	0.000346624	0.0	0.0	8.24652e-05	0.0	0.0	0.0	1.55658e-05	0.0	4.61319e-05	0.0	0.0	0.000239838	0.0	0.0	9.40203e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.20661e-05	0.0	0.0	0.0	0.0	0.0	0.000143614	0.0	0.0	3.45578e-05	2.83916e-05	0.0	0.0	0.000277728	0.0	0.0	0.0	0.0	0.000155872	3.49431e-05	0.0	0.0	0.0	3.81641e-05	0.0	0.0	0.000185137	0.0	0.0	0.00029529	0.0	0.000281638	0.0	2.12773e-05	0.0	0.0	0.0	0.000223179	3.42889e-05	0.0	3.26643e-05	3.46045e-05	0.0	0.000487212	0.0	0.0	0.000122733	0.0	0.0	0.000527496	0.0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.000769424	0.000465172	0.000476738	0.000389392	0.000940552	0.000625145	0.00160935	0.00131566	0.000242871	0.00033337	0.000497217	0.000251363	0.000813828	0.000502187	0.00049662	0.000860604	0.000742856	0.000228832	0.000555407	0.0006195	0.000619761	0.000340204	0.00287077	0.002302	0.000894209	0.000618265	0.0	0.00145734	0.00146025	0.00227957	0.00323816	0.000582259	0.000165937	0.000544812	0.00195648	0.00121102	0.000595103	0.00093121	0.00279792	0.000272456	0.00174578	0.000325487	0.000616694	0.00330623	0.000328718	0.000612273	0.00184419	0.00211929	0.000291672	0.000297757	0.000456499	4.12873e-05	0.000240702	0.000433337	0.000361798	0.000722382	0.00228179	0.000523263	0.000611452	0.00333521	0.000506398	0.00189523	0.0012949	0.00522634	0.000511879	0.00039835	0.000434377	0.000405583	0.000447229	0.000306328	0.000301478	0.00106627	0.00127225	0.000355505	0.000718078	0.00117891	0.000431404	0.000749349	0.00138115	0.000796257	0.000228575	0.000365309	0.000237288	0.000774301	0.000688101	0.000162567	0.00209569	0.0	0.000448587	0.00263378	0.000216949	0.00109864	0.000400306	0.00238316	0.00203944	0.000707839	0.00156801	0.00150935	0.00127698	0.00113524	0.000140572	0.00149248	0.00101106	0.000841236	0.000766979	0.000501728	0.000546492	0.00180387	0.00327303	0.0006509
DARABCATK12-PWY: D-arabinose degradation I	0.0	5.66233e-06	3.68463e-06	0.0	5.58792e-06	3.67589e-05	4.32787e-05	3.0717e-06	0.0	6.91065e-06	0.0	4.36475e-06	0.0	0.0	1.0415e-05	0.0	0.0	2.84544e-06	1.12121e-05	2.42009e-06	0.0	0.0	0.00035501	0.0	0.0	1.91876e-05	0.0	0.0	0.0	0.000200491	0.000295053	0.0	0.0	0.0	3.48757e-05	0.0	6.51616e-06	1.38502e-05	0.000151169	6.62244e-06	0.0	0.0	0.0	0.000220677	0.0	2.95293e-05	6.98434e-05	0.0	2.2672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183196	1.29762e-05	5.87695e-06	0.0	0.0	4.14723e-05	0.0	5.5254e-06	6.35782e-06	6.03414e-06	0.0	0.0	0.0	4.04606e-06	3.28014e-06	3.18609e-06	2.63712e-05	0.0	0.0	0.000128814	0.0	0.0	5.84236e-05	0.0	0.0	4.56521e-06	4.53955e-06	3.94462e-06	4.87695e-05	0.0	0.000108652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000460559	0.0	4.20554e-05	0.0	0.0	0.0	0.0	0.000298353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09071e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38435e-06	0.0	1.36404e-05	0.0	1.76369e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.93002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.15164e-06	1.11861e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72537e-05	0.0	1.62507e-05	2.78239e-05	2.12417e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.29576e-06	0.0	0.0	6.76928e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.04751e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05508e-05	1.73555e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.0	0.0	0.0	0.0	0.000108873	0.000311775	0.000370286	0.0	0.0	0.000300571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000110211	0.0	0.000222205	0.0	0.00160899	0.0	0.0	0.0	0.0	0.0	0.0	0.00105521	0.00149151	0.0	0.0	0.0	0.000408828	0.0	0.0	0.000108522	0.00108373	0.000204109	0.0	0.0	0.0	0.00218699	0.0	0.000887826	0.000529238	0.0	0.000169053	9.29606e-05	0.0	0.0	0.0	0.000277998	0.0	0.000302828	0.000840571	0.000185558	0.0	0.00300305	0.00047262	0.000389107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02051e-05	0.0	0.0	0.000414893	0.0	0.0	0.000475585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000331009	0.0	0.0	0.00309321	0.00019794	0.0	0.0	0.0	0.0	0.0	0.000478574	0.0	0.0	0.0	0.0	0.000161305	0.0	0.0	0.000136007	0.0	0.0	0.0	0.0	0.0
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98797e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.014819	0.013025	0.0127904	0.0122864	0.0110169	0.0113121	0.00985438	0.0102178	0.0118525	0.0118354	0.0202102	0.0118356	0.0116676	0.0158397	0.0129482	0.0140362	0.0136855	0.0136619	0.011956	0.0160321	0.0184791	0.0137765	0.00723796	0.0121607	0.0123551	0.0109427	0.0144499	0.0139363	0.0100168	0.011151	0.00578127	0.014937	0.0128985	0.0168352	0.012443	0.0120164	0.0140141	0.0129339	0.00736383	0.0185885	0.0108522	0.0120873	0.0130523	0.00444605	0.0118347	0.0179376	0.015619	0.0117782	0.0133588	0.0116781	0.0176495	0.012857	0.014309	0.0199573	0.0115568	0.0120179	0.0146302	0.0142889	0.0117195	0.0106282	0.0122852	0.0135449	0.0122219	0.0116001	0.0132357	0.0126873	0.0113427	0.0191155	0.0146919	0.0125793	0.0138258	0.0101045	0.00984146	0.0117928	0.0161833	0.0109017	0.0148756	0.0113613	0.0142008	0.0164487	0.0135449	0.0145229	0.0152919	0.0187348	0.0106836	0.0155757	0.0113988	0.0157095	0.0124621	0.00781189	0.0125455	0.0104788	0.0173745	0.0123123	0.0116505	0.0158197	0.0129654	0.0213881	0.0142454	0.0121911	0.0122364	0.0108193	0.0129751	0.0147359	0.0132859	0.0109698	0.0131316	0.0131252	0.0133464	0.0153659
ECASYN-PWY: enterobacterial common antigen biosynthesis	0.0	0.0	0.0	0.0	0.0	0.000131937	0.000157646	5.03001e-05	0.0	5.57971e-05	0.0	1.82985e-05	0.0	0.0	2.13838e-05	0.0	0.0	0.0	0.0	5.83367e-06	0.0	0.0	0.000722462	0.0	2.49274e-05	0.0	0.0	0.0	0.0	0.000429639	0.000408015	0.0	0.0	0.0	0.000341784	0.0	1.34202e-05	8.40846e-05	0.000711108	4.67717e-05	0.0	0.0	0.0	0.00048215	1.2416e-05	0.000156608	0.000126749	0.0	3.32116e-05	0.0	0.0	0.0	0.0	3.25993e-05	0.0	5.33849e-05	0.000330138	4.572e-05	0.0	0.00120262	0.0	8.81468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04504e-05	0.0	2.46295e-05	3.45209e-05	0.0	0.0	0.000186201	0.0	0.0	0.000135854	0.0	0.0	5.11261e-06	2.22822e-05	0.0	0.0	0.0	0.000184642	0.0	0.0	0.000973237	0.0	0.0	0.0	0.0	0.0	0.0	0.000309435	0.0	0.0	0.0	1.60461e-05	6.53118e-05	5.52892e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	0.0	2.45671e-05	0.000102499	0.0	0.0	0.00057672	0.000510677	0.000240697	0.0	0.000141841	0.0	0.00015882	0.0	0.0	0.000142951	0.0	0.0	0.0	3.25216e-05	0.0	4.17551e-05	0.0	0.00206703	0.0	5.45819e-05	0.0	0.0	0.0	0.0	0.0010695	0.00258176	0.0	0.0	0.0	0.00070379	0.0	0.000124358	0.000370444	0.00177882	0.000186194	0.0	0.0	0.0	0.00285792	5.89613e-05	0.00030525	0.000367484	9.62895e-05	0.000199277	0.0	0.0	0.0	0.0	0.000118207	0.0	0.000151631	0.00108041	0.000182743	4.39352e-05	0.00215384	0.0	0.000677055	0.0	3.18381e-05	0.0	0.0	0.0	0.0	0.0	7.47499e-05	3.09725e-05	8.26158e-05	0.000196147	0.0	2.04604e-05	0.000396185	0.0	0.0	0.00055109	2.76252e-05	0.0	5.62731e-05	9.05365e-05	0.0	1.93205e-05	0.0	0.000757946	0.0	0.0	0.00200177	0.0	0.0	0.0	0.0	0.0	0.0	0.000636567	0.0	0.0	0.0	2.97739e-05	0.000195003	0.0	0.0	6.28562e-05	0.0	0.0	0.0	0.0	0.0
