# Pathway	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
PWY-8134: bile acid 7&beta;-dehydroxylation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.50362e-05	0.0	0.0	0.0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.00733063	0.00869962	0.00888746	0.0100012	0.00767379	0.00710186	0.00557968	0.00853132	0.00644909	0.0107104	0.0092687	0.00673797	0.00814337	0.00729333	0.00949424	0.0105304	0.00840535	0.00788857	0.00917069	0.00661221	0.0070306	0.0082952	0.0068923	0.0102674	0.00920693	0.00831782	0.00917649	0.00964529	0.00802637	0.0084561	0.00712779	0.00793939	0.00718753	0.00616399	0.00855922	0.00644214	0.0089243	0.00657384	0.0100714	0.00818012	0.00827524	0.00895756	0.00774232	0.00725879	0.00744796	0.0093146	0.00972629	0.0090353	0.00796192	0.0087315	0.00944764	0.00737712	0.00861691	0.00708554	0.00762422	0.0081615	0.00545529	0.00931789	0.0101467	0.00843919
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.00217627	0.00221935	0.00461492	0.0013515	0.00236854	0.00114339	0.00341865	0.00178946	0.00276023	0.00118587	0.00218959	0.00481338	0.00204536	0.00264034	0.00121005	0.00204745	0.00381176	0.00234208	0.00208586	0.00360498	0.00189528	0.00211933	0.00185797	0.00172389	0.00104191	0.0016641	0.00229029	0.001106	0.00220063	0.00492644	0.0056766	0.00170539	0.00296418	0.0017682	0.00196199	0.00377796	0.00293829	0.00351175	0.001479	0.00249791	0.00254021	0.00201773	0.00327219	0.00155844	0.00246514	0.00133136	0.00401834	0.0031968	0.00220378	0.00164445	0.00145015	0.00271716	0.00250097	0.00226066	0.00295734	0.00152253	0.00161345	0.00183634	0.00109454	0.00117836
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	4.42847e-05	0.0	0.0	0.000100008	5.57421e-05	0.0	0.000161514	0.000163696	0.000254713	0.0	0.0	3.99878e-05	9.78089e-05	0.0	0.0	0.000123647	4.29428e-05	0.0	0.000215165	0.0	0.0	0.0	0.000316437	7.34156e-05	0.0	0.0	0.0	0.0	7.01339e-05	0.000196365	5.07598e-05	9.22637e-06	0.00017767	0.0	0.0	0.0	0.0	0.0	7.50378e-05	0.000284082	0.0	4.82555e-05	2.82381e-05	4.22388e-05	0.00013963	0.0	0.0	0.000166018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121804	7.44654e-05	0.000136279	0.000191681
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	4.42847e-05	0.0	0.0	0.000100008	5.57421e-05	0.0	0.000161514	0.000163696	0.000254713	0.0	0.0	3.99878e-05	9.78089e-05	0.0	0.0	0.000123647	4.29428e-05	0.0	0.000215165	0.0	0.0	0.0	0.000316437	7.34156e-05	0.0	0.0	0.0	0.0	7.01339e-05	0.000196365	5.07598e-05	9.22637e-06	0.00017767	0.0	0.0	0.0	0.0	0.0	7.50378e-05	0.000284082	0.0	4.82555e-05	2.82381e-05	4.22388e-05	0.00013963	0.0	0.0	0.000166018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121804	7.44654e-05	0.000136279	0.000191681
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	2.65339e-05	0.000337704	0.000302868	0.0	0.000117239	9.04382e-05	0.000415493	1.00593e-05	0.0	1.02247e-05	0.0	7.59768e-06	0.0	0.000205735	0.0	0.0	1.87629e-05	4.40381e-05	0.0	0.000410243	0.0	0.000279475	0.0	2.51924e-05	0.0	0.000172418	3.95442e-05	0.0	0.0	0.000140431	4.3262e-05	0.0	0.0	0.0	0.000129877	5.20048e-06	2.96087e-05	0.0	0.0	0.0	0.0	2.32792e-05	5.16095e-05	9.22915e-05	3.75345e-05	3.80148e-05	9.66457e-06	0.0	0.0	0.0	0.0	2.31763e-05	0.0	0.0	0.0	5.64839e-05	0.000323647	0.0	0.0	0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.000601961	0.000332807	8.3138e-05	4.19253e-05	0.0001253	0.00176193	0.000497192	0.00020449	0.000806043	0.000712571	0.000558181	9.52835e-05	0.0	0.000271543	0.000234292	0.0	0.00209652	0.000541908	0.000365723	0.000160216	0.000492553	0.0	0.000163354	0.000603625	0.000107368	0.0	0.000874817	0.0	0.000422789	0.000477142	0.000635854	0.00019056	0.000350372	0.0	0.000195056	0.000377148	0.000283873	0.0	0.0	0.000207783	0.0	0.000173037	0.00179821	0.000282709	6.86854e-05	0.0	0.000354734	0.000415331	0.0	0.000230477	0.0	0.000267496	0.0	0.0	0.000286602	0.0	8.68373e-05	0.0	5.98628e-05	0.0
PWY-822: fructan biosynthesis	8.32485e-06	0.000760765	1.17096e-05	0.0	0.000348635	1.60723e-05	0.0	0.0	0.000432858	5.85331e-05	3.99969e-05	0.00023951	1.87782e-05	5.58239e-05	1.39812e-05	6.1322e-05	0.000220682	0.0	0.000131613	3.82245e-05	6.82969e-05	0.000154587	0.0	6.21973e-05	3.44154e-05	0.0	1.92679e-05	0.0	0.000120419	8.08936e-05	2.61881e-05	2.90921e-05	0.00079206	0.0	3.52481e-05	8.99133e-06	0.0	3.5786e-05	0.000749207	0.000280801	0.0	7.11948e-05	3.5534e-05	0.000992064	0.000165169	7.75417e-05	1.23086e-05	0.000430895	1.20909e-05	0.000228229	1.01911e-05	0.00010751	2.25572e-05	0.000451775	2.41119e-05	6.54243e-05	4.58599e-05	0.0	0.000241397	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.00393275	0.00566927	0.00605162	0.00241594	0.00554341	0.00413121	0.00736885	0.00623345	0.00489861	0.00318188	0.00379564	0.00760081	0.00708657	0.00585681	0.00377488	0.0046517	0.00345323	0.00528243	0.00562861	0.00481067	0.00589747	0.00713363	0.006088	0.00248292	0.00423882	0.00488828	0.00406363	0.00278275	0.00483916	0.00476824	0.00519261	0.0042684	0.00556299	0.00428448	0.00503501	0.0052839	0.0058651	0.00646258	0.00395961	0.00552045	0.00369483	0.00404835	0.00322419	0.00555939	0.00728842	0.00346238	0.00539419	0.00461102	0.00594785	0.00495558	0.00447408	0.0044381	0.00579464	0.00695934	0.00461872	0.00427385	0.00483085	0.00545538	0.00364245	0.00358569
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	8.63905e-05	0.000602097	3.3231e-05	0.0	0.000298802	1.65496e-05	0.0	0.0	0.000121968	0.000116701	0.0	2.31412e-05	0.0	1.71901e-05	0.0	0.0	0.000185082	0.0	0.000210269	0.0	7.09456e-05	0.00039782	0.0	0.0	0.0	6.06452e-05	0.0	0.0	0.0	0.0	9.53827e-05	4.32974e-05	0.000688162	0.0	8.14207e-05	4.19831e-05	0.0	4.08018e-05	0.000725567	0.000175041	0.0	0.000159333	4.86938e-05	0.00040145	8.1882e-05	5.17979e-05	9.87802e-05	0.0	0.0	9.14439e-05	0.0	3.37949e-05	0.0	0.0	0.0	3.26995e-05	3.79394e-05	2.79213e-05	0.0	0.0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.00271638	0.00388913	0.0031649	0.00307445	0.00285796	0.00306117	0.000549364	0.00158133	0.00320875	0.00127556	0.00264872	0.00277233	0.00224425	0.00224675	0.00160865	0.00212528	0.00401096	0.0016485	0.0036592	0.00114808	0.00133274	0.00148691	0.00212551	0.00217157	0.00181645	0.00298736	0.00168412	0.00142239	0.0023186	0.00214774	0.00169901	0.00218583	0.0041127	0.0033137	0.000968052	0.00318219	0.00189084	0.00238212	0.0030155	0.00195905	0.00229996	0.00197485	0.00322894	0.00385746	0.00243825	0.00262319	0.00167529	0.00375044	0.00215455	0.00224846	0.00180578	0.00166408	0.00153905	0.00294179	0.00313404	0.00172071	0.00298881	0.00257761	0.00177919	0.00119118
PWY0-1061: superpathway of L-alanine biosynthesis	0.00157398	0.00394152	0.00174101	0.00196553	0.000477868	0.0020639	0.00127713	0.00149355	0.00162923	0.000329915	0.00230298	0.00159819	0.00170081	0.00219112	0.00269286	0.0044117	0.00292821	0.000623914	0.000224214	0.00301739	0.00041754	0.000875411	0.000876692	0.00169285	0.000796629	0.00451893	0.00272003	0.00029923	0.00178367	0.0020767	0.00305259	0.0023037	0.000691859	0.00276293	0.00039563	0.00266684	0.000377829	0.00109716	0.000319567	0.00167544	0.00212617	0.000446368	0.00162203	0.00250797	0.000790716	0.00360628	0.00287853	0.0018001	0.000105145	0.00184745	0.00259079	0.00317427	0.000177397	0.000451779	0.00216446	0.00369864	0.00391191	0.000959617	0.00132796	0.000704916
PWY0-1221: putrescine degradation II	0.0	0.0	0.0	0.0	0.0	0.000189755	0.0	9.4346e-06	0.0	0.0	0.0	0.0	0.0	1.50042e-05	0.0	0.0	0.0	3.08236e-05	0.0	0.0	0.0	0.0	0.0	3.96304e-06	0.0	0.0	4.06853e-05	0.0	0.0	0.0	2.26123e-06	0.0	0.0	0.0	0.0	6.88252e-06	1.26605e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39015e-06	0.0	2.6062e-06	0.0	0.0	0.0	0.0	4.24125e-05	0.0	4.70795e-06	0.0	0.0	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.000321164	0.000377803	0.000465947	0.000128765	0.00101148	0.000697158	0.00326578	0.0018961	0.000463648	0.00121068	0.000198594	0.000119925	0.000668597	0.000557103	0.000322314	0.000223566	0.00112109	0.0012992	0.00024244	0.000817658	0.000289987	0.00154038	0.00063765	0.000347669	0.000303288	0.000319228	0.000501345	0.000267961	0.000451386	0.000516503	0.000905004	0.000321752	0.000537637	0.000354617	0.00475467	0.000176906	0.000975649	0.000290956	0.00018805	0.000376597	0.000276344	0.000242771	0.000814375	0.000486511	0.000160005	0.000119015	0.00027637	0.000460501	0.000608541	0.000205839	0.000255707	0.000641193	0.000186759	0.000596448	0.000437323	0.000309819	0.000576609	0.000281859	0.000282667	0.000434653
PWY0-1261: anhydromuropeptides recycling I	0.000913075	0.000615824	0.000536909	0.000373615	0.00142153	0.00185268	0.00168825	0.00101162	0.0012458	0.000995422	0.000615889	0.000449159	0.00202202	0.000746567	0.00157016	0.0015569	0.00293383	0.000694718	0.000890423	0.000378484	0.000712199	0.0015635	0.00140807	0.000616456	0.00103936	0.00100496	0.000987929	0.00013535	0.0019436	0.000902982	0.00149308	0.00177365	0.000530947	0.000860299	0.00441831	0.00107761	0.00106472	0.00102303	0.00100378	0.0012404	0.000420712	0.000411724	0.00200384	0.00283331	0.000170424	0.000252227	0.000698045	0.00240385	0.00224735	0.000475987	0.000329082	0.00102508	0.0011182	0.00149313	0.00094004	0.00122702	0.00253261	0.00121904	0.000204564	0.00113793
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.0	0.0	0.0	0.0	0.0	0.000580095	0.0	5.89651e-05	7.90891e-05	5.80104e-05	0.0	3.68424e-05	0.0	0.000107036	3.41323e-05	0.0	0.0	0.000246504	1.45207e-05	0.0	0.000116799	0.0	0.0	6.58815e-05	0.0	0.0	0.000134861	0.0	0.0	0.000109598	3.67175e-05	0.0	0.0	0.0	0.0	0.0	0.000186684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83418e-05	7.97176e-05	0.0	0.000106385	0.0	6.74088e-05	0.0	0.0	0.000192286	0.0	5.21786e-05	0.0	5.33683e-05	0.0
PWY0-1296: purine ribonucleosides degradation	0.00854097	0.00988762	0.0068563	0.00995686	0.00734485	0.006759	0.00628467	0.00683699	0.00663706	0.0100184	0.0094634	0.0067113	0.00791757	0.00645238	0.00953306	0.00853812	0.00584132	0.00834107	0.00846521	0.00586742	0.00962954	0.00848131	0.0082435	0.00935871	0.0101025	0.00797407	0.00805122	0.00962867	0.00737727	0.00908915	0.00863158	0.00723523	0.00756264	0.00888667	0.0059765	0.00563381	0.00793199	0.00867173	0.00860218	0.00846197	0.00745698	0.0088834	0.00735605	0.00654198	0.00767701	0.00884613	0.00848372	0.00797406	0.00892091	0.00885195	0.00950932	0.00717016	0.00828175	0.00710293	0.00696805	0.00796749	0.00540483	0.00861644	0.00843949	0.00893796
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.00167753	0.00212121	0.000274991	0.000467357	0.00215117	0.00167605	0.00156212	0.00225244	0.00166488	0.00145217	0.00117294	0.000958499	0.000968986	0.000809896	0.000309557	0.000334265	0.00271667	0.000919327	0.00115522	0.000223445	0.0014567	0.00160202	0.000580485	0.000678755	0.0010995	0.000514579	0.00155885	0.000276025	0.000875492	0.00360441	0.00187551	0.000760441	0.00261592	0.000307106	0.000690279	0.000480944	0.000920775	0.00156687	0.00199112	0.00195706	0.000433259	0.000833923	0.00228217	0.00277081	0.00108958	0.00103739	0.000353907	0.00304424	0.00159956	0.00132112	0.000787555	0.000991574	0.000793567	0.00237859	0.00120654	0.00108219	0.00093935	0.000833303	0.000700085	0.00105876
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.000872461	0.00072749	0.000244783	0.000349065	0.000396142	0.00129695	0.000301947	0.000994705	0.000669352	0.000600435	0.000544164	0.000350074	0.000338673	0.000517053	0.000405454	0.000301591	0.00296445	0.00162978	0.000884618	0.000381546	0.000637196	0.000357635	0.00025539	0.000840225	0.000731545	0.000280868	0.000867213	0.000277794	0.000281526	0.00140119	0.00180745	0.000383903	0.000984547	0.000425218	0.000263909	0.000359167	0.00113531	0.000344055	0.000424426	0.000343538	0.000238268	0.00045562	0.00281115	0.000595763	0.00023813	0.000501202	0.000410117	0.00155516	0.000245831	0.00042976	0.000436638	0.000360793	0.000533708	0.00015116	0.000938731	0.000187493	0.000219995	0.000105144	0.000189348	0.000230085
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00914368	0.00900534	0.00872078	0.0107998	0.00915073	0.00645928	0.00766994	0.00934416	0.00812657	0.0097351	0.00869562	0.00899081	0.00861901	0.00725889	0.0102587	0.0107601	0.0058387	0.00837589	0.00884878	0.005715	0.0103378	0.00998023	0.0101077	0.00962478	0.0104138	0.00861142	0.00940299	0.00861228	0.00827301	0.00979743	0.00747603	0.00875775	0.00761464	0.00881304	0.00682008	0.00755141	0.00914942	0.00869548	0.00930196	0.00920024	0.0104932	0.00954042	0.00656613	0.00823049	0.00899142	0.0101828	0.00854332	0.00837553	0.00906024	0.0097091	0.00973368	0.00856164	0.0087829	0.00832332	0.00884252	0.0097808	0.00831612	0.00986796	0.00983924	0.0104311
PWY0-1337: oleate &beta;-oxidation	0.000185263	2.35175e-05	3.10278e-05	0.0	0.0	0.000144522	2.58947e-05	6.38559e-06	0.000286131	0.0	0.0	3.79158e-06	0.0	4.24321e-05	8.59122e-06	0.0	0.00105557	4.69281e-05	2.31406e-05	0.0	4.95318e-05	0.0	0.0	7.43398e-05	0.0	0.0	0.000232651	0.0	0.0	0.000189765	0.000169353	5.12258e-05	0.0	0.0	0.0	6.25603e-06	3.93245e-05	0.0	0.0	0.0	0.0	0.0	0.000898456	9.55303e-05	1.14327e-05	0.0	8.58078e-06	5.25996e-05	0.0	7.73231e-06	0.0	0.0	0.0	0.0	1.40124e-05	0.0	0.0	0.0	0.0	0.0
PWY0-1338: polymyxin resistance	0.000203148	1.85757e-05	2.9171e-05	0.0	0.0	0.000320194	2.78467e-05	0.0	0.000310978	0.0	0.0	1.36026e-05	0.0	6.67469e-05	1.81096e-05	0.0	0.000928277	5.3221e-05	0.0	0.0	5.12962e-05	0.0	0.0	7.26765e-05	0.0	0.0	0.000129627	0.0	0.0	9.51278e-05	0.000205045	2.28815e-05	0.0	0.0	0.0	3.77197e-06	0.000106331	0.0	0.0	0.0	0.0	0.0	0.000621288	8.36311e-05	0.0	0.0	1.2926e-05	5.40184e-05	0.0	1.50993e-05	0.0	4.38032e-05	0.0	0.0	0.000102139	0.0	0.0	0.0	0.0	0.0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.000334462	6.96913e-05	7.78174e-05	0.0	0.0	0.000773054	3.30931e-05	4.51255e-05	0.000182628	6.67255e-05	0.0	4.86539e-05	0.0	0.000154611	3.87758e-05	0.0	0.00167053	0.000146911	6.42385e-05	7.21134e-05	0.000200367	0.0	3.28299e-05	6.2104e-05	0.0	0.0	0.000390954	0.0	0.0	0.000281969	0.00031546	7.83321e-05	0.000195069	0.0	1.79672e-05	0.0	0.000208235	0.0	0.0	0.0	0.0	0.0	0.00111488	0.000179746	3.96976e-05	0.0	0.00011003	0.000199796	0.0	8.4398e-05	0.0	0.000161436	0.0	0.0	0.000153174	0.0	3.44532e-05	0.0	0.0	0.0
PWY0-1477: ethanolamine utilization	0.00129849	0.000651502	0.000679212	0.000340648	0.000630983	0.00312413	0.000558173	0.00155986	0.00119741	0.000585965	0.000721961	0.000476416	0.000372425	0.00130474	0.000270163	0.00176001	0.00595672	0.00128886	0.000470694	0.000201515	0.000549334	0.000752609	0.000405543	0.000449945	0.00115355	0.000620846	0.00144793	0.000952599	0.000818183	0.00115133	0.0018394	0.000860908	0.000611497	0.000618177	0.000356001	0.00100917	0.00168543	0.00045782	0.000306103	0.000426854	0.00039712	0.000623266	0.00477137	0.000865405	0.000502533	0.000344618	0.000493364	0.000827998	0.000842719	0.000400694	0.000572112	0.00179887	0.00170829	0.000406032	0.00248154	0.00104146	0.000913282	0.0005681	0.00019632	0.000453998
PWY0-1479: tRNA processing	0.000764798	0.000951274	0.00170047	0.00126794	0.000418942	0.00244092	0.000398591	0.000480035	0.000780918	0.00308671	0.00180025	0.000841955	0.00040725	0.00121534	0.00215377	0.00124411	0.00312945	0.00176962	0.000773284	0.00134247	0.0016682	0.00200338	0.00076321	0.00300231	0.00118932	0.00114279	0.00103768	0.000702754	0.000332583	0.000812157	0.00120363	0.00117042	0.00103512	0.00139122	0.0034933	0.00119979	0.00195058	0.000821778	0.00174312	0.000276067	0.00167014	0.00100699	0.00263072	0.000408952	0.000632022	0.000532881	0.000991643	0.000857124	0.000796799	0.00112989	0.00136507	0.00135163	0.000319032	0.000690438	0.00142153	0.000744553	0.000892089	0.00063642	0.000615651	0.000686813
PWY0-1533: methylphosphonate degradation I	4.60929e-05	0.0	0.0	0.0	0.0	1.36091e-05	1.1134e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.69034e-05	0.0	0.0	0.000329248	0.0	0.0	0.0	3.00548e-05	0.0	0.0	3.67589e-05	0.0	0.0	4.8602e-05	0.0	0.0	0.0	4.60958e-05	1.24918e-05	0.0	0.0	0.0	0.0	0.000179769	0.0	0.0	0.0	0.0	0.0	0.000179561	2.34824e-05	0.0	0.0	2.81531e-05	0.0	0.0	2.17248e-06	0.0	0.0	0.0	0.0	3.89931e-05	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.0081388	0.00630743	0.00949648	0.00552519	0.00917331	0.00815882	0.00662591	0.00748497	0.00759505	0.00466994	0.00481797	0.00721458	0.00858346	0.00802216	0.00749428	0.0082643	0.0110319	0.00578713	0.0068525	0.00694469	0.0068888	0.00852965	0.00797186	0.00572675	0.0048268	0.00704742	0.00731232	0.00528264	0.0101224	0.0038576	0.0056482	0.0084826	0.00813739	0.00582481	0.00944422	0.00523968	0.00652754	0.00654588	0.00549253	0.00566125	0.0053486	0.00739087	0.00992133	0.0105506	0.00618936	0.00532392	0.00599323	0.0061432	0.008063	0.00605588	0.00606336	0.00716215	0.00524222	0.00680516	0.00559645	0.00705972	0.00792582	0.0069418	0.00806206	0.00864705
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.00346393	0.00200064	0.00441711	0.00215398	0.00323854	0.00327658	0.00374997	0.00495028	0.00251628	0.00251097	0.00283225	0.00414938	0.00226033	0.00434424	0.0022442	0.00398126	0.00304486	0.00309373	0.00406031	0.00387047	0.00202901	0.00497978	0.00241513	0.0018106	0.00358798	0.00377464	0.00212131	0.00203438	0.00274074	0.00213917	0.00312331	0.0034188	0.00169196	0.00380801	0.00492861	0.0044423	0.00371411	0.0023037	0.00314394	0.00203279	0.00276901	0.00183232	0.00275101	0.00253249	0.00359434	0.00264456	0.00320204	0.00294306	0.00293046	0.00241834	0.00267731	0.00369563	0.00413461	0.00253867	0.00377742	0.0029715	0.00413428	0.00165982	0.00156592	0.00278435
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.000505186	0.000110716	3.15382e-05	0.0	0.0	0.00149078	8.60073e-05	0.000214593	0.000446279	4.85623e-05	0.0	0.0002125	0.0	0.00047504	0.000100235	8.7453e-05	0.00186758	0.000325707	0.0	1.60137e-05	0.000299324	0.0	0.000311587	0.000259292	2.86084e-05	0.0	0.00077547	0.000135745	0.0	0.000190719	0.00079962	3.81011e-05	0.000355143	0.0	8.8949e-05	2.61056e-05	0.000104777	0.0	0.000859731	0.0	0.0	2.25297e-05	0.00132004	0.000473868	0.0	0.0	0.000115084	0.000302053	0.0	0.000168049	0.0	0.000195356	0.0	0.0	0.00062191	0.0	0.000179396	0.0	0.0	0.0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0.000450696	0.000110012	8.16704e-05	0.0	0.0	0.000815132	4.57399e-05	3.21569e-05	0.000419273	9.61454e-05	9.0307e-05	0.000176015	0.0	0.000185492	0.000132413	0.0	0.00188013	0.000689986	0.000218305	0.000743974	0.000343138	0.000343689	5.13518e-05	0.000201564	0.0	2.5404e-05	0.000370391	0.000127233	9.99687e-05	0.000212163	0.00117718	7.69565e-05	0.000184086	2.39536e-05	2.17715e-05	0.000162145	0.000570783	6.29287e-05	6.59241e-05	3.68248e-05	0.000339843	7.92961e-05	0.0013306	0.000193539	0.000106407	0.0	0.000114477	0.000420585	0.0	3.67189e-05	9.19433e-05	0.000179848	0.0	0.0	0.000360336	0.0	3.69567e-05	0.0	0.0	7.04012e-05
PWY0-321: phenylacetate degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	0.000101223	0.0	0.0	0.0	0.0	0.0	2.44421e-06	0.0	3.17145e-06	0.0	0.0	0.0	2.43124e-05	0.0	0.0	0.0	0.0	0.0	7.42289e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26751e-05	0.0	0.0	0.0	0.0	0.0
PWY0-41: allantoin degradation IV (anaerobic)	4.7741e-05	0.0	4.62823e-06	0.0	0.0	7.56686e-05	6.68359e-06	6.19013e-06	0.0	0.0	0.0	4.87956e-06	0.0	2.11238e-05	0.0	0.0	0.000192254	6.4184e-05	0.0	0.0	1.39588e-05	0.0	0.0	6.6328e-06	0.0	0.0	8.78639e-05	0.0	0.0	0.0	4.8178e-05	3.95904e-06	0.0	0.0	0.0	3.50204e-06	5.21192e-05	0.0	0.0	0.0	0.0	0.0	0.000192571	1.73035e-05	1.01574e-05	0.0	5.03391e-06	1.22935e-05	0.0	5.70857e-06	0.0	0.0	0.0	0.0	5.80241e-05	0.0	0.0	0.0	0.0	0.0
PWY0-42: 2-methylcitrate cycle I	0.000165143	1.97823e-05	3.63215e-05	0.0	0.0	0.000428088	2.0837e-05	4.60217e-06	4.1772e-05	1.43095e-05	0.0	0.0	0.0	7.72425e-05	1.80689e-05	0.0	0.00141116	9.63672e-05	0.0	0.0	7.59098e-05	0.0	3.32161e-05	3.91329e-05	0.0	0.0	0.00014546	0.0	0.0	0.000148475	0.000141298	2.55286e-05	0.0	0.0	0.0	1.90686e-05	0.000139839	0.0	0.0	0.0	0.0	0.0	0.000510899	9.28462e-05	1.07835e-05	0.0	2.27466e-05	8.13623e-05	0.0	2.41075e-05	0.0	0.0	0.0	0.0	0.000103721	0.0	1.55088e-06	0.0	2.78277e-05	0.0
PWY0-461: L-lysine degradation I	9.83985e-05	0.0	0.0	0.0	0.0	6.41005e-05	0.0	0.0	3.68634e-05	0.0	0.0	0.0	0.0	3.84131e-05	0.0	0.0	0.000555659	5.68732e-05	0.0	0.0	5.93586e-05	0.0	0.0	2.17476e-05	0.0	0.0	7.64496e-05	0.0	0.0	3.34345e-05	9.27201e-05	0.0	0.0	0.0	0.0	0.0	7.36387e-05	0.0	0.0	0.0	0.0	0.0	0.000346088	8.06718e-05	0.0	0.0	4.23554e-06	4.518e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-781: aspartate superpathway	0.00152804	0.000964501	0.000964099	0.000649793	0.000800301	0.00243901	0.000236779	0.000280379	0.00134519	0.000568102	0.000352005	0.00026518	0.00011437	0.000898776	0.00029766	0.0	0.00349951	0.000988732	0.000723819	0.0	0.000619103	0.000569439	0.000639215	0.000729118	0.000319255	0.000747629	0.00138353	0.0	0.000745664	0.000816581	0.00113704	0.00153878	0.000535891	0.000376516	0.000261312	0.000425118	0.000804927	0.000141789	0.000393473	0.000461258	0.0	0.000305218	0.00256435	0.00144419	0.000554268	0.000239942	0.000790761	0.000846469	0.000103359	0.000697795	0.0	0.00109411	0.00100152	0.000925432	0.00101408	0.0	0.00243825	0.00031627	0.000232452	0.000713732
