# Pathway	SAMN19291048	SAMN19291049	SAMN19291051	SAMN19291050	SAMN19291019	SAMN19291044	SAMN19291037	SAMN19291040	SAMN19291030	SAMN19291039	SAMN19291023	SAMN19291034	SAMN19291029	SAMN19291028	SAMN19291032	SAMN19291035	SAMN19291026	SAMN19291041	SAMN19291021	SAMN19290998	SAMN19291000	SAMN19291002	SAMN19291011	SAMN19291054	SAMN19291056	SAMN19291060	SAMN19291061	SAMN19290994	SAMN19291013	SAMN19290981	SAMN19290990	SAMN19290979	SAMN19291004	SAMN19290988	SAMN19290996	SAMN19290999	SAMN19291006	SAMN19291053	SAMN19290989	SAMN19290993	SAMN19290980	SAMN19291059	SAMN19291062	SAMN19290991	SAMN19291017	SAMN19291018	SAMN19291055	SAMN19291058	SAMN19291008	SAMN19291052	SAMN19290986	SAMN19290978	SAMN19290997	SAMN19291001	SAMN19291009	SAMN19290987	SAMN19290992	SAMN19290995	SAMN19291005	SAMN19291012	SAMN19291014	SAMN19291027	SAMN19291007	SAMN19291010	SAMN19291016	SAMN19291015	SAMN19290982	SAMN19290983	SAMN19290984	SAMN19291063	SAMN19291003	SAMN19291020	SAMN19291025	SAMN19291033	SAMN19291036	SAMN19291043	SAMN19291024	SAMN19291046	SAMN19291022	SAMN19291031	SAMN19291042	SAMN19290985	SAMN19291038	SAMN19291045	SAMN19291047	SAMN19290917	SAMN19290937	SAMN19290944	SAMN19290951	SAMN19290913	SAMN19290936	SAMN19290933	SAMN19290908	SAMN19290902	SAMN19290947	SAMN19290955	SAMN19290898	SAMN19290931	SAMN19290971	SAMN19290973	SAMN19290977	SAMN19290946	SAMN19290953	SAMN19290969	SAMN19290899	SAMN19290905	SAMN19290934	SAMN19290920	SAMN19290926	SAMN19290941	SAMN19290961	SAMN19290965	SAMN19290935	SAMN19290950	SAMN19290956	SAMN19290911	SAMN19290912	SAMN19290918	SAMN19290923	SAMN19290930	SAMN19290903	SAMN19290916	SAMN19290919	SAMN19290921	SAMN19290914	SAMN19290922	SAMN19290943	SAMN19290959	SAMN19290963	SAMN19290976	SAMN19290938	SAMN19290957	SAMN19290960	SAMN19290975	SAMN19290929	SAMN19290932	SAMN19290970	SAMN19290909	SAMN19290910	SAMN19290949	SAMN19290962	SAMN19290964	SAMN19290900	SAMN19290940	SAMN19290968	SAMN19290972	SAMN19290915	SAMN19290924	SAMN19290925	SAMN19290927	SAMN19290967	SAMN19290942	SAMN19290948	SAMN19290928	SAMN19290939	SAMN19290954	SAMN19290958	SAMN19290974	SAMN19290906	SAMN19290907	SAMN19290904	SAMN19290901	SAMN19290952
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.0104223	0.00790737	0.00489411	0.00404223	0.00651903	0.00538908	0.00877032	0.0129829	0.00521974	0.00825178	0.0119797	0.0127931	0.01034	0.0076972	0.00380617	0.00515354	0.00460335	0.0121947	0.0160249	0.0062099	0.00557228	0.00523955	0.00456017	0.0146397	0.00670102	0.0164131	0.00900036	0.00511645	0.0152511	0.0038392	0.00542694	0.014752	0.0114883	0.00340453	0.00707601	0.0118842	0.00546045	0.00656721	0.00696675	0.0131473	0.0149892	0.00570088	0.00657101	0.00395497	0.0100715	0.0157767	0.0094338	0.0110302	0.00617086	0.0053691	0.00799312	0.00764085	0.00432847	0.00395977	0.0111759	0.0061766	0.00848786	0.00528355	0.00807765	0.0111472	0.0171125	0.00539848	0.00831684	0.00895474	0.0103792	0.0146336	0.00543041	0.0135007	0.00392904	0.0063782	0.00360308	0.0167998	0.0132944	0.00974436	0.0108968	0.0077419	0.0170684	0.00811722	0.0121105	0.00459318	0.00920583	0.0064171	0.00550292	0.00771162	0.00539192	0.00961305	0.00658664	0.00950011	0.00341292	0.0118223	0.00911703	0.00688503	0.00741781	0.00432651	0.00381393	0.00960162	0.00429371	0.00525105	0.00767531	0.0041619	0.00902318	0.00955989	0.00381712	0.00731099	0.00588658	0.00314277	0.00609674	0.0067211	0.00357989	0.0105908	0.00458669	0.00525659	0.0129226	0.0067209	0.00443808	0.00343558	0.00519153	0.00791571	0.00359042	0.00399141	0.0119845	0.00681391	0.00648398	0.00588306	0.00767149	0.00544112	0.00870041	0.00341918	0.00720245	0.0105894	0.00859275	0.00463046	0.00710507	0.00327777	0.00384634	0.00648787	0.0103704	0.00468548	0.0115446	0.00607404	0.00547268	0.00462315	0.00716897	0.00787122	0.00623854	0.00696971	0.00328198	0.00450973	0.00474847	0.00436194	0.00796138	0.00846306	0.00557196	0.00421341	0.00341381	0.00506895	0.0039466	0.00568452	0.00474646	0.0106433	0.0096441	0.00396465	0.0102902
ARO-PWY: chorismate biosynthesis I	0.00968399	0.0087438	0.00559985	0.0046281	0.00894865	0.00588307	0.00959578	0.0114651	0.00563525	0.00878694	0.012364	0.0105002	0.0100993	0.00786256	0.00370699	0.00513265	0.00451202	0.0103134	0.0133522	0.00902945	0.00537401	0.00559711	0.00523227	0.0138708	0.0102017	0.0131385	0.00976031	0.00591019	0.0138704	0.00404428	0.00730186	0.0116415	0.011463	0.00439025	0.010374	0.0115097	0.00729429	0.0105714	0.00813963	0.0120654	0.0147302	0.00861885	0.0105611	0.00420652	0.010734	0.0145742	0.0108106	0.0111853	0.00666356	0.00649826	0.00865451	0.00819404	0.00449111	0.00376406	0.00976211	0.00845192	0.00929814	0.00615211	0.00980382	0.011485	0.0160858	0.00620056	0.0093419	0.0100021	0.00942376	0.0110827	0.0061059	0.0105541	0.00495676	0.00587229	0.00456651	0.0153054	0.0137878	0.0114861	0.00822274	0.00793477	0.0149106	0.0100686	0.0116706	0.00487307	0.00904419	0.00833032	0.00681076	0.00808456	0.00643674	0.0107109	0.00856201	0.00926957	0.00626636	0.0120214	0.0108098	0.00825956	0.0100621	0.0111608	0.00530299	0.01034	0.00449188	0.00952327	0.00910545	0.00876599	0.0113484	0.0114825	0.00445227	0.0112044	0.00742498	0.00893454	0.00841574	0.00811687	0.00884648	0.0117	0.00432671	0.00535129	0.0136137	0.00846819	0.00840096	0.00429328	0.00502484	0.0101298	0.00444481	0.00597649	0.0140165	0.00932587	0.0090831	0.00701921	0.00951938	0.0086551	0.0104059	0.00502075	0.00911625	0.0121951	0.00642452	0.0103354	0.0103863	0.00546543	0.0071221	0.00855483	0.0113835	0.00479441	0.0116217	0.00892319	0.00915161	0.00597635	0.00840211	0.00908102	0.00889164	0.0100891	0.00530511	0.00641672	0.0056466	0.00538937	0.00973771	0.00885856	0.00755066	0.00511088	0.0090686	0.00934334	0.00393883	0.00663315	0.00595222	0.0104334	0.0111549	0.00616883	0.00957477
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00352878	0.0039034	0.00542606	0.00544171	0.00594945	0.00403523	0.00332851	0.00314911	0.00472098	0.00359681	0.0030302	0.00249578	0.00319682	0.0043068	0.00514062	0.00528944	0.0048365	0.00397374	0.00155694	0.00720815	0.00441491	0.00538508	0.00444763	0.00291827	0.00699308	0.00238901	0.00744499	0.00485445	0.00414957	0.00528417	0.00468472	0.00242379	0.00352073	0.00480557	0.00539043	0.0022041	0.0053469	0.00722869	0.0042634	0.00295062	0.00303228	0.011135	0.00718728	0.00633364	0.00415027	0.00264634	0.00469297	0.0021534	0.00846905	0.00424256	0.00387378	0.00396423	0.00430677	0.00534455	0.00327131	0.010475	0.00366397	0.00548245	0.0078124	0.00354647	0.00204077	0.00497958	0.007794	0.00863819	0.00502863	0.00264491	0.0054467	0.00291967	0.00568329	0.0053003	0.00580515	0.0010918	0.00367058	0.0035013	0.00306538	0.00553697	0.00137181	0.00795837	0.00404283	0.00550827	0.0046387	0.00393891	0.00473578	0.00425708	0.00552898	0.00428806	0.00509132	0.0027985	0.00564983	0.0039417	0.00617415	0.00490167	0.00599243	0.0091144	0.00504619	0.00448693	0.00506119	0.00634791	0.00512187	0.00507778	0.00369769	0.0040336	0.00583618	0.0043879	0.00516864	0.00838849	0.00668798	0.00481668	0.00677806	0.00405692	0.00500339	0.00539195	0.00288558	0.00566119	0.00522726	0.00520379	0.00554493	0.00605504	0.00492008	0.00607301	0.00324852	0.00572636	0.00466161	0.0050237	0.0051826	0.00718233	0.00355516	0.00599958	0.00613282	0.00249976	0.00317505	0.00456392	0.00536097	0.00521039	0.00658711	0.00756167	0.00461296	0.00515894	0.00380354	0.00569524	0.0049683	0.00518082	0.00409119	0.00347456	0.00493181	0.00701147	0.00536587	0.00567226	0.00616966	0.00542467	0.00514548	0.00449411	0.00518473	0.00419874	0.00820082	0.00607643	0.00534088	0.00513052	0.00503107	0.00270919	0.00322965	0.00546546	0.00281303
AST-PWY: L-arginine degradation II (AST pathway)	0.000597111	0.00118228	0.00162778	0.00187319	2.04023e-05	0.00144612	0.000463699	0.000190563	0.00172472	0.00114399	0.000491531	0.000559619	0.000663119	0.000655707	0.00219752	0.00210412	0.00185009	0.0	0.000124236	0.000198583	0.00165134	0.00190886	0.00245068	0.0	5.52693e-06	4.71654e-06	8.5958e-05	0.00172408	0.0	0.00255486	0.000345511	0.0	0.000294665	0.00201574	1.73318e-05	0.0	0.000225521	2.3922e-05	0.000806681	0.000207499	0.0	2.95659e-05	1.67664e-05	0.00249499	0.000307218	1.34052e-05	0.000162788	8.15451e-06	0.000254746	0.00150825	0.000398555	0.000504935	0.00173447	0.00234038	0.0	6.27364e-05	0.000722984	0.00141983	0.000172076	0.0	2.91653e-05	0.00165125	0.000120036	0.0	5.40826e-05	0.000492977	0.00240898	0.000164445	0.00346734	0.00138285	0.0033846	2.90058e-05	0.0	0.000119239	0.000700976	1.25218e-05	1.7738e-05	3.46225e-05	5.02885e-05	0.00151047	4.40859e-05	0.000642066	0.00134168	0.00118926	0.00363317	1.40786e-05	0.0001913	0.000510307	0.00070511	0.000132753	7.10379e-06	0.00044518	3.40744e-05	7.373e-05	0.00161831	1.87267e-05	0.0019894	0.000123546	2.15708e-05	6.99789e-05	0.000227049	1.4624e-05	0.00145415	6.39439e-06	0.000258024	0.000203481	0.000350246	0.000528838	0.000379247	0.0	0.00156849	0.00184828	0.000122807	0.000251521	0.000306118	0.00190186	0.00187983	0.000123214	0.00210043	0.000876357	0.0	7.12391e-05	0.000317215	0.000661786	5.47316e-05	5.14022e-05	0.000305418	0.0013718	0.000137972	6.59788e-05	0.000885178	8.78202e-06	1.0475e-05	0.00082199	0.000557661	6.9206e-05	0.000113731	0.00164613	8.94639e-05	0.000154472	0.000110068	0.00271209	0.00137962	0.000230532	0.000172597	0.000136421	0.00128206	0.00115336	0.00145359	0.00130239	0.000701196	0.000339958	0.000514046	0.00111247	0.000448925	0.000291295	0.00221189	0.000125021	0.00170122	0.000139213	3.42573e-05	0.00086296	9.14574e-06
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.00264062	0.00299426	0.00371609	0.00402621	0.000815145	0.00272543	0.00184452	0.00149747	0.00344903	0.00217257	0.00164849	0.00165795	0.00196923	0.00185409	0.00356631	0.00353871	0.00324165	0.000229382	0.00109648	0.00163867	0.0027137	0.0035288	0.00320817	0.000740323	0.00219155	0.000668305	0.0017189	0.00327683	0.000696588	0.00453326	0.0029084	0.000602267	0.00253168	0.00469298	0.0011392	0.00159756	0.00284667	0.000567097	0.00271816	0.00107405	0.000158995	0.000910368	0.000479161	0.00400651	0.00198246	0.000273345	0.00235869	0.000846551	0.00226032	0.00375033	0.00306433	0.0032603	0.00367502	0.00397399	0.000445933	0.00112073	0.00211745	0.00330215	0.00103381	0.00135327	0.000313667	0.00367925	0.00201985	0.000776556	0.00209301	0.00106313	0.0032675	0.00109547	0.00431656	0.00353959	0.00417095	0.000412145	0.0012457	0.00197753	0.00169388	0.00261087	0.000267853	0.00219027	0.00115513	0.00355486	0.00151712	0.00311689	0.00303788	0.00206076	0.00400061	0.00187049	0.00418635	0.00233462	0.00466039	0.00142451	0.00115493	0.00333047	0.00206574	0.00286623	0.00403656	0.0021737	0.00447744	0.00338644	0.00272609	0.00237291	0.00225615	0.00303581	0.00372312	0.00180051	0.0029112	0.0047239	0.00262128	0.00327948	0.00319092	0.0026208	0.00338252	0.00388282	0.00130695	0.00289984	0.00317736	0.00432547	0.00449618	0.00286507	0.00387889	0.00441566	0.000820323	0.00360176	0.00302023	0.00372426	0.00323383	0.00405461	0.00337969	0.00436967	0.00227873	0.00085074	0.0030245	0.00158825	0.00109326	0.00505861	0.00460108	0.00203436	0.0025304	0.00366735	0.00159115	0.00294178	0.00158527	0.00443477	0.00239287	0.00325059	0.0024567	0.00297895	0.00509878	0.00449977	0.00331129	0.003753	0.00330111	0.00218431	0.00417959	0.0033824	0.00443921	0.00254128	0.00382383	0.00209844	0.00367348	0.00239126	0.00070829	0.0040124	0.00129626
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00953964	0.00747419	0.0060241	0.0060182	0.00908412	0.00729763	0.0064819	0.0093845	0.00537746	0.00790529	0.0080055	0.00951227	0.00832484	0.00760838	0.00503883	0.00566913	0.00613124	0.0118686	0.00662328	0.0124321	0.00653621	0.00607096	0.00597577	0.0102354	0.00837838	0.0113146	0.0106453	0.00565248	0.0131837	0.00619841	0.00618782	0.0106164	0.0100742	0.0057698	0.00481218	0.0109512	0.00675051	0.00968517	0.00623349	0.00933109	0.010627	0.0139496	0.00966103	0.0059906	0.00879486	0.0118032	0.00757667	0.00703503	0.0135315	0.00560808	0.00717223	0.00699909	0.00479305	0.00610767	0.00850333	0.0134537	0.00745299	0.00790301	0.0123998	0.00866314	0.00925948	0.00691879	0.0102636	0.0150936	0.0082882	0.0107365	0.00671342	0.0116405	0.00534355	0.00662679	0.00539004	0.00770739	0.0081212	0.0059904	0.00906818	0.00734146	0.0104493	0.0123234	0.00996309	0.00645307	0.0079183	0.00752888	0.00636779	0.00632091	0.00599246	0.00825258	0.00777431	0.00798902	0.00718469	0.00927696	0.0115949	0.00759402	0.00699268	0.00794362	0.00537824	0.00953792	0.00606073	0.00572046	0.00778797	0.00700439	0.00877556	0.00867323	0.00585303	0.00771297	0.00698691	0.00740203	0.00928761	0.00722328	0.00732575	0.0106959	0.00509695	0.00697093	0.0070427	0.00899695	0.00759635	0.0057469	0.0064898	0.00803802	0.00570419	0.00621419	0.00894402	0.00793291	0.00653555	0.00725656	0.00831115	0.00682272	0.00826957	0.00622849	0.00978418	0.00842509	0.00540271	0.0058004	0.00465174	0.00694394	0.00626701	0.01156	0.00845388	0.00657309	0.00822421	0.00830313	0.00811256	0.0061846	0.00723685	0.00736474	0.00764718	0.00593662	0.00570186	0.00494307	0.00647526	0.00538624	0.00649756	0.00827957	0.00681078	0.00629254	0.00809542	0.00792562	0.00492782	0.00591568	0.00551133	0.00836566	0.00779111	0.00584806	0.00816153
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00815936	0.00839294	0.00655678	0.00558011	0.00686954	0.00615255	0.00809377	0.00846394	0.0061531	0.00854728	0.00882364	0.00771102	0.00817504	0.00757677	0.00483117	0.00630002	0.00598329	0.00923823	0.0105037	0.00886173	0.00666051	0.00640034	0.00524977	0.0115474	0.00711188	0.00860091	0.00907574	0.00662708	0.00949578	0.00518664	0.00624568	0.00940143	0.00836522	0.00552847	0.010034	0.0101173	0.0100669	0.00715627	0.0080262	0.00857764	0.00982838	0.0105143	0.00735257	0.00534639	0.00983039	0.011469	0.00778707	0.00922374	0.00959731	0.0061551	0.00759619	0.00638956	0.0060876	0.00544542	0.00574882	0.0103383	0.00764517	0.00669057	0.010414	0.00757355	0.00921104	0.00577043	0.00892481	0.0107157	0.00989009	0.00902564	0.00720396	0.00901203	0.00652311	0.00657099	0.00639699	0.00967219	0.00863266	0.00922076	0.00867286	0.00888193	0.00958796	0.00958019	0.0098041	0.00565102	0.00837185	0.00746689	0.00711751	0.00771409	0.0077305	0.00768864	0.00734189	0.00681578	0.00611006	0.00962173	0.00883525	0.00649436	0.0076812	0.00649789	0.00582288	0.00881562	0.00534753	0.00837919	0.00729322	0.00897973	0.0083096	0.00737462	0.00543513	0.00527407	0.0068489	0.00563271	0.00909199	0.00684545	0.00816209	0.00878937	0.00510828	0.00549544	0.00837429	0.00792607	0.00690281	0.00533631	0.00532944	0.00794408	0.0049991	0.00616345	0.0107049	0.0072011	0.00698783	0.00619544	0.00674736	0.00653103	0.00758423	0.00543092	0.00918022	0.00833753	0.00788647	0.0100111	0.010418	0.00604155	0.00698195	0.00918517	0.0085922	0.00579688	0.00903816	0.0073615	0.00650452	0.0060975	0.0070146	0.00630111	0.00825457	0.00754853	0.00568234	0.00609729	0.00712922	0.00645322	0.00733764	0.00817477	0.00677272	0.0060586	0.00695267	0.00644319	0.00481693	0.0080108	0.00718697	0.00756887	0.00994514	0.00711203	0.00666051
CARNMET-PWY: L-carnitine degradation I	4.32594e-05	1.16268e-05	0.000389683	0.000502429	1.66586e-05	0.000237504	0.000136423	1.75604e-05	0.000133644	5.80516e-05	1.03259e-05	0.000157922	3.66097e-05	0.000206735	0.00077109	0.000307463	0.000583254	0.0	3.92402e-05	4.4994e-05	0.000318866	0.000557104	0.000414033	0.0	0.0	0.0	1.95886e-05	8.5878e-05	0.0	0.000267784	2.26644e-05	0.0	7.16545e-05	0.000789143	0.0	0.0	5.05441e-05	0.0	0.000118392	4.6717e-05	0.0	1.35458e-05	2.86737e-06	0.000515256	9.15027e-05	0.0	5.74931e-06	0.0	8.02987e-05	0.000644231	0.000113066	0.000108705	0.00025637	0.000562848	0.0	1.67153e-05	6.80251e-05	0.000161011	0.0	0.0	4.57108e-06	0.000489883	3.14958e-05	0.0	1.7075e-05	1.5029e-05	0.0	5.31774e-06	0.000133415	0.000187703	0.000284752	5.02122e-06	0.0	2.24694e-05	0.000181631	0.0	0.0	1.61914e-05	2.11867e-05	0.000413714	0.0	1.42543e-05	2.17752e-06	0.000155423	2.37856e-05	0.0	7.72714e-05	0.000107454	0.000213054	3.92424e-05	0.0	9.14786e-05	1.18747e-05	0.0	0.000371966	0.0	0.000388671	5.35791e-05	1.3617e-05	2.1783e-05	6.64028e-05	6.01452e-06	0.000325211	0.0	6.96818e-05	1.6076e-05	8.2952e-05	0.000305284	8.75933e-05	0.0	0.000561016	0.00033008	2.90594e-05	2.05853e-05	9.10325e-05	0.000470153	0.000695953	0.0	0.00039668	0.000298934	0.0	2.28562e-05	9.9089e-05	0.000317443	1.89024e-05	1.68378e-05	5.00797e-05	0.000152063	3.99276e-05	0.0	0.000237304	0.0	7.86591e-06	0.000122379	8.91588e-05	8.97156e-06	4.22503e-05	0.000394246	3.25675e-05	4.14123e-05	3.94973e-05	0.0	3.95945e-06	4.79329e-05	3.58176e-05	1.64267e-05	0.000451398	0.000336877	0.000346133	0.000358353	0.0	8.49685e-05	0.000160519	0.000170334	0.0	0.0	0.000624694	3.82968e-05	0.000194598	1.27239e-05	1.23558e-05	0.000127261	3.45388e-06
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.000222753	0.000659263	0.0	2.56006e-05	0.0	0.0	1.30395e-05	0.00014415	0.000215639	0.000436367	0.000160762	2.49817e-05	0.0	0.0	5.10796e-06	0.000543287	3.10607e-05	0.0	0.0	9.05347e-05	0.0	2.72375e-05	0.0	0.0	0.0	0.0	0.0	0.00065795	0.0	0.0	7.75655e-05	0.0	0.000123202	3.91555e-05	0.0	0.0	1.20364e-05	0.0	9.64891e-05	0.000131156	0.0	2.12494e-05	0.0	0.00024343	0.0	0.0	2.82309e-05	0.0	2.99833e-05	0.000147223	4.19636e-05	5.43579e-06	0.000200818	9.4037e-05	1.65619e-05	2.78527e-05	0.000278274	0.000331744	4.03313e-05	0.0	2.18489e-06	3.52306e-05	0.0	0.0	0.0	0.000111974	0.00135755	7.51388e-05	0.0010651	2.20646e-05	0.00100123	0.0	0.0	5.48237e-05	4.93663e-05	0.0	3.90938e-05	4.89726e-05	0.0	8.41758e-05	5.16235e-05	0.000269093	0.000807959	0.000408642	0.00125	0.0	0.0	1.11595e-05	1.37956e-05	0.0	0.0	2.3614e-05	0.0	9.45229e-05	0.000145087	1.03463e-05	1.71888e-05	3.67019e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95833e-05	9.9146e-06	0.00011406	1.11014e-05	0.0	3.81269e-06	0.0	0.0	0.00012964	6.18577e-06	3.2951e-05	5.30623e-06	8.02371e-05	7.0108e-05	5.02745e-05	0.0	0.0	0.0	0.00026712	0.0	0.0	1.79272e-05	0.0	1.09684e-05	0.0	0.0	0.0	0.0	0.0	0.000117779	5.89349e-05	0.0	0.0	0.0	0.0	0.0	0.0010281	0.000830216	0.0	3.87163e-05	5.48152e-05	0.000204409	6.44902e-06	0.000292799	3.40936e-05	0.000188769	4.82144e-05	8.31289e-06	9.82695e-05	0.000174376	0.000109404	0.000111887	1.45998e-05	0.000318826	7.42775e-05	0.0	9.48374e-05	0.0
CENTFERM-PWY: pyruvate fermentation to butanoate	0.000642901	0.000509482	4.95622e-05	0.00015322	0.000145104	0.00050352	0.000762873	0.00182583	5.07547e-05	0.00112504	0.000600065	0.000771882	0.000819686	0.000391034	0.000139059	0.00016732	0.000300558	0.000432654	0.000848823	0.000172636	0.000941678	0.000614456	0.000366073	0.00146543	0.00057173	0.00121037	0.00132689	0.000305194	0.00226163	5.0762e-05	0.000250051	0.00142862	0.000851547	2.20055e-05	0.0001702	0.000469002	0.000621231	0.000247351	0.000591107	0.000613448	0.0011192	0.00024067	0.000340006	0.0	0.00120919	0.00152809	0.000541246	0.000887974	0.000710906	0.000332205	0.00124612	0.00096908	0.000120539	2.67638e-05	0.000747299	0.000361272	0.000772104	0.000144456	0.000440839	0.000964783	0.000852447	0.000242891	0.0013148	0.00116819	5.03916e-05	0.000915576	0.000256157	0.000961782	1.33779e-05	0.00126137	0.000137645	0.000880804	0.00123434	0.000423998	0.000778351	0.000743843	0.00137434	0.00043766	0.00117518	4.90642e-06	0.000528924	0.000450043	0.000434015	0.0004899	0.000550633	0.00110358	0.00160396	0.00220092	0.000289285	0.000823366	0.0010955	0.000667316	0.000462085	0.000591966	0.000285001	0.000598611	0.0001696	1.59647e-05	0.000978188	0.000469336	0.000525669	0.000717178	0.000258956	0.000787822	0.000419632	7.10105e-05	0.000256666	0.00042255	0.000686052	0.000816096	0.00033211	0.000245041	0.000718549	0.000940994	0.00102718	2.19159e-05	6.8374e-05	0.000576671	9.14688e-05	0.00010099	0.000314574	0.000376669	0.000562893	0.000898061	0.000583935	0.000404419	0.000613362	0.000545869	0.000246429	0.000693038	8.73105e-05	0.000194973	0.00017437	0.000205212	0.000551475	0.000373444	0.000883884	0.000417382	0.00101383	0.000663281	0.000351752	0.000257458	0.000195932	0.000859296	0.000742723	0.000450989	4.16493e-05	0.00038426	0.00018898	0.00036922	0.000258709	0.00103977	0.000692032	2.45084e-05	0.000908785	0.000456684	3.3117e-05	2.73233e-05	0.000388839	0.000532471	0.000183116	0.000190493	0.00077641
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	6.9151e-05	3.11237e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.17151e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55429e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65499e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17937e-05	0.0	0.0	0.0	0.0	1.11898e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43547e-05	0.0	1.53021e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000139888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25784e-06	0.0	0.0	0.0	0.0	0.0	5.74256e-05	0.0	0.000123098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18933e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.41898e-06	0.0	0.0	0.0	0.0
CITRULBIO-PWY: L-citrulline biosynthesis	0.00111772	0.00110801	0.003455	0.00274291	5.39696e-05	0.00338059	0.00244264	0.00156237	0.00270202	0.00114684	0.000900887	0.00177868	0.000326658	0.00208207	0.00292588	0.00283959	0.00329314	7.6678e-05	0.000532315	0.00126871	0.00293548	0.00328654	0.00315838	0.000706749	0.00434873	0.000401296	0.00115366	0.00152358	0.00124741	0.00309142	0.00159129	0.000410288	0.00116016	0.00272817	0.00214033	0.000773518	0.00257918	0.00304258	0.0021662	0.000680605	0.000327444	0.00101182	0.0028855	0.00349854	0.00201843	0.000352811	0.00394844	0.00188887	0.00213441	0.00062818	0.00255981	0.00196166	0.00221169	0.00351103	0.00042265	0.000837901	0.000585003	0.00274776	0.000418588	0.00121568	0.00022197	0.00380672	0.00111676	0.00152644	0.00340426	0.000954311	0.00166094	0.00106816	0.00182496	0.00331592	0.00211324	0.000541158	0.00273058	0.00225996	0.00199487	0.000625467	0.000578628	0.00311468	0.00132945	0.00358727	0.000188937	0.00172959	0.000979766	0.00161707	0.00265716	0.00378905	0.00334682	0.00191415	0.00314861	0.000820087	0.00105539	0.00234092	0.00345578	0.00616371	0.00326873	0.00367792	0.00381997	0.00466427	0.00434735	0.00384771	0.00219778	0.00388885	0.0031585	0.00425113	0.00337696	0.00384843	0.00169471	0.00203741	0.00137686	0.00409276	0.00285305	0.00377447	0.000936553	0.00423721	0.00327887	0.00356601	0.00447937	0.00407467	0.00288872	0.00286191	0.0018352	0.00515018	0.00248036	0.00108341	0.00335875	0.0056683	0.0025844	0.00231305	0.00278408	0.00251226	0.00263437	0.00289448	0.00218276	0.00315184	0.00405313	0.0044238	0.00114059	0.00320105	0.0016541	0.00475918	0.00436954	0.00192754	0.00106508	0.00361187	0.00184497	0.00498492	0.00333087	0.00335174	0.00204727	0.00352252	0.0023912	0.00100583	0.00349306	0.00160255	0.0042588	0.00234182	0.00276477	0.00242445	0.00283153	0.00216629	0.00249618	0.00200322	0.00180686
