# Pathway	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
PWY-8113: 3PG-factor 420 biosynthesis	0.0	0.0	0.0	0.0	0.0	0.000344438	0.0	4.72883e-05	0.00163698	0.0	0.000169194	1.2196e-05	0.000220731	2.36699e-05	0.0	0.0	9.54881e-05	0.0	0.000146021	0.00030879	0.0	0.0	0.000910322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000705052	0.000150214	0.000639343	0.0	1.82547e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000367832	0.0	0.000186091	0.0	0.0	0.000289303	0.000193494	4.88676e-05	0.00128722	0.0	0.0	0.0	0.000154139	0.0	0.0020348	0.0	0.000582736	0.0	0.000197159	0.0	0.0	0.0	0.000505951	0.0	0.0	0.0	0.0	0.0	4.21331e-05	0.000499008	0.0	0.000427868	0.0	0.0	0.0	0.000148203	0.0	0.0	0.0	0.0	0.000120336	0.0	8.51465e-05	5.75273e-05	0.000190914	0.0	0.000163755	0.000695512	0.0	0.0	0.000278757	0.0	0.000115328	5.60349e-05	0.000254934	0.0	0.0	0.000146545	0.000138445	0.0	0.0	0.0	0.000108309	0.000140357	0.0	0.0	0.0	9.07239e-05	0.0	0.0	0.000105778	8.08204e-05	0.0	0.0	0.0	0.0	0.00010912	0.000187734	0.0	0.0	0.000862698	0.0	0.000320655	0.0	3.29949e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000660733	0.0	0.0	0.0	0.0	0.0	5.9458e-05	0.000137569	2.70349e-05	0.0	0.0	0.0	0.0	0.000862739	0.0	0.0	0.0	0.000474137	0.0	0.0	0.0	0.000151707
PWY-8125: mevalonate pathway IV (archaea)	0.0	0.0	0.0	0.0	0.0	0.000217118	0.0	3.49549e-05	0.0	0.0	0.000215388	2.33094e-05	0.0	5.23836e-05	0.0	0.0	0.0	0.0	4.33498e-05	0.000236812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.84987e-05	0.000424707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29625e-05	5.36693e-05	9.80262e-05	0.0	0.0	0.0	0.000270009	0.0	0.0	0.0	3.02954e-05	0.0	0.0	0.0	0.0	0.0	0.000973456	0.0	0.0	0.0	0.0	0.0	6.45306e-05	0.000205053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7033e-05	0.0	0.000133931	5.80049e-05	0.000238981	0.0	0.0	0.0	0.0	0.0	0.000336552	0.0	0.0	7.45897e-05	0.000258313	0.0	1.04533e-05	3.25447e-05	0.000119625	0.0	0.0	0.0	4.32082e-05	0.000153556	0.0	0.0	0.0	0.0	0.0	0.0	6.86348e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000184487	0.0	0.0	0.000263021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53226e-05	0.0	0.0	0.0	0.0	0.0	0.000133866	0.000207138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.70182e-05	0.0	0.0	0.0	0.0
PWY-8131: 5'-deoxyadenosine degradation II	0.000751298	0.0	0.000426037	0.0	0.00021316	0.000792892	0.00038026	0.000478582	0.000277089	0.00058127	0.000655935	0.00101941	8.87111e-05	0.000270761	0.0	0.000600664	0.000353662	3.54278e-05	0.000801424	0.000788378	8.85691e-05	0.0	0.000230055	0.000503555	0.000246808	0.00512635	0.000623804	0.000385078	0.000386197	0.000355372	0.000516886	0.0	0.000357395	0.000403032	0.000334758	0.00164271	0.000714419	0.00102373	0.000579923	0.000808971	0.00099591	0.000393557	0.000337097	5.60999e-05	0.000379241	0.000282472	0.000307777	0.000728635	0.000285758	0.000169437	0.000264672	0.000280509	0.00038765	0.0006110379999999	0.000402152	0.000274723	0.00115702	0.000403203	0.000163346	0.000538852	0.0	0.000601088	0.00162666	9.59803e-05	0.000818934	0.000273117	0.000975647	0.00138002	0.000249801	0.000153678	0.00012918	0.000522783	0.000458282	6.7938e-05	0.000811789	6.40983e-05	0.0011899	0.000906224	0.000301934	0.000870478	0.00060278	0.000456446	0.000562405	0.00101416	5.99511e-05	0.00014875	0.000881012	0.000545416	0.000736936	0.000357514	0.000778655	0.000315807	0.000161561	0.000606397	0.000284959	6.51562e-05	0.000472456	0.00142881	6.92714e-05	0.000284369	0.000358953	0.000235328	0.000110476	0.000150123	0.00066281	0.000621155	0.000438228	0.00010576	0.000348056	0.000211755	0.000280638	0.00102607	0.000311188	0.000462061	0.000609018	0.000507594	0.000537435	0.000439872	0.00109141	0.000843942	0.000111109	0.000665928	0.0017272	0.0015317	0.000869684	0.000486373	0.00160482	0.000132365	0.000479906	0.000311681	0.000165941	8.54017e-05	0.00113344	0.00141206	5.36796e-05	0.000237937	0.000526973	0.000424699	0.000686983	0.00104562	0.00073073	0.000380735	0.000692518	0.000902321	8.66629e-05	0.000145339	0.000639118	0.000232041	0.000690409	0.000503473	0.00137921	0.000709733	2.67118e-05	0.00010149	0.000297914	0.00057163
PWY-8134: bile acid 7&beta;-dehydroxylation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.82585e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16763e-05	0.0	0.0	0.0	0.0	6.40028e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.71502e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.39626e-06	1.90496e-05	0.0	0.0	0.0	0.0	1.10738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09017e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07755e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8173: anteiso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17112e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000750066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8174: odd iso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17112e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000750066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8175: even iso-branched-chain fatty acid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17112e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000750066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.00790027	0.00928537	0.0083221	0.00701489	0.00681441	0.00807723	0.00956317	0.00743693	0.00554706	0.00865539	0.006882	0.00841938	0.00681707	0.00623811	0.00978614	0.00884288	0.00607668	0.00624802	0.00762077	0.00667414	0.00520278	0.00314571	0.00767752	0.00935193	0.00590723	0.012697	0.00761831	0.0051022	0.0075219	0.00777872	0.0084695	0.0104103	0.00515027	0.00925848	0.00805062	0.00883176	0.00894519	0.00783893	0.00688118	0.00835041	0.00684324	0.00731388	0.00687992	0.0066368	0.00455766	0.00524393	0.00623584	0.0106745	0.00824162	0.00689561	0.00758277	0.00688222	0.00703448	0.0105259	0.00910649	0.00718469	0.00947359	0.00568721	0.00815367	0.00737034	0.00708174	0.0093413	0.00700061	0.00649467	0.00813049	0.00590666	0.00761852	0.0104282	0.00800903	0.0063995	0.00705324	0.00776583	0.00601277	0.00603604	0.00746313	0.00583126	0.00918629	0.00537433	0.00967292	0.00898907	0.00759941	0.00599324	0.0119123	0.00899767	0.0100137	0.00789238	0.00875896	0.00688773	0.00661292	0.00660845	0.00596349	0.00760345	0.00699464	0.00637165	0.00759138	0.00889127	0.00980551	0.00956969	0.00786964	0.00658631	0.007264	0.0064738	0.00880923	0.00774283	0.00835861	0.00697921	0.00813604	0.00751856	0.00593023	0.00519367	0.00721478	0.00652864	0.00856022	0.00826949	0.00782862	0.00724021	0.00855544	0.00734762	0.00598376	0.00723929	0.00676774	0.00831549	0.00951794	0.00652405	0.00864414	0.00687013	0.0110237	0.00761083	0.00909637	0.00766424	0.00488139	0.00475999	0.00843586	0.0060922	0.00541559	0.00700034	0.00519042	0.00684879	0.00574772	0.00571426	0.00722358	0.00921749	0.0067769	0.00834455	0.00875913	0.00598899	0.00752916	0.0059054	0.00975454	0.00784391	0.00791774	0.00901009	0.0090526	0.00727859	0.00619259	0.00798902
PWY-8182: valproate &beta;-oxidation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.00285745	0.000888248	0.00222663	0.0028885	0.00243142	0.00110239	0.00209993	0.00215927	0.0046213	0.00098386	0.00261557	0.00241999	0.00145153	0.00363444	0.00138879	0.00137406	0.00364341	0.00242998	0.0016157	0.00170802	0.00198206	0.00219255	0.00404225	0.00285438	0.00136567	0.000606949	0.00251557	0.00252578	0.00133791	0.00198794	0.00235597	0.0010236	0.00345916	0.00074757	0.00401892	0.00253321	0.00101282	0.00107053	0.001517	0.00213238	0.00364963	0.0050901	0.00267784	0.00271025	0.00113183	0.00213385	0.00309861	0.00193593	0.00114507	0.00102124	0.00188483	0.0042049	0.00233983	0.00101359	0.000876079	0.00243964	0.0027258	0.00498475	0.00201075	0.00219184	0.00307501	0.00163535	0.00134955	0.00385355	0.000983184	0.00697895	0.00290679	0.000856898	0.00309991	0.00284283	0.00116011	0.00215317	0.00200895	0.00437832	0.00232688	0.0022744	0.00180119	0.00368065	0.00170747	0.00129319	0.00155983	0.00261688	0.0140623	0.0018691	0.00100346	0.00111773	0.00206426	0.00134075	0.0022251	0.00176516	0.00432879	0.00150979	0.00259627	0.00424856	0.00240052	0.00375996	0.00539161	0.00175915	0.00244492	0.00177747	0.00265532	0.00300691	0.00233731	0.00304721	0.00170673	0.00178116	0.00121638	0.00174899	0.0016513	0.00174164	0.00113756	0.00254885	0.00149239	0.00147833	0.00306427	0.00197147	0.00109185	0.00174507	0.00141805	0.00453468	0.00199726	0.00129173	0.00147571	0.00256081	0.00121916	0.00220335	0.00146286	0.00291031	0.000686552	0.00153331	0.00280629	0.0012057	0.00210274	0.00247312	0.00270375	0.00412791	0.00280905	0.0019316	0.00159464	0.00256057	0.0030174	0.00203521	0.00310946	0.00470527	0.00229159	0.00268117	0.000463584	0.00868533	0.00209887	0.00155894	0.00181322	0.00246298	0.000987996	0.00207827	0.00243685	0.00416247
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0.0	0.0	0.000110811	0.0	0.0	0.0	9.08837e-05	0.0	6.21875e-05	0.000144722	0.000224817	9.59922e-05	0.0	0.0	0.0	0.000105649	5.31604e-05	0.000167321	0.0	0.0	0.0	0.0	0.0	0.0	5.78221e-05	0.0	0.00010878	0.0	6.92463e-05	0.000118998	0.000167885	0.0	0.0	3.69847e-05	0.0	0.000106484	5.47582e-05	0.000343984	0.000178939	4.52663e-05	0.0	0.0	0.0	0.0	0.0	0.000134639	4.3041e-05	0.0	0.0	5.8697e-05	0.0	0.00030661	2.65843e-05	0.000101783	0.0	0.000135004	0.0	0.0	0.00010439	3.8396e-05	8.61578e-05	0.00015442	4.83193e-05	8.51239e-05	8.69501e-05	5.75189e-05	0.000191551	0.000104453	5.55808e-05	0.0	0.000476027	5.31128e-05	0.0	0.0	0.0	6.92295e-05	6.22004e-05	5.14176e-05	0.0	0.0	0.0	7.41572e-05	0.0	0.00012855	0.0	0.0	0.0	5.01784e-05	5.91072e-05	0.0	0.000291859	0.0	4.17493e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.7811e-05	0.000149907	3.20396e-05	5.53346e-05	0.0	0.0	5.97642e-05	0.0	0.000358711	0.0	0.000228162	0.0	0.0	0.0	0.000149489	0.000103506	0.000216366	8.73105e-05	0.0	0.0	0.0	0.000144543	0.0	0.0	0.0	6.33089e-05	6.50277e-05	0.000105238	0.0	0.0	0.0	0.000102826	2.96993e-05	0.0	9.40343e-05	0.0	0.0	0.0	6.03646e-05	6.78279e-05	6.00462e-05	0.0	0.0	5.68331e-05	0.0	3.7327e-05	0.000144966	0.0	0.0	0.0	1.67597e-05	0.0	0.0	0.0	0.000109957	0.000228266	0.0
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0.0	0.0	0.000110811	0.0	0.0	0.0	9.08837e-05	0.0	6.21875e-05	0.000144722	0.000224817	9.59922e-05	0.0	0.0	0.0	0.000105649	5.31604e-05	0.000167321	0.0	0.0	0.0	0.0	0.0	0.0	5.78221e-05	0.0	0.00010878	0.0	6.92463e-05	0.000118998	0.000167885	0.0	0.0	3.69847e-05	0.0	0.000106484	5.47582e-05	0.000343984	0.000178939	4.52663e-05	0.0	0.0	0.0	0.0	0.0	0.000134639	4.3041e-05	0.0	0.0	5.8697e-05	0.0	0.00030661	2.65843e-05	0.000101783	0.0	0.000135004	0.0	0.0	0.00010439	3.8396e-05	8.61578e-05	0.00015442	4.83193e-05	8.51239e-05	8.69501e-05	5.75189e-05	0.000191551	0.000104453	5.55808e-05	0.0	0.000476027	5.31128e-05	0.0	0.0	0.0	6.92295e-05	6.22004e-05	5.14176e-05	0.0	0.0	0.0	7.41572e-05	0.0	0.00012855	0.0	0.0	0.0	5.01784e-05	5.91072e-05	0.0	0.000291859	0.0	4.17493e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.7811e-05	0.000149907	3.20396e-05	5.53346e-05	0.0	0.0	5.97642e-05	0.0	0.000358711	0.0	0.000228162	0.0	0.0	0.0	0.000149489	0.000103506	0.000216366	8.73105e-05	0.0	0.0	0.0	0.000144543	0.0	0.0	0.0	6.33089e-05	6.50277e-05	0.000105238	0.0	0.0	0.0	0.000102826	2.96993e-05	0.0	9.40343e-05	0.0	0.0	0.0	6.03646e-05	6.78279e-05	6.00462e-05	0.0	0.0	5.68331e-05	0.0	3.7327e-05	0.000144966	0.0	0.0	0.0	1.67597e-05	0.0	0.0	0.0	0.000109957	0.000228266	0.0
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0.0	0.0	9.24352e-05	0.0	1.28713e-05	0.0	0.0	1.16862e-05	0.000142874	0.0	9.60126e-05	0.0	0.0	1.33463e-05	3.66292e-05	0.0	3.3659e-05	0.000465403	0.0	7.66107e-05	0.0	0.0	0.0	4.28611e-06	0.000155827	0.00031612	0.0	0.0	0.000337485	0.0	0.000486438	0.0	0.0	0.0	0.0	2.3975e-05	0.0	0.000313145	5.46647e-06	0.0	0.0	0.0	0.000221799	0.0	1.31181e-05	0.0	0.000285185	3.94523e-05	0.0	8.89913e-06	0.0	1.54853e-05	5.99549e-05	0.0	0.0	0.000101195	0.0	1.20519e-05	0.0	2.29864e-05	9.98028e-05	0.0	6.04513e-05	0.0	0.0	2.5781e-05	4.21765e-05	0.0	1.94641e-05	6.73783e-05	0.0	2.08479e-05	2.92375e-05	0.0	1.09648e-05	0.0	1.8511e-05	2.6558e-05	0.0	0.0	0.0	2.29673e-05	0.0	7.547e-06	0.0	2.25356e-05	0.0	3.33377e-05	9.23264e-05	9.32403e-06	0.0	7.35545e-05	1.47528e-05	0.000104224	0.0	0.0	0.000209733	0.0	0.000128306	0.000159561	7.04203e-05	0.0	0.0	0.0	0.0	1.94256e-05	0.0	2.6312e-05	0.0	0.0	4.82221e-06	0.000135763	0.0	2.75513e-06	0.0	0.000242781	0.000160382	0.00032656	1.28919e-05	0.000379143	0.000417359	0.0	3.59914e-05	0.000262975	4.47299e-06	5.64057e-05	0.0	0.0	7.98413e-05	4.71477e-05	2.47248e-05	2.13909e-05	0.0	2.95453e-05	5.5293e-05	0.000265967	1.5931e-05	6.81404e-05	0.0	5.53887e-05	1.27725e-05	0.00014711	8.95163e-06	0.0	0.0	4.06531e-05	0.0	0.000237243	0.000237259	0.0	2.07132e-05	0.0	0.0	0.0	2.49848e-05	0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.0	0.0	0.0	0.0	0.00178902	0.00118842	0.000673161	0.000483714	0.00169477	0.0	0.0	0.0	0.0	0.00254819	0.0	0.0	0.000808495	0.000361345	0.000408203	0.00163815	0.00028732	0.0	0.000288162	3.51599e-05	0.000207997	0.000919005	0.0	0.000135995	0.000973798	0.000136918	0.00108474	0.0	0.0	0.000880613	0.000592484	0.000114168	0.0	4.0527e-05	0.000207078	0.00106789	2.02467e-05	0.0	0.000569645	0.00019962	0.0	5.21107e-05	5.0531e-05	0.000241998	0.000797182	0.000284112	0.00109946	0.000356081	0.00182841	0.00017123	0.0	0.00022709	0.00193472	0.000531486	0.000665569	0.000664391	0.000234891	0.0	0.00129234	0.0	0.000126228	0.00016579	0.000180906	0.0	0.000356366	0.00251711	0.0	0.00104508	0.000770757	0.0	0.000203433	0.000330356	0.000410884	0.000527462	0.000181414	0.000761974	0.000262856	4.15735e-05	0.000198373	0.00016521	0.00115064	0.000100194	0.000119237	0.00157743	0.000416963	0.000638172	0.000741562	0.000437816	0.0	0.00115081	0.0	0.000182741	0.00101826	0.000112502	0.00180646	0.0020767	0.00076217	0.00146226	0.000678959	0.00190086	0.000213559	0.000388363	0.0	0.000243693	0.0	0.0	0.00022834	0.00163545	0.000305259	0.000368976	0.0	0.000589258	0.000170667	0.000522162	0.000552886	0.00147345	0.00176305	9.1216e-05	0.0	0.00145983	0.000567951	0.000380417	0.000529052	0.0	0.0	0.000956014	0.000262391	0.000171058	0.000261671	0.00105667	0.00010849	0.00072648	0.0	6.98546e-05	0.000110849	0.00168438	0.000752133	0.00032652	0.000260572	0.000113094	0.000137151	0.000228564	0.0	0.0	0.000706461	0.000693066	0.000655494	0.000482496	0.000159118	0.0	0.00099483	0.0
